date,free_cash_flow
"Dec. 31, 2019",-2.774B
"Sept. 30, 2019",-2.889B
"June 30, 2019",-1.031B
"March 31, 2019",2.287B
"Dec. 31, 2018",2.439B
"Sept. 30, 2018",4.102B
"June 30, 2018",4.268B
"March 31, 2018",2.722B
"Dec. 31, 2017",2.468B
"Sept. 30, 2017",2.997B
"June 30, 2017",4.379B
"March 31, 2017",1.632B
"Dec. 31, 2016",2.23B
"Sept. 30, 2016",2.607B
"June 30, 2016",2.519B
"March 31, 2016",527.00M
"Dec. 31, 2015",2.496B
"Sept. 30, 2015",2.298B
"June 30, 2015",2.605B
"March 31, 2015",-486.00M
"Dec. 31, 2014",4.33B
"Sept. 30, 2014",317.00M
"June 30, 2014",1.36B
"March 31, 2014",615.00M
"Dec. 31, 2013",602.00M
"Sept. 30, 2013",2.324B
"June 30, 2013",3.012B
"March 31, 2013",3.00M
"Dec. 31, 2012",3.671B
"Sept. 30, 2012",1.168B
"June 30, 2012",546.00M
"March 31, 2012",413.00M
"Dec. 31, 2011",2.36B
"Sept. 30, 2011",69.00M
"June 30, 2011",1.251B
"March 31, 2011",-1.37B
"Dec. 31, 2010",716.00M
"Sept. 30, 2010",1.571B
"June 30, 2010",9.00M
"March 31, 2010",-471.00M
"Dec. 31, 2009",2.991B
"Sept. 30, 2009",968.00M
"June 30, 2009",707.00M
"March 31, 2009",-249.00M
"Dec. 31, 2008",-2.113B
"Sept. 30, 2008",-867.00M
"June 30, 2008",-797.00M
"March 31, 2008",1.524B
"Dec. 31, 2007",1.414B
"Sept. 30, 2007",2.76B
"June 30, 2007",3.22B
"March 31, 2007",277.00M
"Dec. 31, 2006",1.853B
"Sept. 30, 2006",212.00M
"June 30, 2006",2.11B
"March 31, 2006",1.643B
"Dec. 31, 2005",1.914B
"Sept. 30, 2005",276.00M
"June 30, 2005",2.165B
"March 31, 2005",1.098B
"Dec. 31, 2004",820.00M
"Sept. 30, 2004",590.00M
"June 30, 2004",1.107B
"March 31, 2004",-259.00M
"Dec. 31, 2003",2.197B
"Sept. 30, 2003",-343.00M
"June 30, 2003",672.00M
"March 31, 2003",-558.00M
"Dec. 31, 2002",1.158B
"Sept. 30, 2002",1.15B
"June 30, 2002",651.00M
"March 31, 2002",276.00M
"Dec. 31, 2001",-251.00M
"Sept. 30, 2001",1.20B
"June 30, 2001",906.00M
"March 31, 2001",850.00M
"Dec. 31, 2000",1.783B
"Sept. 30, 2000",1.54B
"June 30, 2000",2.853B
"March 31, 2000",-1.166B
"Dec. 31, 1999",2.504B
"Sept. 30, 1999",891.00M
"June 30, 1999",1.132B
"March 31, 1999",461.00M
"Dec. 31, 1998",1.816B
"Sept. 30, 1998",-306.00M
"June 30, 1998",-658.00M
"March 31, 1998",-102.00M
"Dec. 31, 1997",534.00M
"Sept. 30, 1997",-793.00M
"June 30, 1997",967.00M
"March 31, 1997",6.00M
"Dec. 31, 1996",870.00M
"Sept. 30, 1996",876.00M
"June 30, 1996",643.00M
"March 31, 1996",251.00M
"Dec. 31, 1995",302.00M
"Sept. 30, 1995",193.00M
"June 30, 1995",178.00M
"March 31, 1995",715.00M
"Dec. 31, 1994",322.00M
"Sept. 30, 1994",-570.00M
"June 30, 1994",-237.00M
"March 31, 1994",767.00M
"Dec. 31, 1993",-239.00M
"Sept. 30, 1993",-566.00M
"June 30, 1993",412.00M
"March 31, 1993",430.00M
"Dec. 31, 1992",225.00M
"Sept. 30, 1992",-111.00M
"June 30, 1992",467.00M
"March 31, 1992",621.00M
"Dec. 31, 1991",-203.00M
"Sept. 30, 1991",-113.00M
"June 30, 1991",40.00M
"March 31, 1991",-140.00M
"Dec. 31, 1990",-443.00M
"Sept. 30, 1990",482.00M
"June 30, 1990",628.00M
"March 31, 1990",1.083B
