date,forward_pe_ratio_1y
"March 19, 2020",6.405
"March 18, 2020",6.679
"March 17, 2020",8.138
"March 16, 2020",8.496
"March 13, 2020",11.16
"March 12, 2020",9.985
"March 11, 2020",12.19
"March 10, 2020",14.90
"March 9, 2020",14.65
"March 6, 2020",16.92
"March 5, 2020",16.79
"March 4, 2020",18.26
"March 3, 2020",18.10
"March 2, 2020",18.65
"Feb. 28, 2020",17.74
"Feb. 27, 2020",18.56
"Feb. 26, 2020",19.71
"Feb. 25, 2020",19.61
"Feb. 24, 2020",20.50
"Feb. 21, 2020",21.30
"Feb. 20, 2020",21.69
"Feb. 19, 2020",21.82
"Feb. 18, 2020",21.85
"Feb. 14, 2020",21.96
"Feb. 13, 2020",22.11
"Feb. 12, 2020",22.41
"Feb. 11, 2020",22.21
"Feb. 10, 2020",22.23
"Feb. 7, 2020",21.72
"Feb. 6, 2020",22.02
"Feb. 5, 2020",21.25
"Feb. 4, 2020",20.50
"Feb. 3, 2020",20.38
"Jan. 31, 2020",20.52
"Jan. 30, 2020",20.85
"Jan. 29, 2020",20.77
"Jan. 28, 2020",20.41
"Jan. 27, 2020",20.42
"Jan. 24, 2020",20.83
"Jan. 23, 2020",20.49
"Jan. 22, 2020",19.93
"Jan. 21, 2020",20.21
"Jan. 17, 2020",20.90
"Jan. 16, 2020",21.41
"Jan. 15, 2020",21.27
"Jan. 14, 2020",21.43
"Jan. 13, 2020",21.29
"Jan. 10, 2020",21.28
"Jan. 9, 2020",21.69
"Jan. 8, 2020",21.37
"Jan. 7, 2020",21.75
"Jan. 6, 2020",21.52
"Jan. 3, 2020",21.46
"Jan. 2, 2020",21.49
"Dec. 31, 2019",21.01
"Dec. 30, 2019",109.88
"Dec. 27, 2019",111.14
"Dec. 26, 2019",111.07
"Dec. 24, 2019",112.10
"Dec. 23, 2019",113.64
"Dec. 20, 2019",110.42
"Dec. 19, 2019",112.27
"Dec. 18, 2019",111.32
"Dec. 17, 2019",110.08
"Dec. 16, 2019",110.08
"Dec. 13, 2019",115.02
"Dec. 12, 2019",116.58
"Dec. 11, 2019",117.83
"Dec. 10, 2019",117.12
"Dec. 9, 2019",118.23
"Dec. 6, 2019",119.20
"Dec. 5, 2019",116.37
"Dec. 4, 2019",117.44
"Dec. 3, 2019",118.53
"Dec. 2, 2019",119.57
"Nov. 29, 2019",123.27
"Nov. 27, 2019",123.89
"Nov. 26, 2019",125.74
"Nov. 25, 2019",125.61
