Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
05/07/2008,05/09/2008,06/06/2008,04/28/2008,Normal,0.40
02/06/2008,02/08/2008,03/07/2008,12/10/2007,Normal,0.40
11/07/2007,11/09/2007,12/07/2007,10/29/2007,Normal,0.35
08/08/2007,08/10/2007,09/07/2007,06/25/2007,Normal,0.35
05/09/2007,05/11/2007,06/01/2007,04/30/2007,Normal,0.35
02/07/2007,02/09/2007,03/02/2007,12/11/2006,Normal,0.35
11/08/2006,11/10/2006,12/01/2006,10/30/2006,Normal,0.30
08/09/2006,08/11/2006,09/01/2006,06/26/2006,Normal,0.30
05/10/2006,05/12/2006,06/02/2006,05/01/2006,Normal,0.30
02/08/2006,02/10/2006,03/03/2006,12/12/2005,Normal,0.30
11/08/2005,11/11/2005,12/02/2005,10/31/2005,Normal,0.25
08/10/2005,08/12/2005,09/02/2005,06/27/2005,Normal,0.25
05/11/2005,05/13/2005,06/03/2005,05/03/2005,Normal,0.25
02/09/2005,02/11/2005,03/04/2005,12/31/2004,Normal,0.25
11/09/2004,11/12/2004,12/03/2004,10/25/2004,Normal,0.20
08/11/2004,08/13/2004,09/03/2004,06/28/2004,Normal,0.20
05/19/2004,05/21/2004,06/11/2004,05/03/2004,Normal,0.20
02/11/2004,02/13/2004,03/05/2004,01/02/2004,Normal,0.17
11/12/2003,11/14/2003,12/05/2003,10/21/2003,Normal,0.17
08/13/2003,08/15/2003,09/05/2003,06/30/2003,Normal,0.17
05/14/2003,05/16/2003,06/06/2003,04/28/2003,Normal,0.17
02/05/2003,02/07/2003,03/07/2003,12/10/2002,Normal,0.17
11/13/2002,11/15/2002,12/06/2002,10/29/2002,Normal,0.17
08/14/2002,08/16/2002,09/06/2002,06/25/2002,Normal,0.17
05/15/2002,05/17/2002,06/07/2002,04/30/2002,Normal,0.17
02/06/2002,02/08/2002,03/01/2002,12/10/2001,Normal,0.17
11/14/2001,11/16/2001,12/07/2001,10/24/2001,Normal,0.17
08/15/2001,08/17/2001,09/07/2001,06/25/2001,Normal,0.17
05/09/2001,05/11/2001,06/01/2001,05/01/2001,Normal,0.17
02/07/2001,02/09/2001,03/02/2001,12/11/2000,Normal,0.17
11/08/2000,11/10/2000,12/01/2000,10/30/2000,Normal,0.14
08/09/2000,08/11/2000,09/01/2000,06/26/2000,Normal,0.14
05/10/2000,05/12/2000,06/02/2000,05/01/2000,Normal,0.14
02/09/2000,02/11/2000,03/03/2000,12/13/1999,Normal,0.14
11/09/1999,11/12/1999,12/03/1999,10/22/1999,Normal,0.14
08/11/1999,08/13/1999,09/03/1999,06/28/1999,Normal,0.14
05/12/1999,05/14/1999,06/04/1999,04/26/1999,Normal,0.14
02/08/1999,02/10/1999,03/03/1999,12/14/1998,Normal,0.14
11/10/1998,11/13/1998,12/04/1998,10/26/1998,Normal,0.14
08/12/1998,08/14/1998,09/04/1998,06/29/1998,Normal,0.14
05/13/1998,05/15/1998,06/05/1998,04/27/1998,Normal,0.14
02/11/1998,02/13/1998,03/06/1998,12/08/1997,Normal,0.14
11/12/1997,11/14/1997,12/05/1997,10/03/1997,Normal,0.14
08/13/1997,08/15/1997,09/05/1997,06/30/1997,Normal,0.14
05/14/1997,05/16/1997,06/06/1997,04/28/1997,Normal,0.14
02/12/1997,02/14/1997,03/07/1997,12/09/1996,Normal,0.14
11/13/1996,11/15/1996,12/06/1996,10/28/1996,Normal,0.14
08/14/1996,08/16/1996,09/06/1996,06/24/1996,Normal,0.14
05/15/1996,05/17/1996,06/07/1996,04/29/1996,Normal,0.14
02/07/1996,02/09/1996,03/01/1996,12/19/1995,Normal,0.125
11/08/1995,11/10/1995,12/01/1995,10/30/1995,Normal,0.125
08/09/1995,08/11/1995,09/01/1995,06/26/1995,Normal,0.125
05/08/1995,05/12/1995,06/02/1995,04/24/1995,Normal,0.125
02/06/1995,02/10/1995,03/03/1995,12/12/1994,Normal,0.125
11/04/1994,11/11/1994,12/02/1994,10/31/1994,Normal,0.125
08/08/1994,08/12/1994,09/02/1994,06/27/1994,Normal,0.125
05/09/1994,05/13/1994,06/03/1994,04/26/1994,Normal,0.125
02/07/1994,02/11/1994,03/04/1994,12/13/1993,Normal,0.125
11/05/1993,11/12/1993,12/03/1993,10/25/1993,Normal,0.125
08/09/1993,08/13/1993,09/03/1993,06/28/1993,Normal,0.125
05/10/1993,05/14/1993,06/04/1993,04/26/1993,Normal,0.125
02/08/1993,02/12/1993,03/05/1993,12/14/1992,Normal,0.125
11/06/1992,11/13/1992,12/04/1992,10/26/1992,Normal,0.125
08/10/1992,08/14/1992,09/04/1992,06/29/1992,Normal,0.125
05/11/1992,05/15/1992,06/05/1992,04/27/1992,Normal,0.125
02/10/1992,02/14/1992,03/06/1992,12/09/1991,Normal,0.125
11/08/1991,11/15/1991,12/06/1991,10/28/1991,Normal,0.125
08/12/1991,08/16/1991,09/06/1991,06/24/1991,Normal,0.125
05/13/1991,05/17/1991,06/07/1991,04/29/1991,Normal,0.125
02/11/1991,02/15/1991,03/08/1991,12/10/1990,Normal,0.125
11/09/1990,11/16/1990,12/07/1990,10/29/1990,Normal,0.125
08/13/1990,08/17/1990,09/07/1990,06/25/1990,Normal,0.125
05/14/1990,05/10/1990,--,04/04/1990,Normal,0.1250
02/12/1990,02/08/1990,--,01/03/1990,Normal,0.1001
11/13/1989,11/09/1989,--,10/04/1989,Normal,0.1001
08/14/1989,08/10/1989,--,07/05/1989,Normal,0.1001
05/08/1989,05/04/1989,--,03/29/1989,Normal,0.1000
02/06/1989,02/02/1989,--,12/28/1988,Normal,0.0889
11/04/1988,11/02/1988,--,09/23/1988,Normal,0.0889
08/08/1988,08/04/1988,--,06/29/1988,Normal,0.0889
05/09/1988,05/05/1988,--,03/30/1988,Normal,0.0889
02/05/1988,02/03/1988,--,12/25/1987,Normal,0.0778
11/03/1987,10/30/1987,--,09/24/1987,Normal,0.0778
08/04/1987,07/31/1987,--,06/25/1987,Normal,0.0778
05/04/1987,04/30/1987,--,03/25/1987,Normal,0.0778
02/04/1987,02/02/1987,--,12/26/1986,Normal,0.0778
11/05/1986,11/03/1986,--,09/26/1986,Normal,0.0667
08/05/1986,08/01/1986,--,06/26/1986,Normal,0.0667
05/06/1986,05/02/1986,--,03/27/1986,Normal,0.0667
02/04/1986,01/31/1986,--,12/26/1985,Normal,0.0667
