date,f_score_ttm
"Dec. 31, 2019",1.00
"Sept. 30, 2019",2.00
"June 30, 2019",2.00
"March 31, 2019",3.00
"Dec. 31, 2018",5.00
"Sept. 30, 2018",6.00
"June 30, 2018",5.00
"March 31, 2018",8.00
"Dec. 31, 2017",5.00
"Sept. 30, 2017",6.00
"June 30, 2017",6.00
"March 31, 2017",8.00
"Dec. 31, 2016",6.00
"Sept. 30, 2016",7.00
"June 30, 2016",3.00
"March 31, 2016",4.00
"Dec. 31, 2015",3.00
"Sept. 30, 2015",7.00
"June 30, 2015",4.00
"March 31, 2015",6.00
"Dec. 31, 2014",9.00
"Sept. 30, 2014",7.00
"June 30, 2014",5.00
"March 31, 2014",5.00
"Dec. 31, 2013",4.00
"Sept. 30, 2013",5.00
"June 30, 2013",6.00
"March 31, 2013",5.00
"Dec. 31, 2012",4.00
"Sept. 30, 2012",5.00
"June 30, 2012",5.00
"March 31, 2012",7.00
"Dec. 31, 2011",5.00
"Sept. 30, 2011",5.00
"June 30, 2011",7.00
"March 31, 2011",3.00
"Dec. 31, 2010",
"Sept. 30, 2010",
"June 30, 2010",3.00
"March 31, 2010",3.00
"Dec. 31, 2009",8.00
"Sept. 30, 2009",4.00
"June 30, 2009",7.00
"March 31, 2009",3.00
"Dec. 31, 2008",2.00
"Sept. 30, 2008",3.00
"June 30, 2008",3.00
"March 31, 2008",7.00
"Dec. 31, 2007",7.00
"Sept. 30, 2007",8.00
"June 30, 2007",7.00
"March 31, 2007",7.00
"Dec. 31, 2006",8.00
"Sept. 30, 2006",5.00
"June 30, 2006",3.00
"March 31, 2006",8.00
"Dec. 31, 2005",8.00
"Sept. 30, 2005",6.00
"June 30, 2005",7.00
"March 31, 2005",5.00
"Dec. 31, 2004",3.00
"Sept. 30, 2004",7.00
"June 30, 2004",6.00
"March 31, 2004",7.00
"Dec. 31, 2003",5.00
"Sept. 30, 2003",2.00
"June 30, 2003",2.00
"March 31, 2003",5.00
"Dec. 31, 2002",5.00
"Sept. 30, 2002",3.00
"June 30, 2002",3.00
"March 31, 2002",3.00
"Dec. 31, 2001",2.00
"Sept. 30, 2001",4.00
"June 30, 2001",6.00
"March 31, 2001",8.00
"Dec. 31, 2000",3.00
"Sept. 30, 2000",7.00
"June 30, 2000",5.00
"March 31, 2000",4.00
"Dec. 31, 1999",6.00
"Sept. 30, 1999",6.00
"June 30, 1999",7.00
"March 31, 1999",8.00
"Dec. 31, 1998",7.00
"Sept. 30, 1998",5.00
"June 30, 1998",1.00
"March 31, 1998",5.00
"Dec. 31, 1997",2.00
"Sept. 30, 1997",2.00
"June 30, 1997",6.00
"March 31, 1997",6.00
"Dec. 31, 1996",4.00
"Sept. 30, 1996",8.00
"June 30, 1996",8.00
"March 31, 1996",4.00
"Dec. 31, 1995",6.00
"Sept. 30, 1995",7.00
"June 30, 1995",6.00
"March 31, 1995",2.00
"Dec. 31, 1994",6.00
"Sept. 30, 1994",1.00
"June 30, 1994",1.00
"March 31, 1994",2.00
"Dec. 31, 1993",4.00
"Sept. 30, 1993",2.00
"June 30, 1993",1.00
"March 31, 1993",3.00
"Dec. 31, 1992",3.00
"Sept. 30, 1992",5.00
"June 30, 1992",4.00
"March 31, 1992",7.00
"Dec. 31, 1991",6.00
"Sept. 30, 1991",4.00
"June 30, 1991",8.00
"March 31, 1991",5.00
