date,max_drawdown_all
"Feb. 29, 2020",71.48%
"Jan. 31, 2020",71.48%
"Dec. 31, 2019",71.48%
"Nov. 30, 2019",71.48%
"Oct. 31, 2019",71.48%
"Sept. 30, 2019",71.48%
"Aug. 31, 2019",71.48%
"July 31, 2019",71.48%
"June 30, 2019",71.48%
"May 31, 2019",71.48%
"April 30, 2019",71.48%
"March 31, 2019",71.48%
"Feb. 28, 2019",71.48%
"Jan. 31, 2019",71.48%
"Dec. 31, 2018",71.48%
"Nov. 30, 2018",71.48%
"Oct. 31, 2018",71.48%
"Sept. 30, 2018",71.48%
"Aug. 31, 2018",71.48%
"July 31, 2018",71.48%
"June 30, 2018",71.48%
"May 31, 2018",71.48%
"April 30, 2018",71.48%
"March 31, 2018",71.48%
"Feb. 28, 2018",71.48%
"Jan. 31, 2018",71.48%
"Dec. 31, 2017",71.48%
"Nov. 30, 2017",71.48%
"Oct. 31, 2017",71.48%
"Sept. 30, 2017",71.48%
"Aug. 31, 2017",71.48%
"July 31, 2017",71.48%
"June 30, 2017",71.48%
"May 31, 2017",71.48%
"April 30, 2017",71.48%
"March 31, 2017",71.48%
"Feb. 28, 2017",71.48%
"Jan. 31, 2017",71.48%
"Dec. 31, 2016",71.48%
"Nov. 30, 2016",71.48%
"Oct. 31, 2016",71.48%
"Sept. 30, 2016",71.48%
"Aug. 31, 2016",71.48%
"July 31, 2016",71.48%
"June 30, 2016",71.48%
"May 31, 2016",71.48%
"April 30, 2016",71.48%
"March 31, 2016",71.48%
"Feb. 29, 2016",71.48%
"Jan. 31, 2016",71.48%
"Dec. 31, 2015",71.48%
"Nov. 30, 2015",71.48%
"Oct. 31, 2015",71.48%
"Sept. 30, 2015",71.48%
"Aug. 31, 2015",71.48%
"July 31, 2015",71.48%
"June 30, 2015",71.48%
"May 31, 2015",71.48%
"April 30, 2015",71.48%
"March 31, 2015",71.48%
"Feb. 28, 2015",71.48%
"Jan. 31, 2015",71.48%
"Dec. 31, 2014",71.48%
"Nov. 30, 2014",71.48%
"Oct. 31, 2014",71.48%
"Sept. 30, 2014",71.48%
"Aug. 31, 2014",71.48%
"July 31, 2014",71.48%
"June 30, 2014",71.48%
"May 31, 2014",71.48%
"April 30, 2014",71.48%
"March 31, 2014",71.48%
"Feb. 28, 2014",71.48%
"Jan. 31, 2014",71.48%
"Dec. 31, 2013",71.48%
"Nov. 30, 2013",71.48%
"Oct. 31, 2013",71.48%
"Sept. 30, 2013",71.48%
"Aug. 31, 2013",71.48%
"July 31, 2013",71.48%
"June 30, 2013",71.48%
"May 31, 2013",71.48%
"April 30, 2013",71.48%
"March 31, 2013",71.48%
"Feb. 28, 2013",71.48%
"Jan. 31, 2013",71.48%
"Dec. 31, 2012",71.48%
"Nov. 30, 2012",71.48%
"Oct. 31, 2012",71.48%
"Sept. 30, 2012",71.48%
"Aug. 31, 2012",71.48%
"July 31, 2012",71.48%
"June 30, 2012",71.48%
"May 31, 2012",71.48%
"April 30, 2012",71.48%
"March 31, 2012",71.48%
"Feb. 29, 2012",71.48%
"Jan. 31, 2012",71.48%
"Dec. 31, 2011",71.48%
"Nov. 30, 2011",71.48%
"Oct. 31, 2011",71.48%
"Sept. 30, 2011",71.48%
"Aug. 31, 2011",71.48%
"July 31, 2011",71.48%
"June 30, 2011",71.48%
"May 31, 2011",71.48%
"April 30, 2011",71.48%
"March 31, 2011",71.48%
"Feb. 28, 2011",71.48%
"Jan. 31, 2011",71.48%
"Dec. 31, 2010",71.48%
"Nov. 30, 2010",71.48%
"Oct. 31, 2010",71.48%
"Sept. 30, 2010",71.48%
"Aug. 31, 2010",71.48%
"July 31, 2010",71.48%
"June 30, 2010",71.48%
"May 31, 2010",71.48%
"April 30, 2010",71.48%
"March 31, 2010",71.48%
"Feb. 28, 2010",71.48%
"Jan. 31, 2010",71.48%
"Dec. 31, 2009",71.48%
"Nov. 30, 2009",71.48%
"Oct. 31, 2009",71.48%
"Sept. 30, 2009",71.48%
"Aug. 31, 2009",71.48%
"July 31, 2009",71.48%
"June 30, 2009",71.48%
"May 31, 2009",71.48%
"April 30, 2009",71.48%
"March 31, 2009",71.48%
"Feb. 28, 2009",69.46%
"Jan. 31, 2009",66.34%
"Dec. 31, 2008",66.34%
"Nov. 30, 2008",66.34%
"Oct. 31, 2008",66.34%
"Sept. 30, 2008",66.34%
"Aug. 31, 2008",66.34%
"July 31, 2008",66.34%
"June 30, 2008",66.34%
"May 31, 2008",66.34%
"April 30, 2008",66.34%
"March 31, 2008",66.34%
"Feb. 29, 2008",66.34%
"Jan. 31, 2008",66.34%
"Dec. 31, 2007",66.34%
"Nov. 30, 2007",66.34%
"Oct. 31, 2007",66.34%
"Sept. 30, 2007",66.34%
"Aug. 31, 2007",66.34%
"July 31, 2007",66.34%
"June 30, 2007",66.34%
"May 31, 2007",66.34%
"April 30, 2007",66.34%
"March 31, 2007",66.34%
"Feb. 28, 2007",66.34%
"Jan. 31, 2007",66.34%
"Dec. 31, 2006",66.34%
"Nov. 30, 2006",66.34%
"Oct. 31, 2006",66.34%
"Sept. 30, 2006",66.34%
"Aug. 31, 2006",66.34%
"July 31, 2006",66.34%
"June 30, 2006",66.34%
"May 31, 2006",66.34%
"April 30, 2006",66.34%
"March 31, 2006",66.34%
"Feb. 28, 2006",66.34%
"Jan. 31, 2006",66.34%
"Dec. 31, 2005",66.34%
"Nov. 30, 2005",66.34%
"Oct. 31, 2005",66.34%
"Sept. 30, 2005",66.34%
"Aug. 31, 2005",66.34%
"July 31, 2005",66.34%
"June 30, 2005",66.34%
"May 31, 2005",66.34%
"April 30, 2005",66.34%
"March 31, 2005",66.34%
"Feb. 28, 2005",66.34%
"Jan. 31, 2005",66.34%
"Dec. 31, 2004",66.34%
"Nov. 30, 2004",66.34%
"Oct. 31, 2004",66.34%
"Sept. 30, 2004",66.34%
"Aug. 31, 2004",66.34%
"July 31, 2004",66.34%
"June 30, 2004",66.34%
"May 31, 2004",66.34%
"April 30, 2004",66.34%
"March 31, 2004",66.34%
"Feb. 29, 2004",66.34%
"Jan. 31, 2004",66.34%
"Dec. 31, 2003",66.34%
"Nov. 30, 2003",66.34%
"Oct. 31, 2003",66.34%
"Sept. 30, 2003",66.34%
"Aug. 31, 2003",66.34%
"July 31, 2003",66.34%
"June 30, 2003",66.34%
"May 31, 2003",66.34%
"April 30, 2003",66.34%
"March 31, 2003",66.34%
"Feb. 28, 2003",66.34%
"Jan. 31, 2003",66.34%
"Dec. 31, 2002",66.34%
"Nov. 30, 2002",66.34%
"Oct. 31, 2002",66.34%
"Sept. 30, 2002",66.34%
"Aug. 31, 2002",66.34%
"July 31, 2002",66.34%
"June 30, 2002",66.34%
"May 31, 2002",66.34%
"April 30, 2002",66.34%
"March 31, 2002",66.34%
"Feb. 28, 2002",66.34%
"Jan. 31, 2002",66.34%
"Dec. 31, 2001",66.34%
"Nov. 30, 2001",66.34%
"Oct. 31, 2001",66.34%
"Sept. 30, 2001",66.34%
"Aug. 31, 2001",66.34%
"July 31, 2001",66.34%
"June 30, 2001",66.34%
"May 31, 2001",66.34%
"April 30, 2001",66.34%
"March 31, 2001",66.34%
"Feb. 28, 2001",66.34%
"Jan. 31, 2001",66.34%
"Dec. 31, 2000",66.34%
"Nov. 30, 2000",66.34%
"Oct. 31, 2000",66.34%
"Sept. 30, 2000",66.34%
"Aug. 31, 2000",66.34%
"July 31, 2000",66.34%
"June 30, 2000",66.34%
"May 31, 2000",66.34%
"April 30, 2000",66.34%
"March 31, 2000",66.34%
"Feb. 29, 2000",66.34%
"Jan. 31, 2000",66.34%
"Dec. 31, 1999",66.34%
"Nov. 30, 1999",66.34%
"Oct. 31, 1999",66.34%
"Sept. 30, 1999",66.34%
"Aug. 31, 1999",66.34%
"July 31, 1999",66.34%
"June 30, 1999",66.34%
"May 31, 1999",66.34%
"April 30, 1999",66.34%
"March 31, 1999",66.34%
"Feb. 28, 1999",66.34%
"Jan. 31, 1999",66.34%
"Dec. 31, 1998",66.34%
"Nov. 30, 1998",66.34%
"Oct. 31, 1998",66.34%
"Sept. 30, 1998",66.34%
"Aug. 31, 1998",66.34%
"July 31, 1998",66.34%
"June 30, 1998",66.34%
"May 31, 1998",66.34%
"April 30, 1998",66.34%
"March 31, 1998",66.34%
"Feb. 28, 1998",66.34%
"Jan. 31, 1998",66.34%
"Dec. 31, 1997",66.34%
"Nov. 30, 1997",66.34%
"Oct. 31, 1997",66.34%
"Sept. 30, 1997",66.34%
"Aug. 31, 1997",66.34%
"July 31, 1997",66.34%
"June 30, 1997",66.34%
"May 31, 1997",66.34%
"April 30, 1997",66.34%
"March 31, 1997",66.34%
"Feb. 28, 1997",66.34%
"Jan. 31, 1997",66.34%
"Dec. 31, 1996",66.34%
"Nov. 30, 1996",66.34%
"Oct. 31, 1996",66.34%
"Sept. 30, 1996",66.34%
"Aug. 31, 1996",66.34%
"July 31, 1996",66.34%
"June 30, 1996",66.34%
"May 31, 1996",66.34%
"April 30, 1996",66.34%
"March 31, 1996",66.34%
"Feb. 29, 1996",66.34%
"Jan. 31, 1996",66.34%
"Dec. 31, 1995",66.34%
"Nov. 30, 1995",66.34%
"Oct. 31, 1995",66.34%
"Sept. 30, 1995",66.34%
"Aug. 31, 1995",66.34%
"July 31, 1995",66.34%
"June 30, 1995",66.34%
"May 31, 1995",66.34%
"April 30, 1995",66.34%
"March 31, 1995",66.34%
"Feb. 28, 1995",66.34%
"Jan. 31, 1995",66.34%
"Dec. 31, 1994",66.34%
"Nov. 30, 1994",66.34%
"Oct. 31, 1994",66.34%
"Sept. 30, 1994",66.34%
"Aug. 31, 1994",66.34%
"July 31, 1994",66.34%
"June 30, 1994",66.34%
"May 31, 1994",66.34%
"April 30, 1994",66.34%
"March 31, 1994",66.34%
"Feb. 28, 1994",66.34%
"Jan. 31, 1994",66.34%
