date,enterprise_value
"March 19, 2020",72.49B
"March 18, 2020",74.85B
"March 17, 2020",87.40B
"March 16, 2020",90.49B
"March 13, 2020",113.39B
"March 12, 2020",104.72B
"March 11, 2020",124.04B
"March 10, 2020",147.70B
"March 9, 2020",145.54B
"March 6, 2020",165.37B
"March 5, 2020",164.27B
"March 4, 2020",177.10B
"March 3, 2020",175.69B
"March 2, 2020",180.57B
"Feb. 28, 2020",172.58B
"Feb. 27, 2020",179.72B
"Feb. 26, 2020",189.45B
"Feb. 25, 2020",188.64B
"Feb. 24, 2020",196.39B
"Feb. 21, 2020",203.41B
"Feb. 20, 2020",206.74B
"Feb. 19, 2020",207.87B
"Feb. 18, 2020",208.20B
"Feb. 14, 2020",209.11B
"Feb. 13, 2020",210.42B
"Feb. 12, 2020",213.03B
"Feb. 11, 2020",211.32B
"Feb. 10, 2020",211.46B
"Feb. 7, 2020",207.00B
"Feb. 6, 2020",209.64B
"Feb. 5, 2020",202.95B
"Feb. 4, 2020",196.41B
"Feb. 3, 2020",195.32B
"Jan. 31, 2020",196.59B
"Jan. 30, 2020",199.43B
"Jan. 29, 2020",198.71B
"Jan. 28, 2020",195.63B
"Jan. 27, 2020",195.65B
"Jan. 24, 2020",199.29B
"Jan. 23, 2020",196.25B
"Jan. 22, 2020",191.30B
"Jan. 21, 2020",193.76B
"Jan. 17, 2020",199.83B
"Jan. 16, 2020",204.25B
"Jan. 15, 2020",203.01B
"Jan. 14, 2020",204.44B
"Jan. 13, 2020",203.24B
"Jan. 10, 2020",203.07B
"Jan. 9, 2020",206.69B
"Jan. 8, 2020",203.89B
"Jan. 7, 2020",207.22B
"Jan. 6, 2020",205.23B
"Jan. 3, 2020",204.67B
"Jan. 2, 2020",204.99B
"Dec. 31, 2019",200.73B
"Dec. 30, 2019",197.74B
"Dec. 27, 2019",199.85B
"Dec. 26, 2019",199.72B
"Dec. 24, 2019",201.46B
"Dec. 23, 2019",204.02B
"Dec. 20, 2019",198.64B
"Dec. 19, 2019",201.74B
"Dec. 18, 2019",200.15B
"Dec. 17, 2019",198.08B
"Dec. 16, 2019",198.08B
"Dec. 13, 2019",206.33B
"Dec. 12, 2019",208.93B
"Dec. 11, 2019",211.02B
"Dec. 10, 2019",209.84B
"Dec. 9, 2019",211.70B
"Dec. 6, 2019",213.32B
"Dec. 5, 2019",208.59B
"Dec. 4, 2019",210.37B
"Dec. 3, 2019",212.19B
"Dec. 2, 2019",213.94B
"Nov. 29, 2019",220.13B
"Nov. 27, 2019",221.15B
"Nov. 26, 2019",224.25B
"Nov. 25, 2019",224.04B
"Nov. 22, 2019",223.03B
"Nov. 21, 2019",220.28B
"Nov. 20, 2019",222.79B
"Nov. 19, 2019",220.59B
"Nov. 18, 2019",221.97B
"Nov. 15, 2019",223.22B
"Nov. 14, 2019",220.84B
"Nov. 13, 2019",218.06B
"Nov. 12, 2019",218.27B
"Nov. 11, 2019",220.57B
"Nov. 8, 2019",211.59B
"Nov. 7, 2019",215.14B
"Nov. 6, 2019",213.38B
"Nov. 5, 2019",215.69B
"Nov. 4, 2019",211.64B
"Nov. 1, 2019",208.32B
"Oct. 31, 2019",205.34B
"Oct. 30, 2019",208.81B
"Oct. 29, 2019",210.42B
"Oct. 28, 2019",205.89B
"Oct. 25, 2019",205.30B
"Oct. 24, 2019",207.96B
"Oct. 23, 2019",205.68B
"Oct. 22, 2019",203.71B
"Oct. 21, 2019",200.36B
"Oct. 18, 2019",207.65B
"Oct. 17, 2019",221.75B
"Oct. 16, 2019",223.65B
"Oct. 15, 2019",222.82B
"Oct. 14, 2019",224.07B
"Oct. 11, 2019",225.05B
"Oct. 10, 2019",222.84B
"Oct. 9, 2019",225.07B
"Oct. 8, 2019",224.59B
"Oct. 7, 2019",225.96B
"Oct. 4, 2019",225.49B
"Oct. 3, 2019",223.44B
"Oct. 2, 2019",220.79B
"Oct. 1, 2019",225.06B
"Sept. 30, 2019",228.17B
"Sept. 27, 2019",225.43B
"Sept. 26, 2019",227.70B
"Sept. 25, 2019",227.31B
"Sept. 24, 2019",224.75B
"Sept. 23, 2019",222.15B
"Sept. 20, 2019",223.48B
"Sept. 19, 2019",226.32B
"Sept. 18, 2019",227.43B
"Sept. 17, 2019",226.18B
"Sept. 16, 2019",223.17B
"Sept. 13, 2019",223.68B
"Sept. 12, 2019",221.36B
"Sept. 11, 2019",225.47B
"Sept. 10, 2019",217.90B
"Sept. 9, 2019",211.88B
"Sept. 6, 2019",214.25B
"Sept. 5, 2019",212.73B
"Sept. 4, 2019",210.61B
"Sept. 3, 2019",209.42B
"Aug. 30, 2019",214.87B
"Aug. 29, 2019",214.11B
"Aug. 28, 2019",212.55B
"Aug. 27, 2019",209.60B
"Aug. 26, 2019",212.02B
"Aug. 23, 2019",210.32B
"Aug. 22, 2019",209.42B
"Aug. 21, 2019",201.30B
"Aug. 20, 2019",196.67B
"Aug. 19, 2019",197.81B
"Aug. 16, 2019",195.94B
"Aug. 15, 2019",194.56B
"Aug. 14, 2019",190.29B
"Aug. 13, 2019",197.29B
"Aug. 12, 2019",197.30B
"Aug. 9, 2019",199.93B
"Aug. 8, 2019",199.26B
"Aug. 7, 2019",196.46B
"Aug. 6, 2019",197.06B
"Aug. 5, 2019",196.28B
"Aug. 2, 2019",201.06B
"Aug. 1, 2019",198.10B
"July 31, 2019",201.97B
"July 30, 2019",205.51B
"July 29, 2019",201.43B
"July 26, 2019",204.12B
"July 25, 2019",205.86B
"July 24, 2019",213.37B
"July 23, 2019",219.92B
"July 22, 2019",220.12B
"July 19, 2019",222.33B
"July 18, 2019",213.19B
"July 17, 2019",217.92B
"July 16, 2019",214.11B
"July 15, 2019",213.47B
"July 12, 2019",215.56B
"July 11, 2019",212.00B
"July 10, 2019",208.23B
"July 9, 2019",208.67B
"July 8, 2019",207.57B
"July 5, 2019",210.23B
"July 3, 2019",209.45B
"July 2, 2019",209.28B
"July 1, 2019",210.57B
"June 30, 2019",214.82B
"June 28, 2019",211.93B
"June 27, 2019",211.93B
"June 26, 2019",218.07B
"June 25, 2019",214.91B
"June 24, 2019",217.54B
"June 21, 2019",216.33B
"June 20, 2019",218.04B
"June 19, 2019",214.49B
"June 18, 2019",217.52B
"June 17, 2019",206.80B
"June 14, 2019",202.44B
"June 13, 2019",203.40B
"June 12, 2019",202.37B
"June 11, 2019",203.67B
"June 10, 2019",206.18B
"June 7, 2019",206.12B
"June 6, 2019",204.40B
"June 5, 2019",203.34B
"June 4, 2019",201.02B
"June 3, 2019",197.79B
"May 31, 2019",199.32B
"May 30, 2019",203.97B
"May 29, 2019",203.37B
"May 28, 2019",206.79B
