date,capex_ttm
"Dec. 31, 2019",1.961B
"Sept. 30, 2019",1.915B
"June 30, 2019",1.907B
"March 31, 2019",1.878B
"Dec. 31, 2018",1.791B
"Sept. 30, 2018",1.718B
"June 30, 2018",1.66B
"March 31, 2018",1.818B
"Dec. 31, 2017",1.87B
"Sept. 30, 2017",2.034B
"June 30, 2017",2.23B
"March 31, 2017",2.331B
"Dec. 31, 2016",2.613B
"Sept. 30, 2016",2.637B
"June 30, 2016",2.603B
"March 31, 2016",2.624B
"Dec. 31, 2015",2.45B
"Sept. 30, 2015",2.495B
"June 30, 2015",2.556B
"March 31, 2015",2.313B
"Dec. 31, 2014",2.236B
"Sept. 30, 2014",2.346B
"June 30, 2014",2.208B
"March 31, 2014",2.214B
"Dec. 31, 2013",2.238B
"Sept. 30, 2013",1.956B
"June 30, 2013",1.90B
"March 31, 2013",1.807B
"Dec. 31, 2012",1.71B
"Sept. 30, 2012",1.785B
"June 30, 2012",1.737B
"March 31, 2012",1.72B
"Dec. 31, 2011",1.713B
"Sept. 30, 2011",1.542B
"June 30, 2011",1.446B
"March 31, 2011",1.358B
"Dec. 31, 2010",1.127B
"Sept. 30, 2010",948.00M
"June 30, 2010",893.00M
"March 31, 2010",930.00M
"Dec. 31, 2009",1.186B
"Sept. 30, 2009",1.437B
"June 30, 2009",1.633B
"March 31, 2009",1.885B
"Dec. 31, 2008",1.852B
"Sept. 30, 2008",1.859B
"June 30, 2008",2.003B
"March 31, 2008",1.871B
"Dec. 31, 2007",1.913B
"Sept. 30, 2007",2.022B
"June 30, 2007",1.801B
"March 31, 2007",1.72B
"Dec. 31, 2006",1.681B
"Sept. 30, 2006",1.566B
"June 30, 2006",1.505B
"March 31, 2006",1.652B
"Dec. 31, 2005",1.547B
"Sept. 30, 2005",1.621B
"June 30, 2005",1.691B
"March 31, 2005",1.358B
"Dec. 31, 2004",1.246B
"Sept. 30, 2004",962.00M
"June 30, 2004",780.00M
"March 31, 2004",806.00M
"Dec. 31, 2003",741.00M
"Sept. 30, 2003",893.00M
"June 30, 2003",841.00M
"March 31, 2003",908.00M
"Dec. 31, 2002",1.001B
"Sept. 30, 2002",1.063B
"June 30, 2002",1.182B
"March 31, 2002",1.172B
"Dec. 31, 2001",1.189B
"Sept. 30, 2001",1.027B
"June 30, 2001",950.00M
"March 31, 2001",967.00M
"Dec. 31, 2000",932.00M
"Sept. 30, 2000",811.00M
"June 30, 2000",1.014B
"March 31, 2000",1.121B
"Dec. 31, 1999",1.236B
"Sept. 30, 1999",1.479B
"June 30, 1999",1.503B
"March 31, 1999",1.495B
"Dec. 31, 1998",1.665B
"Sept. 30, 1998",1.613B
"June 30, 1998",1.555B
"March 31, 1998",1.53B
"Dec. 31, 1997",1.391B
"Sept. 30, 1997",1.293B
"June 30, 1997",1.28B
"March 31, 1997",1.162B
"Dec. 31, 1996",971.00M
"Sept. 30, 1996",893.00M
"June 30, 1996",729.00M
"March 31, 1996",683.00M
"Dec. 31, 1995",747.00M
"Sept. 30, 1995",809.00M
"June 30, 1995",815.00M
"March 31, 1995",841.00M
"Dec. 31, 1994",795.00M
"Sept. 30, 1994",810.00M
"June 30, 1994",906.00M
"March 31, 1994",1.086B
"Dec. 31, 1993",1.317B
"Sept. 30, 1993",1.464B
"June 30, 1993",1.75B
"March 31, 1993",1.942B
"Dec. 31, 1992",2.16B
"Sept. 30, 1992",2.33B
"June 30, 1992",2.266B
"March 31, 1992",2.127B
"Dec. 31, 1991",1.85B
"Sept. 30, 1991",1.722B
"June 30, 1991",1.597B
"March 31, 1991",1.565B
"Dec. 31, 1990",1.586B
"Sept. 30, 1990",1.111B
"June 30, 1990",755.00M
"March 31, 1990",371.00M
