date,zmijewski_score
"Dec. 31, 2019",1.723
"Sept. 30, 2019",1.370
"June 30, 2019",1.379
"March 31, 2019",0.9414
"Dec. 31, 2018",0.9142
"Sept. 30, 2018",0.9783
"June 30, 2018",0.9911
"March 31, 2018",0.8576
"Dec. 31, 2017",0.8576
"Sept. 30, 2017",0.9296
"June 30, 2017",1.101
"March 31, 2017",1.068
"Dec. 31, 2016",1.043
"Sept. 30, 2016",1.002
"June 30, 2016",1.130
"March 31, 2016",0.8562
"Dec. 31, 2015",0.7214
"Sept. 30, 2015",0.6946
"June 30, 2015",0.7316
"March 31, 2015",0.6007
"Dec. 31, 2014",0.5457
"Sept. 30, 2014",0.1974
"June 30, 2014",0.2356
"March 31, 2014",0.2231
"Dec. 31, 2013",0.2034
"Sept. 30, 2013",0.5868
"June 30, 2013",0.6603
"March 31, 2013",0.6566
"Dec. 31, 2012",0.7545
"Sept. 30, 2012",0.5829
"June 30, 2012",0.683
"March 31, 2012",0.7234
"Dec. 31, 2011",0.8423
"Sept. 30, 2011",0.6426
"June 30, 2011",0.7348
"March 31, 2011",0.786
"Dec. 31, 2010",0.8786
"Sept. 30, 2010",
"June 30, 2010",0.9902
"March 31, 2010",0.9805
"Dec. 31, 2009",1.041
"Sept. 30, 2009",1.435
"June 30, 2009",1.136
"March 31, 2009",1.235
"Dec. 31, 2008",1.258
"Sept. 30, 2008",0.1749
"June 30, 2008",0.1806
"March 31, 2008",0.1377
"Dec. 31, 2007",0.1404
"Sept. 30, 2007",0.3499
"June 30, 2007",0.4382
"March 31, 2007",0.5397
"Dec. 31, 2006",0.6576
"Sept. 30, 2006",0.2014
"June 30, 2006",0.233
"March 31, 2006",0.0743
"Dec. 31, 2005",0.1011
"Sept. 30, 2005",0.2488
"June 30, 2005",0.0897
"March 31, 2005",0.051
"Dec. 31, 2004",0.0511
"Sept. 30, 2004",0.1311
"June 30, 2004",0.1873
"March 31, 2004",0.2547
"Dec. 31, 2003",0.4127
"Sept. 30, 2003",0.532
"June 30, 2003",0.5542
"March 31, 2003",0.4231
"Dec. 31, 2002",0.4658
"Sept. 30, 2002",0.0649
"June 30, 2002",0.0686
"March 31, 2002",0.1234
"Dec. 31, 2001",-0.1886
"Sept. 30, 2001",-0.3269
"June 30, 2001",-0.4588
"March 31, 2001",-0.5721
"Dec. 31, 2000",-0.3696
"Sept. 30, 2000",-0.6807
"June 30, 2000",-0.7431
"March 31, 2000",-0.7683
"Dec. 31, 1999",-0.7331
"Sept. 30, 1999",-0.7721
"June 30, 1999",-0.781
"March 31, 1999",-0.7566
"Dec. 31, 1998",-0.6751
"Sept. 30, 1998",-0.6282
"June 30, 1998",-0.481
"March 31, 1998",-0.4992
"Dec. 31, 1997",-0.5628
"Sept. 30, 1997",-0.7618
"June 30, 1997",-1.213
"March 31, 1997",-1.221
"Dec. 31, 1996",-0.9401
"Sept. 30, 1996",-1.369
"June 30, 1996",-1.368
"March 31, 1996",-1.164
"Dec. 31, 1995",-1.186
"Sept. 30, 1995",-1.282
"June 30, 1995",-1.200
"March 31, 1995",-1.343
"Dec. 31, 1994",-1.400
"Sept. 30, 1994",-1.422
"June 30, 1994",-1.326
"March 31, 1994",-1.409
"Dec. 31, 1993",-1.433
"Sept. 30, 1993",-1.170
"June 30, 1993",-1.224
"March 31, 1993",-1.269
"Dec. 31, 1992",-1.318
"Sept. 30, 1992",-1.935
"June 30, 1992",-2.035
"March 31, 1992",-2.041
"Dec. 31, 1991",-2.024
"Sept. 30, 1991",-1.896
"June 30, 1991",-1.934
"March 31, 1991",-1.838
"Dec. 31, 1990",-1.815
"Sept. 30, 1990",-1.800
"June 30, 1990",-1.722
"March 31, 1990",-1.555
"Dec. 31, 1989",-1.510
"Sept. 30, 1989",-1.486
