date,revenues_ttm
"Dec. 31, 2019",76.56B
"Sept. 30, 2019",86.99B
"June 30, 2019",92.16B
"March 31, 2019",100.66B
"Dec. 31, 2018",101.13B
"Sept. 30, 2018",97.56B
"June 30, 2018",96.63B
"March 31, 2018",95.43B
"Dec. 31, 2017",94.00B
"Sept. 30, 2017",91.45B
"June 30, 2017",91.12B
"March 31, 2017",92.82B
"Dec. 31, 2016",93.50B
"Sept. 30, 2016",94.86B
"June 30, 2016",96.81B
"March 31, 2016",96.60B
"Dec. 31, 2015",96.11B
"Sept. 30, 2015",97.01B
"June 30, 2015",94.94B
"March 31, 2015",92.45B
"Dec. 31, 2014",90.76B
"Sept. 30, 2014",90.08B
"June 30, 2014",88.42B
"March 31, 2014",88.20B
"Dec. 31, 2013",86.62B
"Sept. 30, 2013",85.14B
"June 30, 2013",83.02B
"March 31, 2013",81.21B
"Dec. 31, 2012",81.70B
"Sept. 30, 2012",78.95B
"June 30, 2012",76.67B
"March 31, 2012",73.21B
"Dec. 31, 2011",68.74B
"Sept. 30, 2011",65.73B
"June 30, 2011",64.97B
"March 31, 2011",64.00B
"Dec. 31, 2010",64.31B
"Sept. 30, 2010",65.69B
"June 30, 2010",65.41B
"March 31, 2010",67.00B
"Dec. 31, 2009",68.28B
"Sept. 30, 2009",63.01B
"June 30, 2009",61.61B
"March 31, 2009",61.42B
"Dec. 31, 2008",60.91B
"Sept. 30, 2008",65.72B
"June 30, 2008",66.95B
"March 31, 2008",67.01B
"Dec. 31, 2007",66.39B
"Sept. 30, 2007",66.45B
"June 30, 2007",64.67B
"March 31, 2007",62.63B
"Dec. 31, 2006",61.53B
"Sept. 30, 2006",57.89B
"June 30, 2006",55.51B
"March 31, 2006",55.20B
"Dec. 31, 2005",53.62B
"Sept. 30, 2005",53.03B
"June 30, 2005",53.83B
"March 31, 2005",52.24B
"Dec. 31, 2004",52.46B
"Sept. 30, 2004",52.30B
"June 30, 2004",51.33B
"March 31, 2004",50.96B
"Dec. 31, 2003",50.32B
"Sept. 30, 2003",50.85B
"June 30, 2003",51.36B
"March 31, 2003",52.50B
"Dec. 31, 2002",54.06B
"Sept. 30, 2002",56.07B
"June 30, 2002",57.07B
"March 31, 2002",58.73B
"Dec. 31, 2001",58.20B
"Sept. 30, 2001",57.19B
"June 30, 2001",55.38B
"March 31, 2001",54.70B
"Dec. 31, 2000",51.32B
"Sept. 30, 2000",51.83B
"June 30, 2000",53.23B
"March 31, 2000",53.51B
"Dec. 31, 1999",57.99B
"Sept. 30, 1999",59.89B
"June 30, 1999",59.33B
"March 31, 1999",57.60B
"Dec. 31, 1998",56.15B
"Sept. 30, 1998",50.78B
"June 30, 1998",49.43B
"March 31, 1998",48.39B
"Dec. 31, 1997",45.80B
"Sept. 30, 1997",44.05B
"June 30, 1997",41.69B
"March 31, 1997",35.62B
"Dec. 31, 1996",29.55B
"Sept. 30, 1996",37.56B
"June 30, 1996",32.93B
"March 31, 1996",32.22B
"Dec. 31, 1995",32.96B
"Sept. 30, 1995",20.10B
"June 30, 1995",20.78B
"March 31, 1995",20.62B
"Dec. 31, 1994",21.92B
"Sept. 30, 1994",22.46B
"June 30, 1994",22.55B
"March 31, 1994",25.14B
"Dec. 31, 1993",25.44B
"Sept. 30, 1993",27.28B
"June 30, 1993",29.02B
"March 31, 1993",28.86B
"Dec. 31, 1992",30.18B
"Sept. 30, 1992",30.44B
"June 30, 1992",31.20B
"March 31, 1992",31.19B
"Dec. 31, 1991",29.31B
"Sept. 30, 1991",28.58B
"June 30, 1991",28.10B
"March 31, 1991",27.25B
"Dec. 31, 1990",27.60B
"Sept. 30, 1990",25.43B
"June 30, 1990",24.61B
"March 31, 1990",22.71B
"Dec. 31, 1989",20.28B
"Sept. 30, 1989",20.30B
"June 30, 1989",17.67B
"March 31, 1989",17.32B
"Dec. 31, 1988",16.96B
"Sept. 30, 1988",16.69B
"June 30, 1988",16.48B
"March 31, 1988",15.23B
"Dec. 31, 1987",15.36B
"Sept. 30, 1987",15.74B
"June 30, 1987",16.03B
"March 31, 1987",16.58B
"Dec. 31, 1986",16.34B
"Sept. 30, 1986",15.60B
"June 30, 1986",14.89B
"March 31, 1986",14.23B
"Dec. 31, 1985",13.64B
"Sept. 30, 1985",12.72B
"June 30, 1985",11.83B
"March 31, 1985",11.20B
"Dec. 31, 1984",10.35B
