date,forward_pe_ratio
"March 19, 2020",33.48
"March 18, 2020",34.91
"March 17, 2020",42.54
"March 16, 2020",44.41
"March 13, 2020",58.32
"March 12, 2020",52.13
"March 11, 2020",63.65
"March 10, 2020",77.77
"March 9, 2020",76.48
"March 6, 2020",88.31
"March 5, 2020",87.65
"March 4, 2020",95.31
"March 3, 2020",94.47
"March 2, 2020",97.38
"Feb. 28, 2020",92.62
"Feb. 27, 2020",96.87
"Feb. 26, 2020",102.88
"Feb. 25, 2020",102.39
"Feb. 24, 2020",107.02
"Feb. 21, 2020",111.22
"Feb. 20, 2020",113.21
"Feb. 19, 2020",113.89
"Feb. 18, 2020",114.08
"Feb. 14, 2020",114.62
"Feb. 13, 2020",115.41
"Feb. 12, 2020",116.97
"Feb. 11, 2020",115.95
"Feb. 10, 2020",116.03
"Feb. 7, 2020",113.37
"Feb. 6, 2020",114.94
"Feb. 5, 2020",110.94
"Feb. 4, 2020",107.03
"Feb. 3, 2020",106.38
"Jan. 31, 2020",107.14
"Jan. 30, 2020",108.84
"Jan. 29, 2020",108.41
"Jan. 28, 2020",106.57
"Jan. 27, 2020",106.58
"Jan. 24, 2020",108.75
"Jan. 23, 2020",106.98
"Jan. 22, 2020",104.02
"Jan. 21, 2020",105.50
"Jan. 17, 2020",109.12
"Jan. 16, 2020",111.77
"Jan. 15, 2020",111.03
"Jan. 14, 2020",111.88
"Jan. 13, 2020",111.17
"Jan. 10, 2020",111.07
"Jan. 9, 2020",113.23
"Jan. 8, 2020",111.55
"Jan. 7, 2020",113.54
"Jan. 6, 2020",112.35
"Jan. 3, 2020",112.02
"Jan. 2, 2020",112.21
"Dec. 31, 2019",109.67
