date,gross_profit_margin
"Dec. 31, 2019",-4.45%
"Sept. 30, 2019",15.27%
"June 30, 2019",-13.07%
"March 31, 2019",18.64%
"Dec. 31, 2018",22.06%
"Sept. 30, 2018",16.33%
"June 30, 2018",19.47%
"March 31, 2018",19.49%
"Dec. 31, 2017",19.74%
"Sept. 30, 2017",17.62%
"June 30, 2017",18.87%
"March 31, 2017",17.70%
"Dec. 31, 2016",20.31%
"Sept. 30, 2016",16.71%
"June 30, 2016",9.82%
"March 31, 2016",15.62%
"Dec. 31, 2015",12.43%
"Sept. 30, 2015",16.44%
"June 30, 2015",13.01%
"March 31, 2015",16.49%
"Dec. 31, 2014",15.35%
"Sept. 30, 2014",15.59%
"June 30, 2014",15.31%
"March 31, 2014",15.48%
"Dec. 31, 2013",14.28%
"Sept. 30, 2013",15.62%
"June 30, 2013",15.43%
"March 31, 2013",16.60%
"Dec. 31, 2012",14.60%
"Sept. 30, 2012",16.04%
"June 30, 2012",16.29%
"March 31, 2012",17.07%
"Dec. 31, 2011",16.74%
"Sept. 30, 2011",19.01%
"June 30, 2011",20.21%
"March 31, 2011",19.19%
"Dec. 31, 2010",18.95%
"Sept. 30, 2010",18.98%
"June 30, 2010",19.48%
"March 31, 2010",20.19%
"Dec. 31, 2009",19.12%
"Sept. 30, 2009",13.23%
"June 30, 2009",19.51%
"March 31, 2009",16.71%
"Dec. 31, 2008",11.06%
"Sept. 30, 2008",18.00%
"June 30, 2008",17.80%
"March 31, 2008",21.17%
"Dec. 31, 2007",16.78%
"Sept. 30, 2007",20.48%
"June 30, 2007",20.51%
"March 31, 2007",20.68%
"Dec. 31, 2006",16.09%
"Sept. 30, 2006",19.92%
"June 30, 2006",16.51%
"March 31, 2006",20.05%
"Dec. 31, 2005",12.73%
"Sept. 30, 2005",15.67%
"June 30, 2005",17.94%
"March 31, 2005",18.12%
"Dec. 31, 2004",7.80%
"Sept. 30, 2004",15.12%
"June 30, 2004",16.91%
"March 31, 2004",16.99%
"Dec. 31, 2003",11.93%
"Sept. 30, 2003",14.42%
"June 30, 2003",8.62%
"March 31, 2003",14.07%
"Dec. 31, 2002",13.47%
"Sept. 30, 2002",13.12%
"June 30, 2002",16.78%
"March 31, 2002",16.28%
"Dec. 31, 2001",15.10%
"Sept. 30, 2001",16.64%
"June 30, 2001",16.43%
"March 31, 2001",16.72%
"Dec. 31, 2000",16.78%
"Sept. 30, 2000",15.86%
"June 30, 2000",12.78%
"March 31, 2000",13.75%
"Dec. 31, 1999",12.24%
"Sept. 30, 1999",11.12%
"June 30, 1999",11.26%
"March 31, 1999",11.32%
"Dec. 31, 1998",9.42%
"Sept. 30, 1998",11.58%
"June 30, 1998",10.52%
"March 31, 1998",9.02%
"Dec. 31, 1997",1.23%
"Sept. 30, 1997",1.12%
"June 30, 1997",14.94%
"March 31, 1997",16.13%
"Dec. 31, 1996",17.34%
"Sept. 30, 1996",16.75%
"June 30, 1996",7.71%
"March 31, 1996",3.59%
"Dec. 31, 1995",26.85%
"Sept. 30, 1995",5.09%
"June 30, 1995",5.63%
"March 31, 1995",4.49%
"Dec. 31, 1994",4.34%
"Sept. 30, 1994",4.46%
"June 30, 1994",5.00%
"March 31, 1994",6.82%
"Dec. 31, 1993",-5.30%
"Sept. 30, 1993",9.63%
"June 30, 1993",10.17%
"March 31, 1993",10.28%
"Dec. 31, 1992",8.82%
"Sept. 30, 1992",10.31%
"June 30, 1992",10.61%
"March 31, 1992",10.03%
"Dec. 31, 1991",9.42%
"Sept. 30, 1991",9.48%
"June 30, 1991",10.09%
"March 31, 1991",8.80%
"Dec. 31, 1990",8.15%
"Sept. 30, 1990",7.41%
"June 30, 1990",8.32%
"March 31, 1990",8.14%
"Dec. 31, 1989",4.35%
"Sept. 30, 1989",6.42%
"June 30, 1989",6.41%
