date,forward_ps_ratio_1y
"March 19, 2020",0.5053
"March 18, 2020",0.527
"March 17, 2020",0.642
"March 16, 2020",0.6703
"March 13, 2020",0.8802
"March 12, 2020",0.795
"March 11, 2020",0.9708
"March 10, 2020",1.186
"March 9, 2020",1.166
"March 6, 2020",1.347
"March 5, 2020",1.337
"March 4, 2020",1.454
"March 3, 2020",1.441
"March 2, 2020",1.485
"Feb. 28, 2020",1.413
"Feb. 27, 2020",1.478
"Feb. 26, 2020",1.566
"Feb. 25, 2020",1.559
"Feb. 24, 2020",1.629
"Feb. 21, 2020",1.693
"Feb. 20, 2020",1.723
"Feb. 19, 2020",1.734
"Feb. 18, 2020",1.737
"Feb. 14, 2020",1.745
"Feb. 13, 2020",1.757
"Feb. 12, 2020",1.781
"Feb. 11, 2020",1.765
"Feb. 10, 2020",1.766
"Feb. 7, 2020",1.726
"Feb. 6, 2020",1.750
"Feb. 5, 2020",1.689
"Feb. 4, 2020",1.629
"Feb. 3, 2020",1.619
"Jan. 31, 2020",1.631
"Jan. 30, 2020",1.657
"Jan. 29, 2020",1.650
"Jan. 28, 2020",1.622
"Jan. 27, 2020",1.622
"Jan. 24, 2020",1.656
"Jan. 23, 2020",1.628
"Jan. 22, 2020",1.583
"Jan. 21, 2020",1.605
"Jan. 17, 2020",1.660
"Jan. 16, 2020",1.701
"Jan. 15, 2020",1.689
"Jan. 14, 2020",1.702
"Jan. 13, 2020",1.692
"Jan. 10, 2020",1.69
"Jan. 9, 2020",1.723
"Jan. 8, 2020",1.698
"Jan. 7, 2020",1.728
"Jan. 6, 2020",1.710
"Jan. 3, 2020",1.705
"Jan. 2, 2020",1.707
"Dec. 31, 2019",1.669
"Dec. 30, 2019",2.107
"Dec. 27, 2019",2.131
"Dec. 26, 2019",2.130
"Dec. 24, 2019",2.150
"Dec. 23, 2019",2.179
"Dec. 20, 2019",2.118
"Dec. 19, 2019",2.153
"Dec. 18, 2019",2.135
"Dec. 17, 2019",2.111
"Dec. 16, 2019",2.111
"Dec. 13, 2019",2.206
"Dec. 12, 2019",2.236
"Dec. 11, 2019",2.260
"Dec. 10, 2019",2.246
"Dec. 9, 2019",2.267
"Dec. 6, 2019",2.286
"Dec. 5, 2019",2.232
"Dec. 4, 2019",2.252
"Dec. 3, 2019",2.273
"Dec. 2, 2019",2.293
"Nov. 29, 2019",2.364
"Nov. 27, 2019",2.376
"Nov. 26, 2019",2.411
"Nov. 25, 2019",2.409
"Nov. 22, 2019",2.397
"Nov. 21, 2019",2.366
"Nov. 20, 2019",2.394
"Nov. 19, 2019",2.369
"Nov. 18, 2019",2.385
"Nov. 15, 2019",2.400
"Nov. 14, 2019",2.372
"Nov. 13, 2019",2.340
"Nov. 12, 2019",2.343
"Nov. 11, 2019",2.369
"Nov. 8, 2019",2.266
"Nov. 7, 2019",2.307
"Nov. 6, 2019",2.287
"Nov. 5, 2019",2.313
"Nov. 4, 2019",2.267
"Nov. 1, 2019",2.228
"Oct. 31, 2019",2.194
"Oct. 30, 2019",2.234
"Oct. 29, 2019",2.253
"Oct. 28, 2019",2.201
"Oct. 25, 2019",2.194
"Oct. 24, 2019",2.224
"Oct. 23, 2019",2.198
"Oct. 22, 2019",2.176
"Oct. 21, 2019",2.137
"Oct. 18, 2019",2.221
"Oct. 17, 2019",2.383
"Oct. 16, 2019",2.404
"Oct. 15, 2019",2.395
"Oct. 14, 2019",2.409
"Oct. 11, 2019",2.420
"Oct. 10, 2019",2.395
"Oct. 9, 2019",2.421
"Oct. 8, 2019",2.415
"Oct. 7, 2019",2.431
"Oct. 4, 2019",2.425
"Oct. 3, 2019",2.402
"Oct. 2, 2019",2.372
"Oct. 1, 2019",2.420
"Sept. 30, 2019",2.456
"Sept. 27, 2019",2.471
"Sept. 26, 2019",2.497
"Sept. 25, 2019",2.493
"Sept. 24, 2019",2.464
"Sept. 23, 2019",2.434
"Sept. 20, 2019",2.449
"Sept. 19, 2019",2.482
"Sept. 18, 2019",2.494
"Sept. 17, 2019",2.48
"Sept. 16, 2019",2.445
"Sept. 13, 2019",2.451
"Sept. 12, 2019",2.425
"Sept. 11, 2019",2.472
"Sept. 10, 2019",2.385
"Sept. 9, 2019",2.316
"Sept. 6, 2019",2.343
"Sept. 5, 2019",2.326
"Sept. 4, 2019",2.301
"Sept. 3, 2019",2.288
"Aug. 30, 2019",2.350
"Aug. 29, 2019",2.341
"Aug. 28, 2019",2.324
"Aug. 27, 2019",2.290
"Aug. 26, 2019",2.318
"Aug. 23, 2019",2.298
"Aug. 22, 2019",2.288
"Aug. 21, 2019",2.195
"Aug. 20, 2019",2.141
"Aug. 19, 2019",2.154
"Aug. 16, 2019",2.133
"Aug. 15, 2019",2.117
"Aug. 14, 2019",2.068
"Aug. 13, 2019",2.149
"Aug. 12, 2019",2.149
"Aug. 9, 2019",2.179
"Aug. 8, 2019",2.171
"Aug. 7, 2019",2.139
"Aug. 6, 2019",2.146
"Aug. 5, 2019",2.137
"Aug. 2, 2019",2.192
"Aug. 1, 2019",2.158
"July 31, 2019",2.202
"July 30, 2019",2.243
"July 29, 2019",2.196
"July 26, 2019",2.227
"July 25, 2019",2.247
"July 24, 2019",2.333
"July 23, 2019",2.408
"July 22, 2019",2.410
"July 19, 2019",2.436
"July 18, 2019",2.331
"July 17, 2019",2.385
"July 16, 2019",2.342
"July 15, 2019",2.334
"July 12, 2019",2.358
"July 11, 2019",2.317
"July 10, 2019",2.274
"July 9, 2019",2.279
"July 8, 2019",2.266
"July 5, 2019",2.297
"July 3, 2019",2.288
"July 2, 2019",2.286
"July 1, 2019",2.301
"June 30, 2019",
"June 28, 2019",2.349
"June 27, 2019",2.349
"June 26, 2019",2.420
"June 25, 2019",2.384
"June 24, 2019",2.414
"June 21, 2019",2.400
"June 20, 2019",2.420
"June 19, 2019",2.379
"June 18, 2019",2.414
"June 17, 2019",2.290
"June 14, 2019",2.241
"June 13, 2019",2.252
"June 12, 2019",2.240
"June 11, 2019",2.255
"June 10, 2019",2.283
"June 7, 2019",2.283
"June 6, 2019",2.263
"June 5, 2019",2.251
"June 4, 2019",2.224
"June 3, 2019",2.187
"May 31, 2019",2.205
"May 30, 2019",2.258
"May 29, 2019",2.251
"May 28, 2019",2.290
"May 24, 2019",2.290
"May 23, 2019",2.262
"May 22, 2019",2.277
"May 21, 2019",2.315
"May 20, 2019",2.277
"May 17, 2019",2.291
"May 16, 2019",2.284
"May 15, 2019",2.231
"May 14, 2019",2.214
"May 13, 2019",2.177
"May 10, 2019",2.289
"May 9, 2019",2.286
"May 8, 2019",2.322
"May 7, 2019",2.306
"May 6, 2019",2.398
"May 3, 2019",2.430
"May 2, 2019",2.425
"May 1, 2019",2.432
"April 30, 2019",2.438
"April 29, 2019",2.446
"April 26, 2019",2.458
"April 25, 2019",2.471
"April 24, 2019",2.423
"April 23, 2019",2.414
"April 22, 2019",2.421
"April 18, 2019",2.453
"April 17, 2019",2.436
"April 16, 2019",2.467
"April 15, 2019",2.427
"April 12, 2019",2.454
"April 11, 2019",2.392
"April 10, 2019",2.359
"April 9, 2019",2.385
"April 8, 2019",2.420
"April 5, 2019",2.533
"April 4, 2019",2.558
"April 3, 2019",2.486
"April 2, 2019",2.525
"April 1, 2019",2.530
"March 31, 2019",
"March 29, 2019",2.470
"March 28, 2019",2.425
"March 27, 2019",2.423
"March 26, 2019",2.398
"March 25, 2019",2.399
"March 22, 2019",2.345
"March 21, 2019",2.413
"March 20, 2019",2.436
"March 19, 2019",2.418
"March 18, 2019",2.411
"March 15, 2019",2.454
"March 14, 2019",2.417
"March 13, 2019",2.442
"March 12, 2019",2.431
"March 11, 2019",2.590
"March 8, 2019",2.736
"March 7, 2019",2.736
"March 6, 2019",2.748
"March 5, 2019",2.785
"March 4, 2019",2.802
"March 1, 2019",2.853
"Feb. 28, 2019",2.849
"Feb. 27, 2019",2.822
"Feb. 26, 2019",2.766
"Feb. 25, 2019",2.766
"Feb. 22, 2019",2.748
"Feb. 21, 2019",2.706
"Feb. 20, 2019",2.732
"Feb. 19, 2019",2.698
"Feb. 15, 2019",2.709
"Feb. 14, 2019",2.656
"Feb. 13, 2019",2.661
"Feb. 12, 2019",2.662
"Feb. 11, 2019",2.618
"Feb. 8, 2019",2.624
"Feb. 7, 2019",2.626
"Feb. 6, 2019",2.664
"Feb. 5, 2019",2.658
"Feb. 4, 2019",2.573
"Feb. 1, 2019",2.511
"Jan. 31, 2019",2.511
"Jan. 30, 2019",2.525
"Jan. 29, 2019",2.376
"Jan. 28, 2019",2.363
"Jan. 25, 2019",2.372
"Jan. 24, 2019",2.333
"Jan. 23, 2019",2.335
"Jan. 22, 2019",2.330
"Jan. 18, 2019",2.375
"Jan. 17, 2019",2.338
"Jan. 16, 2019",2.292
"Jan. 15, 2019",2.294
"Jan. 14, 2019",2.281
"Jan. 11, 2019",2.298
"Jan. 10, 2019",2.296
"Jan. 9, 2019",2.239
"Jan. 8, 2019",2.217
"Jan. 7, 2019",2.136
"Jan. 4, 2019",2.130
"Jan. 3, 2019",2.024
"Jan. 2, 2019",2.108
"Dec. 31, 2018",2.100
