date,ca_score
"Dec. 31, 2019",-2.706
"Sept. 30, 2019",-2.383
"June 30, 2019",-2.300
"March 31, 2019",-1.976
"Dec. 31, 2018",-1.932
"Sept. 30, 2018",-1.948
"June 30, 2018",-1.901
"March 31, 2018",-1.858
"Dec. 31, 2017",-1.856
"Sept. 30, 2017",-1.846
"June 30, 2017",-1.870
"March 31, 2017",-1.952
"Dec. 31, 2016",-1.915
"Sept. 30, 2016",-1.926
"June 30, 2016",-1.881
"March 31, 2016",-1.728
"Dec. 31, 2015",-1.680
"Sept. 30, 2015",-1.555
"June 30, 2015",-1.498
"March 31, 2015",-1.405
"Dec. 31, 2014",-1.35
"Sept. 30, 2014",-1.379
"June 30, 2014",-1.467
"March 31, 2014",-1.531
"Dec. 31, 2013",-1.618
"Sept. 30, 2013",-1.670
"June 30, 2013",-1.692
"March 31, 2013",-1.707
"Dec. 31, 2012",-1.720
"Sept. 30, 2012",-1.700
"June 30, 2012",-1.702
"March 31, 2012",-1.708
"Dec. 31, 2011",-1.762
"Sept. 30, 2011",-1.768
"June 30, 2011",-1.809
"March 31, 2011",-1.827
"Dec. 31, 2010",-1.822
"Sept. 30, 2010",-1.807
"June 30, 2010",-2.081
"March 31, 2010",-2.091
"Dec. 31, 2009",-2.143
"Sept. 30, 2009",-2.213
"June 30, 2009",-1.797
"March 31, 2009",-1.682
"Dec. 31, 2008",-1.474
"Sept. 30, 2008",-1.193
"June 30, 2008",-1.176
"March 31, 2008",-1.173
"Dec. 31, 2007",-1.249
"Sept. 30, 2007",-1.238
"June 30, 2007",-1.260
"March 31, 2007",-1.345
"Dec. 31, 2006",-1.335
"Sept. 30, 2006",-1.353
"June 30, 2006",-1.378
"March 31, 2006",-1.274
"Dec. 31, 2005",-1.283
"Sept. 30, 2005",-1.330
"June 30, 2005",-1.332
"March 31, 2005",-1.381
"Dec. 31, 2004",-1.406
"Sept. 30, 2004",-1.386
"June 30, 2004",-1.426
"March 31, 2004",-1.524
"Dec. 31, 2003",-1.646
"Sept. 30, 2003",-1.612
"June 30, 2003",-1.517
"March 31, 2003",-1.284
"Dec. 31, 2002",-1.065
"Sept. 30, 2002",-0.9581
"June 30, 2002",-0.8622
"March 31, 2002",-0.7751
"Dec. 31, 2001",-0.6981
"Sept. 30, 2001",-0.5341
"June 30, 2001",-0.4449
"March 31, 2001",-0.3989
"Dec. 31, 2000",-0.4351
"Sept. 30, 2000",-0.3475
"June 30, 2000",-0.3255
"March 31, 2000",-0.3242
"Dec. 31, 1999",-0.2494
"Sept. 30, 1999",-0.2565
"June 30, 1999",-0.2828
"March 31, 1999",-0.3397
"Dec. 31, 1998",-0.428
"Sept. 30, 1998",-0.6378
"June 30, 1998",-0.7679
"March 31, 1998",-0.6774
"Dec. 31, 1997",-0.596
"Sept. 30, 1997",-0.2876
"June 30, 1997",0.1305
"March 31, 1997",0.0919
"Dec. 31, 1996",-0.0307
"Sept. 30, 1996",0.1368
"June 30, 1996",-0.0413
"March 31, 1996",-0.2186
"Dec. 31, 1995",-0.1798
"Sept. 30, 1995",-0.2622
"June 30, 1995",-0.2659
"March 31, 1995",-0.1502
"Dec. 31, 1994",-0.0793
"Sept. 30, 1994",-0.0339
"June 30, 1994",-0.0314
"March 31, 1994",0.1156
"Dec. 31, 1993",0.1531
"Sept. 30, 1993",0.2528
"June 30, 1993",0.4486
"March 31, 1993",0.5595
"Dec. 31, 1992",0.7386
"Sept. 30, 1992",0.854
"June 30, 1992",0.9319
"March 31, 1992",0.9313
"Dec. 31, 1991",0.8287
"Sept. 30, 1991",0.7815
"June 30, 1991",0.7596
"March 31, 1991",0.6694
"Dec. 31, 1990",0.6919
"Sept. 30, 1990",0.5201
"June 30, 1990",0.4263
"March 31, 1990",0.28
"Dec. 31, 1989",1.456
"Sept. 30, 1989",-2.659
