date,market_beta_60_month
"Feb. 29, 2020",1.337
"Jan. 31, 2020",1.278
"Dec. 31, 2019",1.188
"Nov. 30, 2019",1.241
"Oct. 31, 2019",1.240
"Sept. 30, 2019",1.252
"Aug. 31, 2019",1.248
"July 31, 2019",1.276
"June 30, 2019",1.297
"May 31, 2019",1.313
"April 30, 2019",1.297
"March 31, 2019",1.334
"Feb. 28, 2019",1.363
"Jan. 31, 2019",1.306
"Dec. 31, 2018",1.242
"Nov. 30, 2018",1.300
"Oct. 31, 2018",1.305
"Sept. 30, 2018",1.398
"Aug. 31, 2018",1.442
"July 31, 2018",1.460
"June 30, 2018",1.412
"May 31, 2018",1.384
"April 30, 2018",1.391
"March 31, 2018",1.396
"Feb. 28, 2018",1.368
"Jan. 31, 2018",1.439
"Dec. 31, 2017",1.237
"Nov. 30, 2017",1.239
"Oct. 31, 2017",1.22
"Sept. 30, 2017",1.211
"Aug. 31, 2017",1.184
"July 31, 2017",1.165
"June 30, 2017",1.126
"May 31, 2017",1.140
"April 30, 2017",1.177
"March 31, 2017",1.165
"Feb. 28, 2017",1.139
"Jan. 31, 2017",1.081
"Dec. 31, 2016",1.052
"Nov. 30, 2016",1.049
"Oct. 31, 2016",1.026
"Sept. 30, 2016",1.027
"Aug. 31, 2016",1.062
"July 31, 2016",1.048
"June 30, 2016",1.064
"May 31, 2016",1.080
"April 30, 2016",1.091
"March 31, 2016",1.107
"Feb. 29, 2016",1.107
"Jan. 31, 2016",1.107
"Dec. 31, 2015",1.009
"Nov. 30, 2015",0.9709
"Oct. 31, 2015",0.9847
"Sept. 30, 2015",0.9441
"Aug. 31, 2015",0.9553
"July 31, 2015",0.9684
"June 30, 2015",0.9785
"May 31, 2015",0.9569
"April 30, 2015",0.9973
"March 31, 2015",0.9946
"Feb. 28, 2015",1.045
"Jan. 31, 2015",1.059
"Dec. 31, 2014",1.044
"Nov. 30, 2014",1.038
"Oct. 31, 2014",1.051
"Sept. 30, 2014",1.096
"Aug. 31, 2014",1.113
"July 31, 2014",1.143
"June 30, 2014",1.072
"May 31, 2014",1.086
"April 30, 2014",1.113
"March 31, 2014",1.124
"Feb. 28, 2014",1.138
"Jan. 31, 2014",1.288
"Dec. 31, 2013",1.194
"Nov. 30, 2013",1.196
"Oct. 31, 2013",1.264
"Sept. 30, 2013",1.119
"Aug. 31, 2013",1.125
"July 31, 2013",1.132
"June 30, 2013",1.148
"May 31, 2013",1.212
"April 30, 2013",1.204
"March 31, 2013",1.221
"Feb. 28, 2013",1.214
"Jan. 31, 2013",1.203
"Dec. 31, 2012",1.217
"Nov. 30, 2012",1.219
"Oct. 31, 2012",1.220
"Sept. 30, 2012",1.218
"Aug. 31, 2012",1.233
"July 31, 2012",1.234
"June 30, 2012",1.214
"May 31, 2012",1.212
"April 30, 2012",1.215
"March 31, 2012",1.216
"Feb. 29, 2012",1.224
"Jan. 31, 2012",1.232
"Dec. 31, 2011",1.243
"Nov. 30, 2011",1.239
"Oct. 31, 2011",1.249
"Sept. 30, 2011",1.276
"Aug. 31, 2011",1.276
"July 31, 2011",1.276
"June 30, 2011",1.272
"May 31, 2011",1.268
"April 30, 2011",1.260
"March 31, 2011",1.257
"Feb. 28, 2011",1.261
"Jan. 31, 2011",1.261
"Dec. 31, 2010",1.247
"Nov. 30, 2010",1.273
"Oct. 31, 2010",1.273
"Sept. 30, 2010",1.275
"Aug. 31, 2010",1.292
"July 31, 2010",1.276
"June 30, 2010",1.267
"May 31, 2010",1.283
"April 30, 2010",1.283
"March 31, 2010",1.280
"Feb. 28, 2010",1.237
"Jan. 31, 2010",1.245
"Dec. 31, 2009",1.292
"Nov. 30, 2009",1.270
"Oct. 31, 2009",1.265
"Sept. 30, 2009",1.243
"Aug. 31, 2009",1.230
"July 31, 2009",1.195
"June 30, 2009",1.240
"May 31, 2009",1.256
"April 30, 2009",1.236
"March 31, 2009",1.228
"Feb. 28, 2009",1.215
"Jan. 31, 2009",1.071
"Dec. 31, 2008",1.139
"Nov. 30, 2008",1.162
"Oct. 31, 2008",1.065
"Sept. 30, 2008",1.397
"Aug. 31, 2008",1.411
"July 31, 2008",1.432
"June 30, 2008",1.394
"May 31, 2008",1.163
"April 30, 2008",1.238
"March 31, 2008",1.128
"Feb. 29, 2008",1.091
"Jan. 31, 2008",1.190
"Dec. 31, 2007",1.238
"Nov. 30, 2007",1.158
"Oct. 31, 2007",1.220
"Sept. 30, 2007",0.8259
"Aug. 31, 2007",0.8098
"July 31, 2007",0.8237
"June 30, 2007",0.9102
"May 31, 2007",0.7738
"April 30, 2007",0.7653
"March 31, 2007",0.7997
"Feb. 28, 2007",0.804
"Jan. 31, 2007",0.7537
"Dec. 31, 2006",0.741
"Nov. 30, 2006",0.7471
"Oct. 31, 2006",0.7374
"Sept. 30, 2006",0.737
"Aug. 31, 2006",1.026
"July 31, 2006",1.087
"June 30, 2006",1.082
"May 31, 2006",1.110
"April 30, 2006",1.120
"March 31, 2006",1.126
"Feb. 28, 2006",1.147
"Jan. 31, 2006",1.006
"Dec. 31, 2005",0.9716
"Nov. 30, 2005",0.9701
"Oct. 31, 2005",0.9005
"Sept. 30, 2005",0.8923
"Aug. 31, 2005",0.7979
"July 31, 2005",0.8183
"June 30, 2005",0.8102
"May 31, 2005",0.8175
"April 30, 2005",0.8088
"March 31, 2005",0.7982
"Feb. 28, 2005",0.7588
"Jan. 31, 2005",0.7717
"Dec. 31, 2004",0.7333
"Nov. 30, 2004",0.7354
"Oct. 31, 2004",0.7022
"Sept. 30, 2004",0.721
"Aug. 31, 2004",0.733
"July 31, 2004",0.7324
"June 30, 2004",0.7247
"May 31, 2004",0.7103
"April 30, 2004",0.6956
"March 31, 2004",0.743
"Feb. 29, 2004",0.7154
"Jan. 31, 2004",0.7031
"Dec. 31, 2003",0.7128
"Nov. 30, 2003",0.5979
"Oct. 31, 2003",0.6163
"Sept. 30, 2003",0.6066
"Aug. 31, 2003",0.6245
"July 31, 2003",0.709
"June 30, 2003",0.7217
"May 31, 2003",0.6928
"April 30, 2003",0.6672
"March 31, 2003",0.646
"Feb. 28, 2003",0.6311
"Jan. 31, 2003",0.663
"Dec. 31, 2002",0.6571
"Nov. 30, 2002",0.6521
"Oct. 31, 2002",0.6361
"Sept. 30, 2002",0.7529
"Aug. 31, 2002",0.7419
"July 31, 2002",0.7557
"June 30, 2002",0.7695
"May 31, 2002",0.8177
"April 30, 2002",0.8223
"March 31, 2002",0.7954
"Feb. 28, 2002",0.7912
"Jan. 31, 2002",0.8172
"Dec. 31, 2001",0.815
"Nov. 30, 2001",0.798
"Oct. 31, 2001",0.7852
"Sept. 30, 2001",0.7867
"Aug. 31, 2001",0.6214
"July 31, 2001",0.579
"June 30, 2001",0.5725
"May 31, 2001",0.5452
"April 30, 2001",0.5477
"March 31, 2001",0.5183
"Feb. 28, 2001",0.4754
"Jan. 31, 2001",0.5608
"Dec. 31, 2000",0.5777
"Nov. 30, 2000",0.5752
"Oct. 31, 2000",0.6425
"Sept. 30, 2000",0.6637
"Aug. 31, 2000",0.8008
"July 31, 2000",0.7869
"June 30, 2000",0.851
"May 31, 2000",0.85
"April 30, 2000",0.8634
"March 31, 2000",0.901
"Feb. 29, 2000",0.9538
"Jan. 31, 2000",0.9008
"Dec. 31, 1999",0.9839
"Nov. 30, 1999",0.9938
"Oct. 31, 1999",0.9523
"Sept. 30, 1999",0.9416
"Aug. 31, 1999",0.9374
"July 31, 1999",0.9376
"June 30, 1999",0.9635
"May 31, 1999",0.9516
"April 30, 1999",0.9847
"March 31, 1999",0.9524
"Feb. 28, 1999",0.9668
"Jan. 31, 1999",0.9451
"Dec. 31, 1998",0.9346
"Nov. 30, 1998",1.031
"Oct. 31, 1998",1.004
"Sept. 30, 1998",0.9916
"Aug. 31, 1998",0.9697
"July 31, 1998",0.8104
"June 30, 1998",0.7283
"May 31, 1998",0.7844
"April 30, 1998",0.7659
"March 31, 1998",0.6912
"Feb. 28, 1998",0.7394
"Jan. 31, 1998",0.6602
"Dec. 31, 1997",0.6748
"Nov. 30, 1997",0.6689
"Oct. 31, 1997",0.6127
"Sept. 30, 1997",0.5176
"Aug. 31, 1997",0.5513
"July 31, 1997",0.5192
"June 30, 1997",0.4234
"May 31, 1997",0.5043
"April 30, 1997",0.4741
"March 31, 1997",0.51
"Feb. 28, 1997",0.5182
"Jan. 31, 1997",0.511
"Dec. 31, 1996",0.5036
"Nov. 30, 1996",0.5797
"Oct. 31, 1996",0.6859
"Sept. 30, 1996",0.6901
"Aug. 31, 1996",0.6736
"July 31, 1996",0.6886
"June 30, 1996",0.7216
"May 31, 1996",0.7702
"April 30, 1996",0.7898
"March 31, 1996",0.8007
"Feb. 29, 1996",0.7906
"Jan. 31, 1996",0.7027
"Dec. 31, 1995",0.7516
"Nov. 30, 1995",0.7453
"Oct. 31, 1995",0.6432
"Sept. 30, 1995",0.6036
"Aug. 31, 1995",0.7069
"July 31, 1995",0.851
"June 30, 1995",0.8369
"May 31, 1995",0.8083
"April 30, 1995",0.9234
"March 31, 1995",0.9247
"Feb. 28, 1995",0.9098
"Jan. 31, 1995",0.9095
"Dec. 31, 1994",0.868
"Nov. 30, 1994",0.8582
"Oct. 31, 1994",0.903
"Sept. 30, 1994",0.9003
