date,graham_number
"Dec. 31, 2019",20.33
"Sept. 30, 2019",
"June 30, 2019",
"March 31, 2019",9.341
"Dec. 31, 2018",15.50
"Sept. 30, 2018",
"June 30, 2018",
"March 31, 2018",26.74
"Dec. 31, 2017",29.26
"Sept. 30, 2017",21.20
"June 30, 2017",
"March 31, 2017",5.431
"Dec. 31, 2016",15.10
"Sept. 30, 2016",22.34
"June 30, 2016",10.70
"March 31, 2016",32.44
"Dec. 31, 2015",39.89
"Sept. 30, 2015",42.39
"June 30, 2015",38.97
"March 31, 2015",45.25
"Dec. 31, 2014",45.18
"Sept. 30, 2014",56.54
"June 30, 2014",53.96
"March 31, 2014",50.97
"Dec. 31, 2013",51.71
"Sept. 30, 2013",38.87
"June 30, 2013",35.08
"March 31, 2013",34.38
"Dec. 31, 2012",29.91
"Sept. 30, 2012",35.90
"June 30, 2012",31.75
"March 31, 2012",29.55
"Dec. 31, 2011",23.81
"Sept. 30, 2011",30.21
"June 30, 2011",26.02
"March 31, 2011",23.22
"Dec. 31, 2010",19.39
"Sept. 30, 2010",20.97
"June 30, 2010",10.92
"March 31, 2010",12.04
"Dec. 31, 2009",10.95
"Sept. 30, 2009",1.382
"June 30, 2009",4.178
"March 31, 2009",
"Dec. 31, 2008",
"Sept. 30, 2008",36.75
"June 30, 2008",38.10
"March 31, 2008",39.51
"Dec. 31, 2007",37.32
"Sept. 30, 2007",31.10
"June 30, 2007",27.96
"March 31, 2007",22.26
"Dec. 31, 2006",19.59
"Sept. 30, 2006",25.90
"June 30, 2006",27.08
"March 31, 2006",33.28
"Dec. 31, 2005",31.55
"Sept. 30, 2005",27.31
"June 30, 2005",25.63
"March 31, 2005",26.22
"Dec. 31, 2004",26.55
"Sept. 30, 2004",29.87
"June 30, 2004",27.90
"March 31, 2004",23.12
"Dec. 31, 2003",14.27
"Sept. 30, 2003",6.588
"June 30, 2003",8.280
"March 31, 2003",17.82
"Dec. 31, 2002",11.31
"Sept. 30, 2002",
"June 30, 2002",9.980
"March 31, 2002",10.09
"Dec. 31, 2001",32.12
"Sept. 30, 2001",34.58
"June 30, 2001",33.45
"March 31, 2001",32.75
"Dec. 31, 2000",26.29
"Sept. 30, 2000",28.31
"June 30, 2000",27.00
"March 31, 2000",27.00
"Dec. 31, 1999",26.62
"Sept. 30, 1999",25.66
"June 30, 1999",25.21
"March 31, 1999",22.12
"Dec. 31, 1998",18.07
"Sept. 30, 1998",6.926
"June 30, 1998",
"March 31, 1998",
"Dec. 31, 1997",
"Sept. 30, 1997",18.01
"June 30, 1997",26.37
"March 31, 1997",27.37
"Dec. 31, 1996",27.31
"Sept. 30, 1996",22.88
"June 30, 1996",22.44
"March 31, 1996",12.57
"Dec. 31, 1995",13.64
"Sept. 30, 1995",12.49
"June 30, 1995",11.54
"March 31, 1995",18.90
"Dec. 31, 1994",20.04
"Sept. 30, 1994",21.59
"June 30, 1994",21.37
"March 31, 1994",23.37
"Dec. 31, 1993",23.32
"Sept. 30, 1993",10.12
"June 30, 1993",13.22
"March 31, 1993",13.44
"Dec. 31, 1992",14.80
"Sept. 30, 1992",27.11
"June 30, 1992",26.84
"March 31, 1992",26.42
"Dec. 31, 1991",24.66
"Sept. 30, 1991",23.72
"June 30, 1991",22.92
"March 31, 1991",21.95
"Dec. 31, 1990",21.42
"Sept. 30, 1990",19.26
"June 30, 1990",17.80
"March 31, 1990",15.70
"Dec. 31, 1989",14.06
