date,price_to_book_value
"June 28, 2019",1638.42
"June 27, 2019",1638.47
"June 26, 2019",1687.62
"June 25, 2019",1662.33
"June 24, 2019",1683.35
"June 21, 2019",1673.67
"June 20, 2019",1687.35
"June 19, 2019",1658.90
"June 18, 2019",1683.21
"June 17, 2019",1597.42
"June 14, 2019",1562.58
"June 13, 2019",1570.23
"June 12, 2019",1562.00
"June 11, 2019",1572.35
"June 10, 2019",1592.47
"June 7, 2019",1592.02
"June 6, 2019",1578.25
"June 5, 2019",1569.74
"June 4, 2019",1551.15
"June 3, 2019",1525.36
"May 31, 2019",1537.60
"May 30, 2019",1574.78
"May 29, 2019",1569.96
"May 28, 2019",1597.33
"May 24, 2019",1597.42
"May 23, 2019",1577.84
"May 22, 2019",1587.88
"May 21, 2019",1614.75
"May 20, 2019",1587.92
"May 17, 2019",1597.96
"May 16, 2019",1592.51
"May 15, 2019",1555.74
"May 14, 2019",1544.04
"May 13, 2019",1518.52
"May 10, 2019",1596.38
"May 9, 2019",1593.95
"May 8, 2019",1619.25
"May 7, 2019",1607.91
"May 6, 2019",1672.59
"May 3, 2019",1694.46
"May 2, 2019",1691.49
"May 1, 2019",1695.99
"April 30, 2019",1700.00
"April 29, 2019",1706.12
"April 26, 2019",1713.95
"April 25, 2019",1723.00
"April 24, 2019",1689.96
"April 23, 2019",1683.48
"April 22, 2019",1688.66
"April 18, 2019",1710.71
"April 17, 2019",1699.23
"April 16, 2019",1720.52
"April 15, 2019",1692.31
"April 12, 2019",1711.15
"April 11, 2019",1668.42
"April 10, 2019",1644.89
"April 9, 2019",1663.37
"April 8, 2019",1688.07
"April 5, 2019",1766.54
"April 4, 2019",1784.26
"April 3, 2019",1734.14
"April 2, 2019",1761.22
"April 1, 2019",1764.78
"March 31, 2019",
"March 29, 2019",635.12
"March 28, 2019",623.49
"March 27, 2019",623.11
"March 26, 2019",616.73
"March 25, 2019",616.87
"March 22, 2019",603.06
"March 21, 2019",620.60
"March 20, 2019",626.36
"March 19, 2019",621.81
"March 18, 2019",619.90
"March 15, 2019",631.07
"March 14, 2019",621.60
"March 13, 2019",627.99
"March 12, 2019",625.11
"March 11, 2019",666.07
"March 8, 2019",703.59
"March 7, 2019",703.62
"March 6, 2019",706.78
"March 5, 2019",716.21
"March 4, 2019",720.49
"March 1, 2019",733.69
"Feb. 28, 2019",732.59
"Feb. 27, 2019",725.71
"Feb. 26, 2019",711.26
"Feb. 25, 2019",711.43
"Feb. 22, 2019",706.73
"Feb. 21, 2019",695.95
"Feb. 20, 2019",702.56
"Feb. 19, 2019",693.75
"Feb. 15, 2019",696.60
"Feb. 14, 2019",683.02
"Feb. 13, 2019",684.28
"Feb. 12, 2019",684.52
"Feb. 11, 2019",673.23
"Feb. 8, 2019",674.83
"Feb. 7, 2019",675.27
"Feb. 6, 2019",685.17
"Feb. 5, 2019",683.62
"Feb. 4, 2019",661.65
"Feb. 1, 2019",645.70
"Jan. 31, 2019",645.70
"Jan. 30, 2019",649.22
"Jan. 29, 2019",611.03
"Jan. 28, 2019",607.78
"Jan. 25, 2019",609.84
"Jan. 24, 2019",599.91
"Jan. 23, 2019",600.48
"Jan. 22, 2019",599.29
"Jan. 18, 2019",610.72
"Jan. 17, 2019",601.28
"Jan. 16, 2019",589.51
"Jan. 15, 2019",589.81
"Jan. 14, 2019",586.66
"Jan. 11, 2019",590.92
"Jan. 10, 2019",590.43
"Jan. 9, 2019",575.73
"Jan. 8, 2019",570.20
"Jan. 7, 2019",549.41
"Jan. 4, 2019",547.68
"Jan. 3, 2019",520.59
"Jan. 2, 2019",542.21
"Dec. 31, 2018",540.01
"Dec. 28, 2018",
"Dec. 27, 2018",
"Dec. 26, 2018",
"Dec. 24, 2018",
"Dec. 21, 2018",
"Dec. 20, 2018",
"Dec. 19, 2018",
"Dec. 18, 2018",
"Dec. 17, 2018",
"Dec. 14, 2018",
"Dec. 13, 2018",
"Dec. 12, 2018",
"Dec. 11, 2018",
"Dec. 10, 2018",
"Dec. 7, 2018",
"Dec. 6, 2018",
"Dec. 4, 2018",
"Dec. 3, 2018",
"Nov. 30, 2018",
"Nov. 29, 2018",
