date,eps_est_0q
"March 20, 2020",-1.104
"March 19, 2020",-0.9795
"March 18, 2020",-0.8612
"March 17, 2020",-0.8826
"March 14, 2020",-0.8765
"March 13, 2020",-0.8646
"March 12, 2020",-0.9042
"March 5, 2020",-0.8825
"March 3, 2020",-0.7632
"Feb. 27, 2020",-0.7197
"Feb. 21, 2020",-0.6083
"Feb. 12, 2020",-0.4572
"Feb. 11, 2020",-0.3791
"Feb. 7, 2020",-0.3242
"Feb. 5, 2020",-0.328
"Feb. 3, 2020",-0.2415
"Feb. 2, 2020",-0.179
"Jan. 31, 2020",-0.1568
"Jan. 30, 2020",-0.1529
"Jan. 26, 2020",1.598
"Jan. 24, 2020",1.565
"Jan. 23, 2020",1.598
"Jan. 22, 2020",1.620
"Jan. 21, 2020",2.257
"Jan. 17, 2020",2.334
"Jan. 13, 2020",2.562
"Jan. 8, 2020",2.474
"Jan. 7, 2020",2.635
"Jan. 6, 2020",2.962
"Dec. 31, 2019",-1.827
"Dec. 23, 2019",1.583
"Dec. 20, 2019",1.584
"Dec. 17, 2019",1.609
"Dec. 16, 2019",2.131
"Dec. 9, 2019",2.113
"Nov. 25, 2019",2.131
"Nov. 23, 2019",2.145
"Nov. 19, 2019",2.114
"Nov. 4, 2019",2.114
"Oct. 29, 2019",2.176
"Oct. 28, 2019",2.198
"Oct. 27, 2019",2.318
"Oct. 25, 2019",2.461
"Oct. 24, 2019",2.091
"Oct. 23, 2019",3.065
"Oct. 21, 2019",3.144
"Oct. 18, 2019",3.339
"Oct. 16, 2019",3.502
"Oct. 15, 2019",3.610
"Oct. 14, 2019",3.640
"Oct. 12, 2019",3.667
"Oct. 10, 2019",3.802
"Oct. 9, 2019",3.947
"Oct. 8, 2019",4.129
"Oct. 7, 2019",4.152
"Oct. 2, 2019",4.158
"Oct. 1, 2019",4.206
"Sept. 30, 2019",2.114
"Sept. 10, 2019",2.245
"Sept. 4, 2019",2.249
"Aug. 26, 2019",2.249
"Aug. 22, 2019",2.243
"Aug. 15, 2019",2.242
"Aug. 14, 2019",2.242
"Aug. 2, 2019",2.242
"July 30, 2019",2.241
"July 29, 2019",2.244
"July 28, 2019",2.238
"July 25, 2019",2.215
"July 22, 2019",2.252
"July 19, 2019",2.244
"July 18, 2019",2.457
"July 15, 2019",2.453
"July 13, 2019",2.953
"July 12, 2019",3.124
"July 11, 2019",3.125
"July 10, 2019",3.247
"July 9, 2019",3.543
"July 8, 2019",3.702
"July 1, 2019",3.880
"June 30, 2019",-6.656
"June 4, 2019",1.890
"May 13, 2019",1.921
"May 8, 2019",1.926
"May 6, 2019",1.927
"April 29, 2019",1.931
"April 28, 2019",1.933
"April 26, 2019",1.93
"April 25, 2019",1.930
"April 24, 2019",1.668
"April 22, 2019",2.313
"April 18, 2019",2.504
"April 17, 2019",2.681
"April 16, 2019",2.845
"April 12, 2019",3.033
"April 11, 2019",3.230
"April 10, 2019",3.299
"April 9, 2019",3.443
"April 8, 2019",3.473
"April 6, 2019",4.665
"April 5, 2019",4.765
"April 2, 2019",4.752
"March 31, 2019",3.193
"March 27, 2019",4.233
"March 26, 2019",4.260
"March 13, 2019",4.314
"Feb. 28, 2019",4.314
"Feb. 14, 2019",4.306
"Feb. 13, 2019",4.305
"Feb. 11, 2019",4.306
"Feb. 6, 2019",4.306
"Feb. 5, 2019",4.266
"Feb. 4, 2019",4.246
"Feb. 3, 2019",4.229
"Jan. 31, 2019",4.236
"Jan. 30, 2019",4.26
"Jan. 23, 2019",4.163
"Jan. 22, 2019",4.16
"Jan. 18, 2019",4.14
"Jan. 14, 2019",4.14
"Jan. 9, 2019",4.129
"Dec. 31, 2018",4.551
"Dec. 18, 2018",4.570
"Dec. 17, 2018",4.546
"Dec. 5, 2018",4.546
"Dec. 3, 2018",4.546
"Nov. 29, 2018",4.552
"Nov. 20, 2018",4.551
"Nov. 14, 2018",4.551
"Nov. 13, 2018",4.533
"Nov. 6, 2018",4.538
"Nov. 2, 2018",4.554
"Oct. 30, 2018",4.538
"Oct. 26, 2018",4.562
"Oct. 25, 2018",4.527
"Oct. 24, 2018",4.337
"Oct. 22, 2018",4.186
"Oct. 19, 2018",4.175
"Oct. 17, 2018",4.167
"Oct. 16, 2018",4.204
"Oct. 15, 2018",4.211
"Oct. 12, 2018",4.180
"Oct. 10, 2018",4.167
"Oct. 9, 2018",4.187
"Oct. 2, 2018",4.205
"Sept. 30, 2018",3.464
"Sept. 28, 2018",3.508
"Sept. 25, 2018",3.530
"Sept. 19, 2018",3.508
"Sept. 18, 2018",3.530
"Sept. 17, 2018",3.528
"Sept. 13, 2018",3.544
"Sept. 6, 2018",3.609
"Aug. 29, 2018",3.650
"Aug. 27, 2018",3.669
"Aug. 16, 2018",3.685
"Aug. 1, 2018",3.696
"July 30, 2018",3.694
"July 29, 2018",3.697
"July 27, 2018",3.698
"July 26, 2018",3.70
"July 25, 2018",3.659
"July 23, 2018",3.666
"July 20, 2018",3.675
"July 19, 2018",3.680
"July 17, 2018",3.680
"July 16, 2018",3.680
"July 13, 2018",3.681
"July 12, 2018",3.681
"July 11, 2018",3.676
"July 10, 2018",3.679
"July 6, 2018",3.682
"June 30, 2018",3.268
"June 28, 2018",3.463
"June 4, 2018",3.456
"May 11, 2018",3.465
"May 3, 2018",3.464
"May 2, 2018",3.457
"April 27, 2018",3.464
"April 26, 2018",3.450
"April 25, 2018",3.492
"April 20, 2018",3.448
"April 19, 2018",3.446
"April 16, 2018",3.448
"April 13, 2018",3.438
"April 12, 2018",3.438
"April 11, 2018",3.439
"April 10, 2018",3.470
"April 6, 2018",3.473
"March 31, 2018",2.614
"March 28, 2018",2.610
"March 23, 2018",2.605
"March 21, 2018",2.657
"March 13, 2018",2.695
"Feb. 23, 2018",2.689
"Feb. 8, 2018",2.724
"Feb. 6, 2018",2.722
"Feb. 4, 2018",2.722
"Feb. 2, 2018",2.703
"Feb. 1, 2018",2.631
"Jan. 31, 2018",2.89
"Jan. 23, 2018",2.811
"Jan. 22, 2018",2.796
"Jan. 19, 2018",2.790
"Jan. 17, 2018",2.790
"Jan. 16, 2018",2.756
"Jan. 10, 2018",2.662
"Jan. 9, 2018",2.523
"Jan. 8, 2018",2.520
