date,market_cap
"March 19, 2020",55.13B
"March 18, 2020",57.49B
"March 17, 2020",70.04B
"March 16, 2020",73.13B
"March 13, 2020",96.03B
"March 12, 2020",87.36B
"March 11, 2020",106.68B
"March 10, 2020",130.34B
"March 9, 2020",128.18B
"March 6, 2020",148.01B
"March 5, 2020",146.91B
"March 4, 2020",159.74B
"March 3, 2020",158.33B
"March 2, 2020",163.21B
"Feb. 28, 2020",155.22B
"Feb. 27, 2020",162.36B
"Feb. 26, 2020",172.09B
"Feb. 25, 2020",171.28B
"Feb. 24, 2020",179.03B
"Feb. 21, 2020",186.05B
"Feb. 20, 2020",189.38B
"Feb. 19, 2020",190.51B
"Feb. 18, 2020",190.84B
"Feb. 14, 2020",191.75B
"Feb. 13, 2020",193.06B
"Feb. 12, 2020",195.67B
"Feb. 11, 2020",193.96B
"Feb. 10, 2020",194.10B
"Feb. 7, 2020",189.64B
"Feb. 6, 2020",192.28B
"Feb. 5, 2020",185.59B
"Feb. 4, 2020",179.05B
"Feb. 3, 2020",177.96B
"Jan. 31, 2020",179.23B
"Jan. 30, 2020",182.07B
"Jan. 29, 2020",181.35B
"Jan. 28, 2020",178.27B
"Jan. 27, 2020",178.29B
"Jan. 24, 2020",181.93B
"Jan. 23, 2020",178.89B
"Jan. 22, 2020",173.94B
"Jan. 21, 2020",176.40B
"Jan. 17, 2020",182.47B
"Jan. 16, 2020",186.89B
"Jan. 15, 2020",185.65B
"Jan. 14, 2020",187.08B
"Jan. 13, 2020",185.88B
"Jan. 10, 2020",185.71B
"Jan. 9, 2020",189.33B
"Jan. 8, 2020",186.53B
"Jan. 7, 2020",189.86B
"Jan. 6, 2020",187.87B
"Jan. 3, 2020",187.31B
"Jan. 2, 2020",187.63B
"Dec. 31, 2019",183.37B
"Dec. 30, 2019",183.70B
"Dec. 27, 2019",185.80B
"Dec. 26, 2019",185.68B
"Dec. 24, 2019",187.41B
"Dec. 23, 2019",189.97B
"Dec. 20, 2019",184.60B
"Dec. 19, 2019",187.69B
"Dec. 18, 2019",186.10B
"Dec. 17, 2019",184.03B
"Dec. 16, 2019",184.03B
"Dec. 13, 2019",192.29B
"Dec. 12, 2019",194.89B
"Dec. 11, 2019",196.98B
"Dec. 10, 2019",195.80B
"Dec. 9, 2019",197.66B
"Dec. 6, 2019",199.28B
"Dec. 5, 2019",194.55B
"Dec. 4, 2019",196.32B
"Dec. 3, 2019",198.15B
"Dec. 2, 2019",199.89B
"Nov. 29, 2019",206.08B
"Nov. 27, 2019",207.11B
"Nov. 26, 2019",210.21B
"Nov. 25, 2019",209.99B
"Nov. 22, 2019",208.99B
"Nov. 21, 2019",206.23B
"Nov. 20, 2019",208.74B
"Nov. 19, 2019",206.54B
"Nov. 18, 2019",207.93B
"Nov. 15, 2019",209.18B
"Nov. 14, 2019",206.79B
"Nov. 13, 2019",204.01B
"Nov. 12, 2019",204.23B
"Nov. 11, 2019",206.52B
"Nov. 8, 2019",197.54B
"Nov. 7, 2019",201.09B
"Nov. 6, 2019",199.34B
"Nov. 5, 2019",201.64B
"Nov. 4, 2019",197.59B
"Nov. 1, 2019",194.27B
"Oct. 31, 2019",191.30B
"Oct. 30, 2019",194.76B
"Oct. 29, 2019",196.37B
"Oct. 28, 2019",191.84B
"Oct. 25, 2019",191.25B
"Oct. 24, 2019",193.91B
"Oct. 23, 2019",191.63B
"Oct. 22, 2019",189.66B
"Oct. 21, 2019",186.32B
"Oct. 18, 2019",193.60B
"Oct. 17, 2019",207.70B
"Oct. 16, 2019",209.60B
"Oct. 15, 2019",208.77B
"Oct. 14, 2019",210.02B
"Oct. 11, 2019",211.00B
"Oct. 10, 2019",208.79B
"Oct. 9, 2019",211.02B
"Oct. 8, 2019",210.54B
"Oct. 7, 2019",211.91B
"Oct. 4, 2019",211.44B
"Oct. 3, 2019",209.40B
"Oct. 2, 2019",206.75B
"Oct. 1, 2019",211.01B
"Sept. 30, 2019",214.12B
"Sept. 27, 2019",215.44B
"Sept. 26, 2019",217.71B
"Sept. 25, 2019",217.32B
"Sept. 24, 2019",214.76B
"Sept. 23, 2019",212.16B
"Sept. 20, 2019",213.49B
