date,liabilities
"Dec. 31, 2019",141.92B
"Sept. 30, 2019",136.41B
"June 30, 2019",131.20B
"March 31, 2019",119.98B
"Dec. 31, 2018",116.95B
"Sept. 30, 2018",115.87B
"June 30, 2018",114.57B
"March 31, 2018",112.25B
"Dec. 31, 2017",110.65B
"Sept. 30, 2017",89.86B
"June 30, 2017",92.01B
"March 31, 2017",89.52B
"Dec. 31, 2016",89.12B
"Sept. 30, 2016",86.80B
"June 30, 2016",88.96B
"March 31, 2016",87.44B
"Dec. 31, 2015",88.01B
"Sept. 30, 2015",92.21B
"June 30, 2015",91.80B
"March 31, 2015",89.74B
"Dec. 31, 2014",84.13B
"Sept. 30, 2014",78.02B
"June 30, 2014",78.55B
"March 31, 2014",76.94B
"Dec. 31, 2013",77.67B
"Sept. 30, 2013",85.57B
"June 30, 2013",84.46B
"March 31, 2013",82.89B
"Dec. 31, 2012",82.93B
"Sept. 30, 2012",75.97B
"June 30, 2012",75.70B
"March 31, 2012",75.08B
"Dec. 31, 2011",76.38B
"Sept. 30, 2011",68.10B
"June 30, 2011",67.30B
"March 31, 2011",64.75B
"Dec. 31, 2010",65.70B
"June 30, 2010",60.58B
"March 31, 2010",59.93B
"Dec. 31, 2009",59.83B
"Sept. 30, 2009",59.54B
"June 30, 2009",57.38B
"March 31, 2009",55.85B
"Dec. 31, 2008",54.92B
"Sept. 30, 2008",47.80B
"June 30, 2008",49.92B
"March 31, 2008",51.29B
"Dec. 31, 2007",49.98B
"Sept. 30, 2007",48.38B
"June 30, 2007",48.03B
"March 31, 2007",45.94B
"Dec. 31, 2006",47.06B
"Sept. 30, 2006",50.43B
"June 30, 2006",50.90B
"March 31, 2006",49.89B
"Dec. 31, 2005",48.94B
"Sept. 30, 2005",48.90B
"June 30, 2005",45.36B
"March 31, 2005",45.24B
"Dec. 31, 2004",44.94B
"Sept. 30, 2004",45.85B
"June 30, 2004",45.33B
"March 31, 2004",44.94B
"Dec. 31, 2003",44.85B
"Sept. 30, 2003",44.90B
"June 30, 2003",44.68B
"March 31, 2003",43.94B
"Dec. 31, 2002",44.65B
"Sept. 30, 2002",37.42B
"June 30, 2002",36.83B
"March 31, 2002",36.80B
"Dec. 31, 2001",38.15B
"Sept. 30, 2001",36.58B
"June 30, 2001",33.19B
"March 31, 2001",31.56B
"Dec. 31, 2000",31.66B
"Sept. 30, 2000",27.29B
"June 30, 2000",25.43B
"March 31, 2000",24.70B
"Dec. 31, 1999",24.68B
"Sept. 30, 1999",24.97B
"June 30, 1999",25.38B
"March 31, 1999",24.95B
"Dec. 31, 1998",24.71B
"Sept. 30, 1998",24.65B
"June 30, 1998",24.99B
"March 31, 1998",25.21B
"Dec. 31, 1997",25.07B
"Sept. 30, 1997",25.50B
"June 30, 1997",17.42B
"March 31, 1997",17.10B
"Dec. 31, 1996",24.38B
"Sept. 30, 1996",12.13B
"June 30, 1996",12.29B
"March 31, 1996",12.55B
"Dec. 31, 1995",12.20B
"Sept. 30, 1995",11.92B
"June 30, 1995",12.22B
"March 31, 1995",12.27B
"Dec. 31, 1994",11.76B
"Sept. 30, 1994",11.74B
"June 30, 1994",12.26B
"March 31, 1994",11.92B
"Dec. 31, 1993",11.47B
"Sept. 30, 1993",11.55B
"June 30, 1993",11.22B
"March 31, 1993",10.61B
"Dec. 31, 1992",10.09B
"Sept. 30, 1992",9.105B
"June 30, 1992",8.302B
"March 31, 1992",8.167B
"Dec. 31, 1991",7.691B
"Sept. 30, 1991",8.176B
"June 30, 1991",7.625B
"March 31, 1991",7.784B
"Dec. 31, 1990",7.618B
"Sept. 30, 1990",7.18B
"June 30, 1990",7.215B
"March 31, 1990",7.418B
"Dec. 31, 1989",7.147B
"Sept. 30, 1989",7.082B
"June 30, 1989",7.253B
"Dec. 31, 1988",7.204B
"Dec. 31, 1987",7.579B
"Dec. 31, 1986",6.242B
"Dec. 31, 1985",4.882B
"Dec. 31, 1984",4.79B
