date,springate_score
"Dec. 31, 2019",0.2375
"Sept. 30, 2019",0.5223
"June 30, 2019",0.5304
"March 31, 2019",0.8059
"Dec. 31, 2018",0.8401
"Sept. 30, 2018",0.8422
"June 30, 2018",0.8997
"March 31, 2018",0.9537
"Dec. 31, 2017",0.9605
"Sept. 30, 2017",0.9849
"June 30, 2017",0.9731
"March 31, 2017",0.8703
"Dec. 31, 2016",0.8434
"Sept. 30, 2016",0.7961
"June 30, 2016",0.8007
"March 31, 2016",0.9055
"Dec. 31, 2015",0.9242
"Sept. 30, 2015",0.8736
"June 30, 2015",0.8556
"March 31, 2015",0.8766
"Dec. 31, 2014",0.9564
"Sept. 30, 2014",0.8457
"June 30, 2014",0.8304
"March 31, 2014",0.8349
"Dec. 31, 2013",0.847
"Sept. 30, 2013",0.8685
"June 30, 2013",0.8712
"March 31, 2013",0.8702
"Dec. 31, 2012",0.8778
"Sept. 30, 2012",0.8772
"June 30, 2012",0.879
"March 31, 2012",0.8848
"Dec. 31, 2011",0.848
"Sept. 30, 2011",0.8369
"June 30, 2011",0.8119
"March 31, 2011",0.8031
"Dec. 31, 2010",0.8249
"Sept. 30, 2010",
"June 30, 2010",0.6486
"March 31, 2010",0.6772
"Dec. 31, 2009",0.6758
"Sept. 30, 2009",0.4329
"June 30, 2009",0.6891
"March 31, 2009",0.6438
"Dec. 31, 2008",0.6474
"Sept. 30, 2008",
"June 30, 2008",0.8474
"March 31, 2008",
"Dec. 31, 2007",
"Sept. 30, 2007",0.8655
