date,revenues_per_share
"Dec. 31, 2019",31.71
"Sept. 30, 2019",35.14
"June 30, 2019",27.89
"March 31, 2019",40.08
"Dec. 31, 2018",49.08
"Sept. 30, 2018",43.34
"June 30, 2018",41.26
"March 31, 2018",39.20
"Dec. 31, 2017",41.01
"Sept. 30, 2017",40.00
"June 30, 2017",37.86
"March 31, 2017",35.40
"Dec. 31, 2016",35.40
"Sept. 30, 2016",37.77
"June 30, 2016",38.97
"March 31, 2016",34.04
"Dec. 31, 2015",34.64
"Sept. 30, 2015",37.58
"June 30, 2015",35.17
"March 31, 2015",31.06
"Dec. 31, 2014",33.80
"Sept. 30, 2014",32.55
"June 30, 2014",29.84
"March 31, 2014",27.20
"Dec. 31, 2013",31.02
"Sept. 30, 2013",28.84
"June 30, 2013",28.33
"March 31, 2013",24.65
"Dec. 31, 2012",29.11
"Sept. 30, 2012",26.23
"June 30, 2012",26.34
"March 31, 2012",25.59
"Dec. 31, 2011",26.18
"Sept. 30, 2011",23.51
"June 30, 2011",21.98
"March 31, 2011",19.91
"Dec. 31, 2010",22.49
"Sept. 30, 2010",22.79
"June 30, 2010",20.96
"March 31, 2010",20.56
"Dec. 31, 2009",24.59
"Sept. 30, 2009",23.80
"June 30, 2009",24.25
"March 31, 2009",23.33
"Dec. 31, 2008",17.75
"Sept. 30, 2008",21.18
"June 30, 2008",23.15
"March 31, 2008",21.39
"Dec. 31, 2007",22.95
"Sept. 30, 2007",21.36
"June 30, 2007",21.92
"March 31, 2007",19.76
"Dec. 31, 2006",22.42
"Sept. 30, 2006",18.80
"June 30, 2006",19.68
"March 31, 2006",18.01
"Dec. 31, 2005",17.54
"Sept. 30, 2005",15.39
"June 30, 2005",18.19
"March 31, 2005",15.72
"Dec. 31, 2004",16.39
"Sept. 30, 2004",16.14
"June 30, 2004",16.11
"March 31, 2004",15.91
"Dec. 31, 2003",15.75
"Sept. 30, 2003",15.06
"June 30, 2003",15.89
"March 31, 2003",15.32
"Dec. 31, 2002",17.47
"Sept. 30, 2002",15.69
"June 30, 2002",17.08
"March 31, 2002",17.04
"Dec. 31, 2001",19.44
"Sept. 30, 2001",16.85
"June 30, 2001",18.29
"March 31, 2001",15.58
"Dec. 31, 2000",16.87
"Sept. 30, 2000",13.65
"June 30, 2000",17.00
"March 31, 2000",11.38
"Dec. 31, 1999",16.99
"Sept. 30, 1999",14.37
"June 30, 1999",16.18
"March 31, 1999",15.23
"Dec. 31, 1998",17.82
"Sept. 30, 1998",13.02
"June 30, 1998",13.60
"March 31, 1998",13.14
"Dec. 31, 1997",12.06
"Sept. 30, 1997",11.70
"June 30, 1997",12.57
"March 31, 1997",10.53
"Dec. 31, 1996",9.889
"Sept. 30, 1996",9.260
"June 30, 1996",9.086
"March 31, 1996",6.225
"Dec. 31, 1995",26.31
"Sept. 30, 1995",6.409
"June 30, 1995",8.14
"March 31, 1995",7.386
"Dec. 31, 1994",7.471
"Sept. 30, 1994",7.435
"June 30, 1994",7.926
"March 31, 1994",9.323
"Dec. 31, 1993",8.193
"Sept. 30, 1993",7.634
"June 30, 1993",11.81
"March 31, 1993",9.813
"Dec. 31, 1992",10.93
"Sept. 30, 1992",10.23
"June 30, 1992",11.57
"March 31, 1992",11.74
"Dec. 31, 1991",11.16
"Sept. 30, 1991",11.27
"June 30, 1991",11.36
"March 31, 1991",8.870
"Dec. 31, 1990",10.15
"Sept. 30, 1990",10.44
"June 30, 1990",10.08
"March 31, 1990",9.376
"Dec. 31, 1989",6.994
"Sept. 30, 1989",9.193
"June 30, 1989",7.543
"March 31, 1989",5.810
"Dec. 31, 1988",7.073
"Sept. 30, 1988",5.413
"June 30, 1988",6.901
"March 31, 1988",5.318
"Dec. 31, 1987",6.718
"Sept. 30, 1987",5.037
"June 30, 1987",4.986
"March 31, 1987",5.397
"Dec. 31, 1986",7.145
"Sept. 30, 1986",5.456
"June 30, 1986",5.772
"March 31, 1986",5.056
"Dec. 31, 1985",6.076
"Sept. 30, 1985",4.636
"June 30, 1985",5.140
"March 31, 1985",6.713
"Dec. 31, 1984",5.073
"Sept. 30, 1984",3.356
"June 30, 1984",4.184
"March 31, 1984",3.186
