date,sales_est_0y
"March 20, 2020",86.73B
"March 18, 2020",87.18B
"March 17, 2020",89.21B
"March 14, 2020",89.37B
"March 13, 2020",89.78B
"March 12, 2020",90.42B
"March 11, 2020",90.79B
"March 3, 2020",90.86B
"Feb. 27, 2020",91.27B
"Feb. 21, 2020",90.94B
"Feb. 19, 2020",91.20B
"Feb. 18, 2020",91.98B
"Feb. 12, 2020",92.30B
"Feb. 7, 2020",92.83B
"Feb. 5, 2020",93.02B
"Feb. 3, 2020",92.66B
"Feb. 2, 2020",93.53B
"Jan. 31, 2020",93.61B
"Jan. 30, 2020",93.61B
"Jan. 29, 2020",106.64B
"Jan. 27, 2020",103.64B
"Jan. 26, 2020",104.34B
"Jan. 24, 2020",104.80B
"Jan. 23, 2020",104.34B
"Jan. 22, 2020",106.29B
"Jan. 17, 2020",111.30B
"Jan. 15, 2020",113.48B
"Jan. 13, 2020",113.00B
"Jan. 9, 2020",113.50B
"Jan. 8, 2020",114.80B
"Jan. 7, 2020",115.34B
"Jan. 6, 2020",115.57B
"Dec. 31, 2019",80.38B
"Dec. 20, 2019",80.12B
"Dec. 17, 2019",80.18B
"Dec. 16, 2019",80.64B
"Dec. 9, 2019",80.59B
"Nov. 25, 2019",80.63B
"Nov. 23, 2019",80.66B
"Nov. 19, 2019",80.56B
"Oct. 30, 2019",80.58B
"Oct. 29, 2019",80.47B
"Oct. 28, 2019",80.58B
"Oct. 27, 2019",80.45B
"Oct. 25, 2019",80.51B
"Oct. 24, 2019",80.50B
"Oct. 23, 2019",80.41B
"Oct. 22, 2019",81.62B
"Oct. 21, 2019",82.48B
"Oct. 18, 2019",82.74B
"Oct. 16, 2019",83.02B
"Oct. 15, 2019",83.68B
"Oct. 14, 2019",83.86B
"Oct. 11, 2019",83.98B
"Oct. 10, 2019",83.98B
"Oct. 9, 2019",84.45B
"Oct. 8, 2019",85.16B
"Oct. 7, 2019",85.38B
"Oct. 2, 2019",85.38B
"Oct. 1, 2019",85.65B
"Sept. 24, 2019",85.81B
"Sept. 17, 2019",85.81B
"Sept. 13, 2019",85.81B
"Sept. 10, 2019",85.81B
"Sept. 6, 2019",85.81B
"Aug. 26, 2019",85.94B
"Aug. 20, 2019",85.48B
"Aug. 15, 2019",85.45B
"Aug. 14, 2019",85.45B
"Aug. 13, 2019",85.45B
"Aug. 6, 2019",85.45B
"Aug. 2, 2019",85.68B
"July 30, 2019",85.92B
"July 29, 2019",85.74B
"July 28, 2019",86.06B
"July 26, 2019",86.16B
"July 25, 2019",86.55B
"July 24, 2019",91.05B
"July 22, 2019",88.11B
"July 19, 2019",88.99B
"July 18, 2019",88.50B
"July 17, 2019",96.18B
"July 15, 2019",96.62B
"July 12, 2019",98.14B
"July 11, 2019",99.16B
"July 10, 2019",99.39B
"July 9, 2019",100.38B
"July 8, 2019",101.01B
"July 1, 2019",101.26B
"June 27, 2019",101.53B
"June 26, 2019",101.81B
"June 13, 2019",101.97B
"June 4, 2019",102.22B
"May 30, 2019",102.36B
"May 15, 2019",102.55B
"May 13, 2019",102.32B
"May 8, 2019",102.26B
"May 6, 2019",102.26B
"April 28, 2019",102.27B
"April 26, 2019",102.42B
"April 25, 2019",102.42B
"April 24, 2019",104.18B
"April 23, 2019",104.73B
"April 22, 2019",104.86B
"April 18, 2019",105.07B
"April 17, 2019",105.79B
"April 15, 2019",106.18B
"April 12, 2019",106.15B
"April 11, 2019",106.37B
