date,pe_10
"March 19, 2020",12.89
"March 18, 2020",13.44
"March 17, 2020",16.37
"March 16, 2020",17.10
"March 13, 2020",22.45
"March 12, 2020",20.42
"March 11, 2020",24.94
"March 10, 2020",30.47
"March 9, 2020",29.96
"March 6, 2020",34.60
"March 5, 2020",34.34
"March 4, 2020",37.34
"March 3, 2020",37.02
"March 2, 2020",38.16
"Feb. 28, 2020",36.29
"Feb. 27, 2020",37.96
"Feb. 26, 2020",40.31
"Feb. 25, 2020",40.12
"Feb. 24, 2020",41.93
"Feb. 21, 2020",43.58
"Feb. 20, 2020",44.36
"Feb. 19, 2020",44.62
"Feb. 18, 2020",44.70
"Feb. 14, 2020",44.91
"Feb. 13, 2020",45.22
"Feb. 12, 2020",45.83
"Feb. 11, 2020",45.43
"Feb. 10, 2020",45.46
"Feb. 7, 2020",44.42
"Feb. 6, 2020",45.04
"Feb. 5, 2020",43.47
"Feb. 4, 2020",41.94
"Feb. 3, 2020",41.68
"Jan. 31, 2020",41.98
"Jan. 30, 2020",42.64
"Jan. 29, 2020",42.48
"Jan. 28, 2020",41.76
"Jan. 27, 2020",41.76
"Jan. 24, 2020",42.61
"Jan. 23, 2020",41.92
"Jan. 22, 2020",40.76
"Jan. 21, 2020",41.33
"Jan. 17, 2020",42.76
"Jan. 16, 2020",43.79
"Jan. 15, 2020",43.50
"Jan. 14, 2020",43.84
"Jan. 13, 2020",43.56
"Jan. 10, 2020",43.52
"Jan. 9, 2020",44.36
"Jan. 8, 2020",43.71
"Jan. 7, 2020",44.49
"Jan. 6, 2020",44.02
"Jan. 3, 2020",43.89
"Jan. 2, 2020",43.97
"Dec. 31, 2019",42.97
"Dec. 30, 2019",42.63
"Dec. 27, 2019",43.12
"Dec. 26, 2019",43.09
"Dec. 24, 2019",43.49
"Dec. 23, 2019",44.09
"Dec. 20, 2019",42.84
"Dec. 19, 2019",43.56
"Dec. 18, 2019",43.19
"Dec. 17, 2019",42.71
"Dec. 16, 2019",42.71
"Dec. 13, 2019",44.62
"Dec. 12, 2019",45.23
"Dec. 11, 2019",45.71
"Dec. 10, 2019",45.44
"Dec. 9, 2019",45.87
"Dec. 6, 2019",46.25
"Dec. 5, 2019",45.15
"Dec. 4, 2019",45.56
"Dec. 3, 2019",45.98
"Dec. 2, 2019",46.39
"Nov. 29, 2019",47.82
"Nov. 27, 2019",48.06
"Nov. 26, 2019",48.78
"Nov. 25, 2019",48.73
"Nov. 22, 2019",48.50
"Nov. 21, 2019",47.86
"Nov. 20, 2019",48.44
"Nov. 19, 2019",47.93
"Nov. 18, 2019",48.25
"Nov. 15, 2019",48.54
"Nov. 14, 2019",47.99
"Nov. 13, 2019",47.34
"Nov. 12, 2019",47.39
"Nov. 11, 2019",47.93
"Nov. 8, 2019",45.84
"Nov. 7, 2019",46.67
"Nov. 6, 2019",46.26
"Nov. 5, 2019",46.79
"Nov. 4, 2019",45.85
"Nov. 1, 2019",45.08
"Oct. 31, 2019",44.39
"Oct. 30, 2019",45.20
"Oct. 29, 2019",45.57
"Oct. 28, 2019",44.52
"Oct. 25, 2019",44.38
"Oct. 24, 2019",45.00
"Oct. 23, 2019",44.47
"Oct. 22, 2019",44.01
"Oct. 21, 2019",43.24
"Oct. 18, 2019",44.93
"Oct. 17, 2019",48.20
"Oct. 16, 2019",48.64
"Oct. 15, 2019",48.45
"Oct. 14, 2019",48.74
"Oct. 11, 2019",48.97
"Oct. 10, 2019",48.45
"Oct. 9, 2019",48.97
"Oct. 8, 2019",48.86
"Oct. 7, 2019",49.18
"Oct. 4, 2019",49.07
"Oct. 3, 2019",48.59
"Oct. 2, 2019",47.98
"Oct. 1, 2019",48.97
"Sept. 30, 2019",49.69
"Sept. 27, 2019",51.10
"Sept. 26, 2019",51.64
"Sept. 25, 2019",51.55
"Sept. 24, 2019",50.94
"Sept. 23, 2019",50.32
"Sept. 20, 2019",50.64
"Sept. 19, 2019",51.31
"Sept. 18, 2019",51.57
"Sept. 17, 2019",51.28
"Sept. 16, 2019",50.57
"Sept. 13, 2019",50.69
"Sept. 12, 2019",50.14
"Sept. 11, 2019",51.11
