date,year_low
"March 19, 2020",89.00
"March 18, 2020",89.00
"March 17, 2020",101.25
"March 16, 2020",128.76
"March 13, 2020",154.81
"March 12, 2020",154.81
"March 11, 2020",187.00
"March 10, 2020",215.00
"March 9, 2020",224.37
"March 6, 2020",249.80
"March 5, 2020",259.65
"March 4, 2020",269.60
"March 3, 2020",269.60
"March 2, 2020",269.60
"Feb. 28, 2020",269.60
"Feb. 27, 2020",284.29
"Feb. 26, 2020",302.72
"Feb. 25, 2020",302.72
"Feb. 24, 2020",302.72
"Feb. 21, 2020",302.72
"Feb. 20, 2020",302.72
"Feb. 19, 2020",302.72
"Feb. 18, 2020",302.72
"Feb. 14, 2020",302.72
"Feb. 13, 2020",302.72
"Feb. 12, 2020",302.72
"Feb. 11, 2020",302.72
"Feb. 10, 2020",302.72
"Feb. 7, 2020",302.72
"Feb. 6, 2020",302.72
"Feb. 5, 2020",302.72
"Feb. 4, 2020",302.72
"Feb. 3, 2020",302.72
"Jan. 31, 2020",302.72
"Jan. 30, 2020",302.72
"Jan. 29, 2020",302.72
"Jan. 28, 2020",302.72
"Jan. 27, 2020",302.72
"Jan. 24, 2020",302.72
"Jan. 23, 2020",302.72
"Jan. 22, 2020",302.72
"Jan. 21, 2020",305.75
"Jan. 17, 2020",319.55
"Jan. 16, 2020",319.55
"Jan. 15, 2020",319.55
"Jan. 14, 2020",319.55
"Jan. 13, 2020",319.55
"Jan. 10, 2020",319.55
"Jan. 9, 2020",319.55
"Jan. 8, 2020",319.55
"Jan. 7, 2020",319.55
"Jan. 6, 2020",319.55
"Jan. 3, 2020",316.08
"Jan. 2, 2020",309.40
"Dec. 31, 2019",309.40
"Dec. 30, 2019",309.40
"Dec. 27, 2019",309.40
"Dec. 26, 2019",302.24
"Dec. 24, 2019",292.47
"Dec. 23, 2019",292.47
"Dec. 20, 2019",292.47
"Dec. 19, 2019",292.47
"Dec. 18, 2019",292.47
"Dec. 17, 2019",292.47
"Dec. 16, 2019",292.47
"Dec. 13, 2019",292.47
"Dec. 12, 2019",292.47
"Dec. 11, 2019",292.47
"Dec. 10, 2019",292.47
"Dec. 9, 2019",292.47
"Dec. 6, 2019",292.47
"Dec. 5, 2019",292.47
"Dec. 4, 2019",292.47
"Dec. 3, 2019",292.47
"Dec. 2, 2019",292.47
"Nov. 29, 2019",292.47
"Nov. 27, 2019",292.47
"Nov. 26, 2019",292.47
"Nov. 25, 2019",292.47
"Nov. 22, 2019",292.47
"Nov. 21, 2019",292.47
"Nov. 20, 2019",292.47
"Nov. 19, 2019",292.47
"Nov. 18, 2019",292.47
"Nov. 15, 2019",292.47
"Nov. 14, 2019",292.47
"Nov. 13, 2019",292.47
"Nov. 12, 2019",292.47
"Nov. 11, 2019",292.47
"Nov. 8, 2019",292.47
"Nov. 7, 2019",292.47
"Nov. 6, 2019",292.47
"Nov. 5, 2019",292.47
"Nov. 4, 2019",292.47
"Nov. 1, 2019",292.47
"Oct. 31, 2019",292.47
"Oct. 30, 2019",292.47
"Oct. 29, 2019",292.47
"Oct. 28, 2019",292.47
"Oct. 25, 2019",292.47
"Oct. 24, 2019",292.47
"Oct. 23, 2019",292.47
"Oct. 22, 2019",292.47
"Oct. 21, 2019",292.47
"Oct. 18, 2019",292.47
"Oct. 17, 2019",292.47
"Oct. 16, 2019",292.47
"Oct. 15, 2019",292.47
"Oct. 14, 2019",292.47
"Oct. 11, 2019",292.47
"Oct. 10, 2019",292.47
"Oct. 9, 2019",292.47
"Oct. 8, 2019",292.47
"Oct. 7, 2019",292.47
"Oct. 4, 2019",292.47
"Oct. 3, 2019",292.47
"Oct. 2, 2019",292.47
"Oct. 1, 2019",292.47
"Sept. 30, 2019",292.47
"Sept. 27, 2019",292.47
"Sept. 26, 2019",292.47
"Sept. 25, 2019",292.47
"Sept. 24, 2019",292.47
"Sept. 23, 2019",292.47
"Sept. 20, 2019",292.47
"Sept. 19, 2019",292.47
"Sept. 18, 2019",292.47
"Sept. 17, 2019",292.47
"Sept. 16, 2019",292.47
"Sept. 13, 2019",292.47
"Sept. 12, 2019",292.47
"Sept. 11, 2019",292.47
"Sept. 10, 2019",292.47
"Sept. 9, 2019",292.47
"Sept. 6, 2019",292.47
"Sept. 5, 2019",292.47
"Sept. 4, 2019",292.47
"Sept. 3, 2019",292.47
"Aug. 30, 2019",292.47
"Aug. 29, 2019",292.47
"Aug. 28, 2019",292.47
"Aug. 27, 2019",292.47
"Aug. 26, 2019",292.47
"Aug. 23, 2019",292.47
"Aug. 22, 2019",292.47
"Aug. 21, 2019",292.47
"Aug. 20, 2019",292.47
