date,eps_est_0y
"March 20, 2020",3.114
"March 18, 2020",2.970
"March 17, 2020",3.688
"March 14, 2020",3.759
"March 13, 2020",3.791
"March 12, 2020",4.018
"March 5, 2020",4.121
"March 3, 2020",4.463
"Feb. 27, 2020",4.410
"Feb. 21, 2020",4.463
"Feb. 19, 2020",4.475
"Feb. 18, 2020",4.365
"Feb. 12, 2020",5.085
"Feb. 11, 2020",5.500
"Feb. 7, 2020",5.655
"Feb. 6, 2020",5.639
"Feb. 5, 2020",6.124
"Feb. 3, 2020",6.439
"Feb. 2, 2020",6.333
"Jan. 31, 2020",6.827
"Jan. 30, 2020",6.886
"Jan. 29, 2020",11.77
"Jan. 27, 2020",13.25
"Jan. 26, 2020",13.42
"Jan. 24, 2020",13.56
"Jan. 23, 2020",13.42
"Jan. 22, 2020",13.71
"Jan. 17, 2020",15.55
"Jan. 15, 2020",16.35
"Jan. 13, 2020",16.35
"Jan. 9, 2020",16.95
"Jan. 8, 2020",17.45
"Jan. 7, 2020",17.80
"Jan. 6, 2020",18.17
"Dec. 31, 2019",-2.472
"Dec. 23, 2019",0.6078
"Dec. 20, 2019",0.6098
"Dec. 18, 2019",0.7082
"Dec. 17, 2019",0.5714
"Dec. 16, 2019",1.163
"Dec. 9, 2019",1.129
"Nov. 25, 2019",1.147
"Nov. 23, 2019",1.162
"Nov. 19, 2019",1.116
"Nov. 4, 2019",1.098
"Oct. 30, 2019",1.137
"Oct. 29, 2019",1.237
"Oct. 28, 2019",1.272
"Oct. 27, 2019",1.298
"Oct. 25, 2019",1.348
"Oct. 24, 2019",1.243
"Oct. 23, 2019",2.225
"Oct. 21, 2019",2.632
"Oct. 18, 2019",2.684
"Oct. 16, 2019",2.893
"Oct. 15, 2019",2.970
"Oct. 14, 2019",3.008
"Oct. 12, 2019",3.052
"Oct. 10, 2019",3.184
"Oct. 9, 2019",3.268
"Oct. 8, 2019",3.457
"Oct. 7, 2019",3.574
"Oct. 2, 2019",3.585
"Oct. 1, 2019",3.659
"Sept. 24, 2019",3.872
"Sept. 17, 2019",3.872
"Sept. 10, 2019",3.872
"Sept. 6, 2019",3.990
"Aug. 26, 2019",3.990
"Aug. 22, 2019",3.999
"Aug. 15, 2019",3.999
"Aug. 14, 2019",3.998
"Aug. 13, 2019",3.819
"Aug. 6, 2019",3.925
"Aug. 2, 2019",3.925
"July 29, 2019",3.942
"July 28, 2019",3.941
