date,graham_number
"Dec. 31, 2019",58.89
"Sept. 30, 2019",62.14
"June 30, 2019",59.18
"March 31, 2019",60.13
"Dec. 31, 2018",58.11
"Sept. 30, 2018",58.69
"June 30, 2018",57.73
"March 31, 2018",55.06
"Dec. 31, 2017",56.89
"Sept. 30, 2017",56.19
"June 30, 2017",30.75
"March 31, 2017",33.90
"Dec. 31, 2016",31.42
"Sept. 30, 2016",33.67
"June 30, 2016",58.38
"March 31, 2016",56.98
"Dec. 31, 2015",58.54
"Sept. 30, 2015",54.20
"June 30, 2015",53.43
"March 31, 2015",52.57
"Dec. 31, 2014",50.90
"Sept. 30, 2014",53.36
"June 30, 2014",52.07
"March 31, 2014",51.02
"Dec. 31, 2013",47.49
"Sept. 30, 2013",41.62
"June 30, 2013",42.29
"March 31, 2013",42.67
"Dec. 31, 2012",42.84
"Sept. 30, 2012",47.51
"June 30, 2012",53.44
"March 31, 2012",53.07
"Dec. 31, 2011",52.32
"Sept. 30, 2011",50.60
"June 30, 2011",44.10
"March 31, 2011",40.43
"Dec. 31, 2010",40.16
"Sept. 30, 2010",41.18
"June 30, 2010",38.82
"March 31, 2010",41.94
"Dec. 31, 2009",42.93
"Sept. 30, 2009",41.96
"June 30, 2009",41.47
"March 31, 2009",41.86
"Dec. 31, 2008",45.08
"Sept. 30, 2008",47.08
"June 30, 2008",47.04
"March 31, 2008",45.16
"Dec. 31, 2007",39.25
"Sept. 30, 2007",38.14
"June 30, 2007",35.07
"March 31, 2007",34.80
"Dec. 31, 2006",36.75
"Sept. 30, 2006",30.21
"June 30, 2006",32.81
"March 31, 2006",33.87
"Dec. 31, 2005",32.87
"Sept. 30, 2005",38.73
"June 30, 2005",40.05
"March 31, 2005",37.74
"Dec. 31, 2004",36.48
"Sept. 30, 2004",12.08
"June 30, 2004",
"March 31, 2004",
"Dec. 31, 2003",12.35
"Sept. 30, 2003",
"June 30, 2003",13.67
"March 31, 2003",8.203
"Dec. 31, 2002",
"Sept. 30, 2002",35.26
"June 30, 2002",35.16
"March 31, 2002",39.62
"Dec. 31, 2001",41.66
"Sept. 30, 2001",35.63
"June 30, 2001",33.48
"March 31, 2001",26.20
"Dec. 31, 2000",22.75
"Sept. 30, 2000",39.14
"June 30, 2000",39.64
"March 31, 2000",43.90
"Dec. 31, 1999",60.20
"Sept. 30, 1999",41.64
"June 30, 1999",39.88
"March 31, 1999",40.10
"Dec. 31, 1998",39.88
"Sept. 30, 1998",42.03
"June 30, 1998",37.83
"March 31, 1998",37.92
"Dec. 31, 1997",38.67
"Sept. 30, 1997",38.94
"June 30, 1997",41.67
"March 31, 1997",41.39
"Dec. 31, 1996",41.30
"Sept. 30, 1996",41.12
"June 30, 1996",40.59
"March 31, 1996",40.03
"Dec. 31, 1995",38.61
"Sept. 30, 1995",37.57
"June 30, 1995",36.91
"March 31, 1995",37.28
"Dec. 31, 1994",37.31
"Sept. 30, 1994",38.88
"June 30, 1994",32.89
"March 31, 1994",32.22
