date,days_inventory_outstanding
"Dec. 31, 2019",45.59
"Sept. 30, 2019",39.80
"June 30, 2019",43.09
"March 31, 2019",36.22
"Dec. 31, 2018",34.96
"Sept. 30, 2018",29.07
"June 30, 2018",34.66
"March 31, 2018",34.01
"Dec. 31, 2017",38.54
"Sept. 30, 2017",37.04
"June 30, 2017",42.13
"March 31, 2017",37.61
"Dec. 31, 2016",35.06
"Sept. 30, 2016",40.16
"June 30, 2016",54.70
"March 31, 2016",51.15
"Dec. 31, 2015",45.95
"Sept. 30, 2015",38.44
"June 30, 2015",46.95
"March 31, 2015",41.83
"Dec. 31, 2014",42.81
"Sept. 30, 2014",43.77
"June 30, 2014",42.43
"March 31, 2014",41.80
"Dec. 31, 2013",63.95
"Sept. 30, 2013",55.47
"June 30, 2013",63.70
"March 31, 2013",56.99
"Dec. 31, 2012",55.60
"Sept. 30, 2012",53.16
"June 30, 2012",62.00
"March 31, 2012",55.42
"Dec. 31, 2011",20.62
"Sept. 30, 2011",67.90
"June 30, 2011",94.82
"March 31, 2011",95.16
"Dec. 31, 2010",23.73
"Sept. 30, 2010",94.87
"June 30, 2010",127.81
"March 31, 2010",117.60
"Dec. 31, 2009",133.04
"Sept. 30, 2009",118.25
"June 30, 2009",123.93
"March 31, 2009",91.81
"Dec. 31, 2008",82.01
"Sept. 30, 2008",50.32
"June 30, 2008",64.18
"March 31, 2008",70.25
"Dec. 31, 2007",72.16
"Sept. 30, 2007",62.60
"June 30, 2007",77.94
"March 31, 2007",74.77
"Dec. 31, 2006",75.81
"Sept. 30, 2006",55.22
"June 30, 2006",66.55
"March 31, 2006",60.81
"Dec. 31, 2005",55.66
"Sept. 30, 2005",50.22
"June 30, 2005",63.03
"March 31, 2005",58.12
"Dec. 31, 2004",46.97
"Sept. 30, 2004",58.05
"June 30, 2004",64.54
"March 31, 2004",61.97
"Dec. 31, 2003",62.61
"Sept. 30, 2003",60.40
"June 30, 2003",60.27
"March 31, 2003",49.25
"Dec. 31, 2002",95.35
"Sept. 30, 2002",67.79
"June 30, 2002",67.72
"March 31, 2002",
"Dec. 31, 2001",
"Sept. 30, 2001",
"June 30, 2001",
"March 31, 2001",
"Dec. 31, 2000",
"Sept. 30, 2000",60.08
"June 30, 2000",10.07
"March 31, 2000",130.98
"Dec. 31, 1999",4.687
"Sept. 30, 1999",52.43
"June 30, 1999",65.05
"March 31, 1999",96.64
"Dec. 31, 1998",25.10
"Sept. 30, 1998",69.55
"June 30, 1998",82.47
"March 31, 1998",91.29
"Dec. 31, 1997",106.80
"Sept. 30, 1997",85.18
"June 30, 1997",111.82
"March 31, 1997",99.55
"Dec. 31, 1996",106.38
"Sept. 30, 1996",112.24
"June 30, 1996",114.53
"March 31, 1996",105.23
"Dec. 31, 1995",115.55
"Sept. 30, 1995",105.22
"June 30, 1995",140.61
"March 31, 1995",117.51
"Dec. 31, 1994",120.74
"Sept. 30, 1994",105.77
"June 30, 1994",96.76
