date,assets
"Dec. 31, 2019",75.89B
"Sept. 30, 2019",73.90B
"June 30, 2019",72.55B
"March 31, 2019",70.72B
"Dec. 31, 2018",68.80B
"Sept. 30, 2018",67.62B
"June 30, 2018",66.87B
"March 31, 2018",65.61B
"Dec. 31, 2017",64.73B
"Sept. 30, 2017",63.96B
"June 30, 2017",62.74B
"March 31, 2017",61.73B
"Dec. 31, 2016",63.47B
"Sept. 30, 2016",61.44B
"June 30, 2016",63.32B
"March 31, 2016",62.49B
"Dec. 31, 2015",61.68B
"Sept. 30, 2015",61.10B
"June 30, 2015",60.94B
"March 31, 2015",60.04B
"Dec. 31, 2014",59.54B
"Sept. 30, 2014",57.92B
"June 30, 2014",57.62B
"March 31, 2014",57.04B
"Dec. 31, 2013",56.41B
"Sept. 30, 2013",54.96B
"June 30, 2013",54.98B
"March 31, 2013",54.55B
"Dec. 31, 2012",54.37B
"Sept. 30, 2012",53.84B
"June 30, 2012",53.42B
"March 31, 2012",52.90B
"Dec. 31, 2011",52.22B
"Sept. 30, 2011",51.19B
"June 30, 2011",50.75B
"March 31, 2011",50.56B
"Dec. 31, 2010",50.46B
"Sept. 30, 2010",49.89B
"June 30, 2010",49.94B
"March 31, 2010",49.62B
"Dec. 31, 2009",48.35B
"Sept. 30, 2009",47.19B
"June 30, 2009",46.34B
"March 31, 2009",45.86B
"Dec. 31, 2008",45.16B
"Sept. 30, 2008",43.04B
"June 30, 2008",42.70B
"March 31, 2008",41.32B
"Dec. 31, 2007",40.32B
"Sept. 30, 2007",39.46B
"June 30, 2007",39.19B
"March 31, 2007",37.94B
"Dec. 31, 2006",37.99B
"Sept. 30, 2006",36.38B
"June 30, 2006",36.18B
"March 31, 2006",35.76B
"Dec. 31, 2005",36.17B
"Sept. 30, 2005",35.96B
"June 30, 2005",33.94B
"March 31, 2005",35.10B
"Dec. 31, 2004",34.64B
"Sept. 30, 2004",34.82B
"June 30, 2004",35.85B
"March 31, 2004",36.24B
"Dec. 31, 2003",36.78B
"Sept. 30, 2003",36.08B
"June 30, 2003",35.36B
"March 31, 2003",36.90B
"Dec. 31, 2002",35.89B
"Sept. 30, 2002",45.52B
"June 30, 2002",51.16B
"March 31, 2002",50.15B
"Dec. 31, 2001",47.28B
"Sept. 30, 2001",52.82B
"June 30, 2001",50.23B
"March 31, 2001",46.91B
"Dec. 31, 2000",53.35B
"Sept. 30, 2000",40.52B
"June 30, 2000",40.40B
"March 31, 2000",21.90B
"Dec. 31, 1999",35.72B
"Sept. 30, 1999",20.44B
"June 30, 1999",20.59B
"March 31, 1999",20.13B
"Dec. 31, 1998",19.48B
"Sept. 30, 1998",17.48B
"June 30, 1998",17.81B
"March 31, 1998",16.80B
"Dec. 31, 1997",16.62B
"Sept. 30, 1997",16.25B
"June 30, 1997",16.33B
"March 31, 1997",15.91B
"Dec. 31, 1996",15.88B
"Sept. 30, 1996",15.69B
"June 30, 1996",15.86B
"March 31, 1996",15.99B
"Dec. 31, 1995",15.90B
"Sept. 30, 1995",15.70B
"June 30, 1995",15.96B
"March 31, 1995",15.77B
"Dec. 31, 1994",15.74B
"Sept. 30, 1994",15.40B
"June 30, 1994",15.51B
"March 31, 1994",15.46B
