date,operating_earning_yield
"March 19, 2020",6.87%
"March 18, 2020",6.29%
"March 17, 2020",6.08%
"March 16, 2020",6.80%
"March 13, 2020",6.42%
"March 12, 2020",6.72%
"March 11, 2020",6.19%
"March 10, 2020",5.86%
"March 9, 2020",5.84%
"March 6, 2020",5.68%
"March 5, 2020",5.62%
"March 4, 2020",5.56%
"March 3, 2020",5.81%
"March 2, 2020",5.84%
"Feb. 28, 2020",6.22%
"Feb. 27, 2020",6.04%
"Feb. 26, 2020",5.70%
"Feb. 25, 2020",5.65%
"Feb. 24, 2020",5.55%
"Feb. 21, 2020",5.46%
"Feb. 20, 2020",5.42%
"Feb. 19, 2020",5.36%
"Feb. 18, 2020",5.32%
"Feb. 14, 2020",5.35%
"Feb. 13, 2020",5.40%
"Feb. 12, 2020",5.45%
"Feb. 11, 2020",5.43%
"Feb. 10, 2020",5.44%
"Feb. 7, 2020",5.48%
"Feb. 6, 2020",5.43%
"Feb. 5, 2020",5.43%
"Feb. 4, 2020",5.39%
"Feb. 3, 2020",5.32%
"Jan. 31, 2020",5.32%
"Jan. 30, 2020",5.33%
"Jan. 29, 2020",5.40%
"Jan. 28, 2020",5.43%
"Jan. 27, 2020",5.45%
"Jan. 24, 2020",5.43%
"Jan. 23, 2020",5.50%
"Jan. 22, 2020",5.55%
"Jan. 21, 2020",5.59%
"Jan. 17, 2020",5.63%
"Jan. 16, 2020",5.70%
"Jan. 15, 2020",5.74%
"Jan. 14, 2020",5.84%
"Jan. 13, 2020",5.86%
"Jan. 10, 2020",5.88%
"Jan. 9, 2020",5.91%
"Jan. 8, 2020",5.94%
"Jan. 7, 2020",5.92%
"Jan. 6, 2020",5.92%
"Jan. 3, 2020",5.94%
"Jan. 2, 2020",5.94%
"Dec. 31, 2019",5.87%
"Dec. 30, 2019",6.27%
"Dec. 27, 2019",6.26%
"Dec. 26, 2019",6.28%
"Dec. 24, 2019",6.29%
"Dec. 23, 2019",6.29%
"Dec. 20, 2019",6.22%
"Dec. 19, 2019",6.28%
"Dec. 18, 2019",6.29%
"Dec. 17, 2019",6.33%
"Dec. 16, 2019",6.34%
"Dec. 13, 2019",6.41%
"Dec. 12, 2019",6.47%
"Dec. 11, 2019",6.40%
"Dec. 10, 2019",6.42%
"Dec. 9, 2019",6.42%
"Dec. 6, 2019",6.38%
"Dec. 5, 2019",6.38%
"Dec. 4, 2019",6.41%
"Dec. 3, 2019",6.49%
"Dec. 2, 2019",6.53%
"Nov. 29, 2019",6.46%
"Nov. 27, 2019",6.44%
"Nov. 26, 2019",6.45%
"Nov. 25, 2019",6.49%
"Nov. 22, 2019",6.44%
"Nov. 21, 2019",6.48%
"Nov. 20, 2019",6.45%
"Nov. 19, 2019",6.51%
"Nov. 18, 2019",6.54%
"Nov. 15, 2019",6.59%
"Nov. 14, 2019",6.58%
"Nov. 13, 2019",6.56%
"Nov. 12, 2019",6.66%
"Nov. 11, 2019",6.64%
"Nov. 8, 2019",6.62%
"Nov. 7, 2019",6.60%
"Nov. 6, 2019",6.41%
"Nov. 5, 2019",6.45%
"Nov. 4, 2019",6.36%
"Nov. 1, 2019",6.30%
"Oct. 31, 2019",6.25%
"Oct. 30, 2019",6.27%
"Oct. 29, 2019",6.33%
"Oct. 28, 2019",6.32%
"Oct. 25, 2019",6.25%
"Oct. 24, 2019",6.16%
"Oct. 23, 2019",6.25%
"Oct. 22, 2019",6.26%
"Oct. 21, 2019",6.24%
"Oct. 18, 2019",6.27%
"Oct. 17, 2019",6.34%
"Oct. 16, 2019",6.37%
"Oct. 15, 2019",6.43%
"Oct. 14, 2019",6.41%
"Oct. 11, 2019",6.39%
"Oct. 10, 2019",6.37%
"Oct. 9, 2019",6.35%
"Oct. 8, 2019",6.37%
"Oct. 7, 2019",6.29%
"Oct. 4, 2019",6.30%
"Oct. 3, 2019",6.38%
"Oct. 2, 2019",6.40%
"Oct. 1, 2019",6.33%
"Sept. 30, 2019",6.30%
"Sept. 27, 2019",5.64%
"Sept. 26, 2019",5.64%
"Sept. 25, 2019",5.64%
"Sept. 24, 2019",5.62%
"Sept. 23, 2019",5.69%
"Sept. 20, 2019",5.71%
"Sept. 19, 2019",5.71%
"Sept. 18, 2019",5.72%
"Sept. 17, 2019",5.73%
"Sept. 16, 2019",5.80%
"Sept. 13, 2019",5.81%
"Sept. 12, 2019",5.78%
"Sept. 11, 2019",5.80%
"Sept. 10, 2019",5.84%
"Sept. 9, 2019",5.82%
"Sept. 6, 2019",5.84%
"Sept. 5, 2019",5.81%
"Sept. 4, 2019",5.71%
"Sept. 3, 2019",5.73%
"Aug. 30, 2019",5.83%
"Aug. 29, 2019",5.86%
"Aug. 28, 2019",5.93%
