date,days_payables_outstanding
"Dec. 31, 2019",75.11
"Sept. 30, 2019",65.48
"June 30, 2019",66.52
"March 31, 2019",64.68
"Dec. 31, 2018",66.17
"Sept. 30, 2018",54.33
"June 30, 2018",58.34
"March 31, 2018",64.49
"Dec. 31, 2017",73.03
"Sept. 30, 2017",56.32
"June 30, 2017",51.22
"March 31, 2017",55.16
"Dec. 31, 2016",54.52
"Sept. 30, 2016",49.63
"June 30, 2016",49.40
"March 31, 2016",49.86
"Dec. 31, 2015",46.14
"Sept. 30, 2015",43.49
"June 30, 2015",51.00
"March 31, 2015",44.39
"Dec. 31, 2014",41.03
"Sept. 30, 2014",45.15
"June 30, 2014",42.49
"March 31, 2014",42.38
"Dec. 31, 2013",52.03
"Sept. 30, 2013",39.52
"June 30, 2013",40.02
"March 31, 2013",40.73
"Dec. 31, 2012",39.32
"Sept. 30, 2012",34.50
"June 30, 2012",38.74
"March 31, 2012",40.13
"Dec. 31, 2011",17.18
"Sept. 30, 2011",58.69
"June 30, 2011",67.96
"March 31, 2011",73.28
"Dec. 31, 2010",16.04
"Sept. 30, 2010",62.86
"June 30, 2010",73.17
"March 31, 2010",83.28
"Dec. 31, 2009",82.13
"Sept. 30, 2009",76.10
"June 30, 2009",83.23
"March 31, 2009",82.44
"Dec. 31, 2008",91.12
"Sept. 30, 2008",70.83
"June 30, 2008",77.69
"March 31, 2008",93.26
"Dec. 31, 2007",91.06
"Sept. 30, 2007",76.37
"June 30, 2007",89.14
"March 31, 2007",103.08
"Dec. 31, 2006",101.66
"Sept. 30, 2006",81.40
"June 30, 2006",83.58
"March 31, 2006",84.39
"Dec. 31, 2005",85.49
"Sept. 30, 2005",79.30
"June 30, 2005",76.01
"March 31, 2005",92.54
"Dec. 31, 2004",57.77
"Sept. 30, 2004",60.30
"June 30, 2004",62.75
"March 31, 2004",82.18
"Dec. 31, 2003",114.33
"Sept. 30, 2003",89.59
"June 30, 2003",119.10
"March 31, 2003",122.77
"Dec. 31, 2002",278.15
"Sept. 30, 2002",144.19
"June 30, 2002",136.62
"March 31, 2002",
"Dec. 31, 2001",
"Sept. 30, 2001",
"June 30, 2001",
"March 31, 2001",
"Dec. 31, 2000",
"Sept. 30, 2000",126.14
"June 30, 2000",16.11
"March 31, 2000",492.80
"Dec. 31, 1999",5.903
"Sept. 30, 1999",52.55
"June 30, 1999",65.52
"March 31, 1999",115.04
"Dec. 31, 1998",27.57
"Sept. 30, 1998",73.16
"June 30, 1998",65.85
"March 31, 1998",66.36
"Dec. 31, 1997",60.34
"Sept. 30, 1997",34.99
"June 30, 1997",35.54
"March 31, 1997",40.73
"Dec. 31, 1996",42.80
"Sept. 30, 1996",40.91
"June 30, 1996",38.26
"March 31, 1996",44.91
"Dec. 31, 1995",44.30
"Sept. 30, 1995",43.40
"June 30, 1995",43.07
"March 31, 1995",47.87
"Dec. 31, 1994",48.30
"Sept. 30, 1994",45.47
"June 30, 1994",42.42
