date,year_high
"March 19, 2020",104.97
"March 18, 2020",104.97
"March 17, 2020",104.97
"March 16, 2020",104.97
"March 13, 2020",104.97
"March 12, 2020",104.97
"March 11, 2020",104.97
"March 10, 2020",104.97
"March 9, 2020",104.97
"March 6, 2020",104.97
"March 5, 2020",104.97
"March 4, 2020",104.97
"March 3, 2020",104.97
"March 2, 2020",104.97
"Feb. 28, 2020",104.97
"Feb. 27, 2020",104.97
"Feb. 26, 2020",104.97
"Feb. 25, 2020",104.97
"Feb. 24, 2020",104.97
"Feb. 21, 2020",104.97
"Feb. 20, 2020",104.97
"Feb. 19, 2020",104.97
"Feb. 18, 2020",104.97
"Feb. 14, 2020",104.97
"Feb. 13, 2020",104.97
"Feb. 12, 2020",104.97
"Feb. 11, 2020",104.97
"Feb. 10, 2020",104.97
"Feb. 7, 2020",104.97
"Feb. 6, 2020",104.97
"Feb. 5, 2020",104.97
"Feb. 4, 2020",104.97
"Feb. 3, 2020",104.70
"Jan. 31, 2020",104.43
"Jan. 30, 2020",104.13
"Jan. 29, 2020",103.14
"Jan. 28, 2020",102.75
"Jan. 27, 2020",102.75
"Jan. 24, 2020",102.36
"Jan. 23, 2020",101.03
"Jan. 22, 2020",100.40
"Jan. 21, 2020",99.85
"Jan. 17, 2020",98.66
"Jan. 16, 2020",97.53
"Jan. 15, 2020",96.67
"Jan. 14, 2020",96.22
"Jan. 13, 2020",96.22
"Jan. 10, 2020",96.22
"Jan. 9, 2020",96.22
"Jan. 8, 2020",96.22
"Jan. 7, 2020",96.22
"Jan. 6, 2020",96.22
"Jan. 3, 2020",96.22
"Jan. 2, 2020",96.22
"Dec. 31, 2019",96.22
"Dec. 30, 2019",96.22
"Dec. 27, 2019",96.22
"Dec. 26, 2019",96.22
"Dec. 24, 2019",96.22
"Dec. 23, 2019",96.22
"Dec. 20, 2019",96.22
"Dec. 19, 2019",96.22
"Dec. 18, 2019",96.22
"Dec. 17, 2019",96.22
"Dec. 16, 2019",96.22
"Dec. 13, 2019",96.22
"Dec. 12, 2019",96.22
"Dec. 11, 2019",96.22
"Dec. 10, 2019",96.22
"Dec. 9, 2019",96.22
"Dec. 6, 2019",96.22
"Dec. 5, 2019",96.22
"Dec. 4, 2019",96.22
"Dec. 3, 2019",96.22
"Dec. 2, 2019",96.22
"Nov. 29, 2019",96.22
"Nov. 27, 2019",96.22
"Nov. 26, 2019",96.22
"Nov. 25, 2019",96.22
"Nov. 22, 2019",96.22
"Nov. 21, 2019",96.22
"Nov. 20, 2019",96.22
"Nov. 19, 2019",96.22
"Nov. 18, 2019",96.22
"Nov. 15, 2019",96.22
"Nov. 14, 2019",96.22
"Nov. 13, 2019",96.22
"Nov. 12, 2019",96.22
"Nov. 11, 2019",96.22
"Nov. 8, 2019",96.22
"Nov. 7, 2019",96.22
"Nov. 6, 2019",96.22
"Nov. 5, 2019",96.22
"Nov. 4, 2019",96.22
"Nov. 1, 2019",96.22
"Oct. 31, 2019",96.22
"Oct. 30, 2019",96.22
"Oct. 29, 2019",96.22
"Oct. 28, 2019",96.22
"Oct. 25, 2019",96.22
"Oct. 24, 2019",96.22
"Oct. 23, 2019",95.10
"Oct. 22, 2019",94.89
"Oct. 21, 2019",94.89
"Oct. 18, 2019",94.89
"Oct. 17, 2019",94.89
"Oct. 16, 2019",94.89
"Oct. 15, 2019",94.89
"Oct. 14, 2019",94.89
"Oct. 11, 2019",94.89
"Oct. 10, 2019",94.89
"Oct. 9, 2019",94.89
"Oct. 8, 2019",94.89
"Oct. 7, 2019",94.89
"Oct. 4, 2019",94.89
"Oct. 3, 2019",94.89
"Oct. 2, 2019",94.89
"Oct. 1, 2019",94.89
"Sept. 30, 2019",94.89
"Sept. 27, 2019",94.89
"Sept. 26, 2019",94.89
"Sept. 25, 2019",94.89
"Sept. 24, 2019",94.89
"Sept. 23, 2019",93.84
"Sept. 20, 2019",93.56
"Sept. 19, 2019",93.38
"Sept. 18, 2019",93.23
"Sept. 17, 2019",93.23
"Sept. 16, 2019",93.23
"Sept. 13, 2019",93.23
"Sept. 12, 2019",93.23
"Sept. 11, 2019",93.23
"Sept. 10, 2019",93.23
"Sept. 9, 2019",93.23
"Sept. 6, 2019",93.23
"Sept. 5, 2019",93.23
"Sept. 4, 2019",93.23
"Sept. 3, 2019",92.87
"Aug. 30, 2019",91.99
"Aug. 29, 2019",91.99
"Aug. 28, 2019",91.99
"Aug. 27, 2019",91.99
"Aug. 26, 2019",91.99
"Aug. 23, 2019",91.99
"Aug. 22, 2019",91.99
"Aug. 21, 2019",91.99
"Aug. 20, 2019",91.99
"Aug. 19, 2019",91.99
"Aug. 16, 2019",91.99
"Aug. 15, 2019",91.99
"Aug. 14, 2019",91.99
"Aug. 13, 2019",91.99
"Aug. 12, 2019",91.99
"Aug. 9, 2019",91.99
"Aug. 8, 2019",91.99
"Aug. 7, 2019",91.99
"Aug. 6, 2019",91.99
"Aug. 5, 2019",91.99
"Aug. 2, 2019",91.99
"Aug. 1, 2019",91.99
"July 31, 2019",91.99
"July 30, 2019",91.99
"July 29, 2019",91.99
"July 26, 2019",91.99
"July 25, 2019",91.99
"July 24, 2019",91.99
"July 23, 2019",91.99
"July 22, 2019",91.99
"July 19, 2019",91.99
"July 18, 2019",91.99
"July 17, 2019",91.99
"July 16, 2019",91.99
"July 15, 2019",91.99
"July 12, 2019",91.99
"July 11, 2019",91.99
"July 10, 2019",91.99
"July 9, 2019",91.99
"July 8, 2019",91.99
"July 5, 2019",91.99
"July 3, 2019",91.99
"July 2, 2019",91.99
"July 1, 2019",91.99
"June 28, 2019",91.99
"June 27, 2019",91.99
"June 26, 2019",91.99
"June 25, 2019",91.99
"June 24, 2019",91.99
"June 21, 2019",91.70
"June 20, 2019",91.70
"June 19, 2019",91.19
"June 18, 2019",91.07
"June 17, 2019",91.07
"June 14, 2019",91.07
"June 13, 2019",91.07
"June 12, 2019",91.07
"June 11, 2019",91.07
"June 10, 2019",91.07
"June 7, 2019",91.07
"June 6, 2019",90.25
"June 5, 2019",89.79
"June 4, 2019",89.01
"June 3, 2019",89.01
"May 31, 2019",89.01
"May 30, 2019",89.01
"May 29, 2019",89.01
"May 28, 2019",89.01
"May 24, 2019",89.01
"May 23, 2019",88.26
"May 22, 2019",87.37
"May 21, 2019",87.14
"May 20, 2019",86.77
"May 17, 2019",86.54
"May 16, 2019",86.54
"May 15, 2019",86.54
"May 14, 2019",86.54
"May 13, 2019",86.54
"May 10, 2019",86.10
"May 9, 2019",86.10
"May 8, 2019",86.10
"May 7, 2019",86.10
"May 6, 2019",86.10
"May 3, 2019",86.10
"May 2, 2019",86.10
"May 1, 2019",86.10
"April 30, 2019",86.10
"April 29, 2019",86.10
"April 26, 2019",86.10
"April 25, 2019",86.10
"April 24, 2019",86.10
"April 23, 2019",86.10
"April 22, 2019",86.10
"April 18, 2019",86.10
"April 17, 2019",86.10
"April 16, 2019",86.10
"April 15, 2019",86.10
"April 12, 2019",86.10
"April 11, 2019",86.10
"April 10, 2019",86.10
"April 9, 2019",86.10
"April 8, 2019",86.10
"April 5, 2019",86.10
"April 4, 2019",86.10
"April 3, 2019",86.10
"April 2, 2019",86.10
"April 1, 2019",86.10
"March 29, 2019",86.10
"March 28, 2019",86.10
"March 27, 2019",86.10
"March 26, 2019",86.00
"March 25, 2019",85.71
"March 22, 2019",85.71
"March 21, 2019",84.34
"March 20, 2019",84.27
"March 19, 2019",84.27
"March 18, 2019",84.27
"March 15, 2019",84.27
"March 14, 2019",83.73
"March 13, 2019",83.42
"March 12, 2019",83.42
"March 11, 2019",82.60
"March 8, 2019",82.20
"March 7, 2019",82.20
"March 6, 2019",81.81
"March 5, 2019",81.81
"March 4, 2019",81.81
"March 1, 2019",81.76
"Feb. 28, 2019",81.76
"Feb. 27, 2019",81.76
"Feb. 26, 2019",81.76
"Feb. 25, 2019",81.76
"Feb. 22, 2019",81.76
"Feb. 21, 2019",81.32
"Feb. 20, 2019",81.05
"Feb. 19, 2019",81.05
"Feb. 15, 2019",81.05
"Feb. 14, 2019",81.05
"Feb. 13, 2019",81.05
"Feb. 12, 2019",81.05
"Feb. 11, 2019",81.05
"Feb. 8, 2019",81.05
"Feb. 7, 2019",81.05
"Feb. 6, 2019",81.05
"Feb. 5, 2019",81.05
"Feb. 4, 2019",81.05
"Feb. 1, 2019",81.05
"Jan. 31, 2019",81.05
"Jan. 30, 2019",81.05
"Jan. 29, 2019",81.05
"Jan. 28, 2019",81.05
"Jan. 25, 2019",81.05
"Jan. 24, 2019",81.05
"Jan. 23, 2019",81.05
"Jan. 22, 2019",81.05
"Jan. 18, 2019",81.05
"Jan. 17, 2019",81.05
"Jan. 16, 2019",81.05
"Jan. 15, 2019",81.05
"Jan. 14, 2019",81.05
"Jan. 11, 2019",81.05
"Jan. 10, 2019",81.05
"Jan. 9, 2019",81.05
"Jan. 8, 2019",81.05
"Jan. 7, 2019",81.05
"Jan. 4, 2019",81.05
"Jan. 3, 2019",81.05
"Jan. 2, 2019",81.05
"Dec. 31, 2018",81.05
"Dec. 28, 2018",81.05
"Dec. 27, 2018",81.05
"Dec. 26, 2018",81.05
"Dec. 24, 2018",81.05
"Dec. 21, 2018",81.05
"Dec. 20, 2018",81.05
"Dec. 19, 2018",81.05
"Dec. 18, 2018",81.05
"Dec. 17, 2018",81.05
"Dec. 14, 2018",81.05
"Dec. 13, 2018",80.67
"Dec. 12, 2018",80.49
"Dec. 11, 2018",80.15
"Dec. 10, 2018",79.77
"Dec. 7, 2018",79.77
"Dec. 6, 2018",79.31
"Dec. 4, 2018",79.31
"Dec. 3, 2018",78.47
"Nov. 30, 2018",78.47
"Nov. 29, 2018",78.47
"Nov. 28, 2018",78.47
"Nov. 27, 2018",78.47
"Nov. 26, 2018",78.47
"Nov. 23, 2018",78.47
"Nov. 21, 2018",78.47
"Nov. 20, 2018",78.47
"Nov. 19, 2018",78.07
"Nov. 16, 2018",78.07
"Nov. 15, 2018",78.07
"Nov. 14, 2018",78.07
"Nov. 13, 2018",78.07
"Nov. 12, 2018",78.07
"Nov. 9, 2018",78.07
"Nov. 8, 2018",78.07
"Nov. 7, 2018",78.07
"Nov. 6, 2018",78.07
"Nov. 5, 2018",78.07
"Nov. 2, 2018",78.07
"Nov. 1, 2018",78.07
"Oct. 31, 2018",78.07
"Oct. 30, 2018",78.07
"Oct. 29, 2018",78.07
"Oct. 26, 2018",78.07
"Oct. 25, 2018",78.07
"Oct. 24, 2018",78.07
"Oct. 23, 2018",78.07
"Oct. 22, 2018",78.07
"Oct. 19, 2018",78.07
"Oct. 18, 2018",78.07
"Oct. 17, 2018",78.07
"Oct. 16, 2018",78.07
"Oct. 15, 2018",78.07
"Oct. 12, 2018",78.07
"Oct. 11, 2018",78.07
"Oct. 10, 2018",78.07
"Oct. 9, 2018",78.07
"Oct. 8, 2018",78.07
"Oct. 5, 2018",78.07
"Oct. 4, 2018",78.07
"Oct. 3, 2018",78.07
"Oct. 2, 2018",78.07
"Oct. 1, 2018",78.07
"Sept. 28, 2018",78.07
"Sept. 27, 2018",78.07
"Sept. 26, 2018",78.07
"Sept. 25, 2018",78.07
"Sept. 24, 2018",78.07
"Sept. 21, 2018",78.07
"Sept. 20, 2018",78.07
"Sept. 19, 2018",78.07
"Sept. 18, 2018",78.07
"Sept. 17, 2018",78.07
"Sept. 14, 2018",78.07
"Sept. 13, 2018",78.07
"Sept. 12, 2018",78.07
"Sept. 11, 2018",78.07
"Sept. 10, 2018",78.07
"Sept. 7, 2018",78.07
"Sept. 6, 2018",78.07
"Sept. 5, 2018",78.07
"Sept. 4, 2018",78.07
"Aug. 31, 2018",78.07
"Aug. 30, 2018",78.07
"Aug. 29, 2018",78.07
"Aug. 28, 2018",78.07
"Aug. 27, 2018",78.07
"Aug. 24, 2018",78.07
"Aug. 23, 2018",78.07
"Aug. 22, 2018",78.07
"Aug. 21, 2018",78.07
"Aug. 20, 2018",78.07
"Aug. 17, 2018",78.07
"Aug. 16, 2018",78.07
"Aug. 15, 2018",78.07
"Aug. 14, 2018",78.07
"Aug. 13, 2018",78.07
"Aug. 10, 2018",78.07
"Aug. 9, 2018",78.07
"Aug. 8, 2018",78.07
"Aug. 7, 2018",78.07
"Aug. 6, 2018",78.07
"Aug. 3, 2018",78.07
"Aug. 2, 2018",78.07
"Aug. 1, 2018",78.07
"July 31, 2018",78.07
"July 30, 2018",78.07
"July 27, 2018",78.07
"July 26, 2018",78.07
"July 25, 2018",78.07
"July 24, 2018",78.07
"July 23, 2018",78.07
"July 20, 2018",78.07
"July 19, 2018",78.07
"July 18, 2018",78.07
"July 17, 2018",78.07
"July 16, 2018",78.07
"July 13, 2018",78.07
"July 12, 2018",78.07
"July 11, 2018",78.07
"July 10, 2018",78.07
"July 9, 2018",78.07
"July 6, 2018",78.07
"July 5, 2018",78.07
"July 3, 2018",78.07
"July 2, 2018",78.07
"June 29, 2018",78.07
"June 28, 2018",78.07
"June 27, 2018",78.07
"June 26, 2018",78.07
"June 25, 2018",78.07
"June 22, 2018",78.07
"June 21, 2018",78.07
"June 20, 2018",78.07
"June 19, 2018",78.07
"June 18, 2018",78.07
"June 15, 2018",78.07
"June 14, 2018",78.07
"June 13, 2018",78.07
"June 12, 2018",78.07
"June 11, 2018",78.07
"June 8, 2018",78.07
"June 7, 2018",78.07
"June 6, 2018",78.07
"June 5, 2018",78.07
"June 4, 2018",78.07
"June 1, 2018",78.07
"May 31, 2018",78.07
"May 30, 2018",78.07
"May 29, 2018",78.07
"May 25, 2018",78.07
"May 24, 2018",78.07
"May 23, 2018",78.07
"May 22, 2018",78.07
"May 21, 2018",78.07
"May 18, 2018",78.07
"May 17, 2018",78.07
"May 16, 2018",78.07
"May 15, 2018",78.07
"May 14, 2018",78.07
"May 11, 2018",78.07
"May 10, 2018",78.07
"May 9, 2018",78.07
"May 8, 2018",78.07
"May 7, 2018",78.07
"May 4, 2018",78.07
"May 3, 2018",78.07
"May 2, 2018",78.07
"May 1, 2018",78.07
"April 30, 2018",78.07
"April 27, 2018",78.07
"April 26, 2018",78.07
"April 25, 2018",78.07
"April 24, 2018",78.07
"April 23, 2018",78.07
"April 20, 2018",78.07
"April 19, 2018",78.07
"April 18, 2018",78.07
"April 17, 2018",78.07
"April 16, 2018",78.07
"April 13, 2018",78.07
"April 12, 2018",78.07
"April 11, 2018",78.07
"April 10, 2018",78.07
"April 9, 2018",78.07
"April 6, 2018",78.07
"April 5, 2018",78.07
"April 4, 2018",78.07
"April 3, 2018",78.07
"April 2, 2018",78.07
"March 29, 2018",78.07
"March 28, 2018",78.07
"March 27, 2018",78.07
"March 26, 2018",78.07
"March 23, 2018",78.07
"March 22, 2018",78.07
"March 21, 2018",78.07
"March 20, 2018",78.07
"March 19, 2018",78.07
"March 16, 2018",78.07
"March 15, 2018",78.07
"March 14, 2018",78.07
"March 13, 2018",78.07
"March 12, 2018",78.07
"March 9, 2018",78.07
"March 8, 2018",78.07
"March 7, 2018",78.07
"March 6, 2018",78.07
"March 5, 2018",78.07
"March 2, 2018",78.07
"March 1, 2018",78.07
"Feb. 28, 2018",78.07
"Feb. 27, 2018",78.07
"Feb. 26, 2018",78.07
"Feb. 23, 2018",78.07
"Feb. 22, 2018",78.07
"Feb. 21, 2018",78.07
"Feb. 20, 2018",78.07
"Feb. 16, 2018",78.07
"Feb. 15, 2018",78.07
"Feb. 14, 2018",78.07
"Feb. 13, 2018",78.07
"Feb. 12, 2018",78.07
"Feb. 9, 2018",78.07
"Feb. 8, 2018",78.07
"Feb. 7, 2018",78.07
"Feb. 6, 2018",78.07
"Feb. 5, 2018",78.07
"Feb. 2, 2018",78.07
"Feb. 1, 2018",78.07
"Jan. 31, 2018",78.07
"Jan. 30, 2018",78.07
"Jan. 29, 2018",78.07
"Jan. 26, 2018",78.07
"Jan. 25, 2018",78.07
"Jan. 24, 2018",78.07
"Jan. 23, 2018",78.07
"Jan. 22, 2018",78.07
"Jan. 19, 2018",78.07
"Jan. 18, 2018",78.07
"Jan. 17, 2018",78.07
"Jan. 16, 2018",78.07
"Jan. 12, 2018",78.07
"Jan. 11, 2018",78.07
"Jan. 10, 2018",78.07
"Jan. 9, 2018",78.07
"Jan. 8, 2018",78.07
"Jan. 5, 2018",78.07
"Jan. 4, 2018",78.07
"Jan. 3, 2018",78.07
"Jan. 2, 2018",78.07
"Dec. 29, 2017",78.07
"Dec. 28, 2017",78.07
"Dec. 27, 2017",78.07
"Dec. 26, 2017",78.07
"Dec. 22, 2017",78.07
"Dec. 21, 2017",78.07
"Dec. 20, 2017",78.07
"Dec. 19, 2017",78.07
"Dec. 18, 2017",78.07
"Dec. 15, 2017",78.07
"Dec. 14, 2017",78.07
"Dec. 13, 2017",78.07
"Dec. 12, 2017",78.07
"Dec. 11, 2017",78.07
"Dec. 8, 2017",78.07
"Dec. 7, 2017",78.07
"Dec. 6, 2017",78.07
"Dec. 5, 2017",78.07
"Dec. 4, 2017",78.07
"Dec. 1, 2017",77.97
"Nov. 30, 2017",77.93
"Nov. 29, 2017",77.93
"Nov. 28, 2017",77.93
"Nov. 27, 2017",77.93
"Nov. 24, 2017",77.93
"Nov. 22, 2017",77.93
"Nov. 21, 2017",77.93
"Nov. 20, 2017",77.93
"Nov. 17, 2017",77.93
"Nov. 16, 2017",77.93
"Nov. 15, 2017",77.93
"Nov. 14, 2017",77.44
"Nov. 13, 2017",76.30
"Nov. 10, 2017",75.84
"Nov. 9, 2017",75.84
"Nov. 8, 2017",75.84
"Nov. 7, 2017",75.19
"Nov. 6, 2017",74.92
"Nov. 3, 2017",74.92
"Nov. 2, 2017",74.92
"Nov. 1, 2017",74.90
"Oct. 31, 2017",74.90
"Oct. 30, 2017",74.90
"Oct. 27, 2017",74.90
"Oct. 26, 2017",74.90
"Oct. 25, 2017",74.59
"Oct. 24, 2017",74.59
"Oct. 23, 2017",74.59
"Oct. 20, 2017",74.59
"Oct. 19, 2017",74.59
"Oct. 18, 2017",74.59
"Oct. 17, 2017",74.59
"Oct. 16, 2017",74.59
"Oct. 13, 2017",74.59
"Oct. 12, 2017",74.59
"Oct. 11, 2017",74.59
"Oct. 10, 2017",74.59
"Oct. 9, 2017",74.59
"Oct. 6, 2017",74.59
"Oct. 5, 2017",74.59
"Oct. 4, 2017",74.59
"Oct. 3, 2017",74.59
"Oct. 2, 2017",74.59
"Sept. 29, 2017",74.59
"Sept. 28, 2017",74.59
"Sept. 27, 2017",74.59
"Sept. 26, 2017",74.59
"Sept. 25, 2017",74.59
"Sept. 22, 2017",74.59
"Sept. 21, 2017",74.59
"Sept. 20, 2017",74.59
"Sept. 19, 2017",74.59
"Sept. 18, 2017",74.59
"Sept. 15, 2017",74.59
"Sept. 14, 2017",74.59
"Sept. 13, 2017",74.59
"Sept. 12, 2017",74.59
"Sept. 11, 2017",74.59
"Sept. 8, 2017",74.37
"Sept. 7, 2017",74.29
"Sept. 6, 2017",74.29
"Sept. 5, 2017",74.29
