Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
02/07/2020,02/10/2020,03/10/2020,01/21/2020,Normal,0.70
11/07/2019,11/08/2019,12/10/2019,10/22/2019,Normal,0.70
08/08/2019,08/09/2019,09/10/2019,07/23/2019,Normal,0.67
05/09/2019,05/10/2019,06/10/2019,04/23/2019,Normal,0.67
02/07/2019,02/08/2019,03/08/2019,01/22/2019,Normal,0.67
11/08/2018,11/09/2018,12/10/2018,10/23/2018,Normal,0.67
08/09/2018,08/10/2018,09/10/2018,07/24/2018,Normal,0.62
05/09/2018,05/10/2018,06/08/2018,04/24/2018,Normal,0.62
02/08/2018,02/09/2018,03/09/2018,01/23/2018,Normal,0.62
11/09/2017,11/10/2017,12/08/2017,10/24/2017,Normal,0.62
08/08/2017,08/10/2017,09/08/2017,07/25/2017,Normal,0.59
05/08/2017,05/10/2017,06/09/2017,04/25/2017,Normal,0.59
02/08/2017,02/10/2017,03/10/2017,01/24/2017,Normal,0.59
11/08/2016,11/10/2016,12/09/2016,10/25/2016,Normal,0.59
08/08/2016,08/10/2016,09/09/2016,07/26/2016,Normal,0.56
05/06/2016,05/10/2016,06/10/2016,04/26/2016,Normal,0.56
02/08/2016,02/10/2016,03/10/2016,01/25/2016,Normal,0.56
11/06/2015,11/10/2015,12/10/2015,10/20/2015,Normal,0.56
08/06/2015,08/10/2015,09/10/2015,07/21/2015,Normal,0.53
05/06/2015,05/08/2015,06/10/2015,04/21/2015,Normal,0.53
02/06/2015,02/10/2015,03/10/2015,01/21/2015,Normal,0.53
11/06/2014,11/10/2014,12/10/2014,10/21/2014,Normal,0.53
08/06/2014,08/08/2014,09/10/2014,07/22/2014,Normal,0.50
05/07/2014,05/09/2014,06/10/2014,04/22/2014,Normal,0.50
02/06/2014,02/10/2014,03/10/2014,01/22/2014,Normal,0.50
11/06/2013,11/08/2013,12/10/2013,10/22/2013,Normal,0.50
08/07/2013,08/09/2013,09/10/2013,07/24/2013,Normal,0.49
05/08/2013,05/10/2013,06/10/2013,04/24/2013,Normal,0.49
02/06/2013,02/08/2013,03/08/2013,01/23/2013,Normal,0.47
11/07/2012,11/09/2012,12/10/2012,10/23/2012,Normal,0.47
08/08/2012,08/10/2012,09/10/2012,07/26/2012,Normal,0.47
05/08/2012,05/10/2012,06/08/2012,04/25/2012,Normal,0.47
02/08/2012,02/10/2012,03/09/2012,01/26/2012,Normal,0.47
11/08/2011,11/10/2011,12/09/2011,10/26/2011,Normal,0.47
08/08/2011,08/10/2011,09/09/2011,07/28/2011,Normal,0.46
05/06/2011,05/10/2011,06/10/2011,04/27/2011,Normal,0.46
02/08/2011,02/10/2011,03/10/2011,01/27/2011,Normal,0.46
11/08/2010,11/10/2010,12/10/2010,10/27/2010,Normal,0.46
08/06/2010,08/10/2010,09/10/2010,07/29/2010,Normal,0.42
05/06/2010,05/10/2010,06/10/2010,04/28/2010,Normal,0.42
02/08/2010,02/10/2010,03/10/2010,01/28/2010,Normal,0.41
11/06/2009,11/10/2009,12/10/2009,10/28/2009,Normal,0.41
08/06/2009,08/10/2009,09/10/2009,07/30/2009,Normal,0.41
05/06/2009,05/08/2009,06/10/2009,04/30/2009,Normal,0.41
02/06/2009,02/10/2009,03/10/2009,01/29/2009,Normal,0.41
11/06/2008,11/10/2008,12/10/2008,10/29/2008,Normal,0.41
08/06/2008,08/08/2008,09/10/2008,07/24/2008,Normal,0.41
05/07/2008,05/09/2008,06/10/2008,04/22/2008,Normal,0.41
02/06/2008,02/08/2008,03/10/2008,01/23/2008,Normal,0.41
11/07/2007,11/09/2007,12/10/2007,10/23/2007,Normal,0.41
08/08/2007,08/10/2007,09/10/2007,07/24/2007,Normal,0.39
05/08/2007,05/10/2007,06/08/2007,04/24/2007,Normal,0.39
02/07/2007,02/09/2007,03/09/2007,01/24/2007,Normal,0.39
11/08/2006,11/10/2006,12/08/2006,10/24/2006,Normal,0.39
08/08/2006,08/10/2006,09/08/2006,07/26/2006,Normal,0.37
05/08/2006,05/10/2006,06/09/2006,04/25/2006,Normal,0.37
02/08/2006,02/10/2006,03/10/2006,01/25/2006,Normal,0.37
11/08/2005,11/10/2005,12/09/2005,10/26/2005,Normal,0.37
08/08/2005,08/10/2005,09/09/2005,07/27/2005,Normal,0.35
05/06/2005,05/10/2005,06/10/2005,04/26/2005,Normal,0.35
02/08/2005,02/10/2005,03/10/2005,12/30/2004,Normal,0.35
11/08/2004,11/10/2004,12/10/2004,10/27/2004,Normal,0.35
08/06/2004,08/10/2004,09/10/2004,07/27/2004,Normal,0.35
05/06/2004,05/10/2004,06/10/2004,04/27/2004,Normal,0.35
02/06/2004,02/10/2004,03/10/2004,12/26/2003,Normal,0.35
11/06/2003,11/10/2003,12/10/2003,10/22/2003,Normal,0.35
08/06/2003,08/08/2003,09/10/2003,07/23/2003,Normal,0.35
05/07/2003,05/09/2003,06/10/2003,04/23/2003,Normal,0.35
02/06/2003,02/10/2003,03/10/2003,01/22/2003,Normal,0.60
11/06/2002,11/08/2002,12/10/2002,10/23/2002,Normal,0.60
08/07/2002,08/09/2002,09/10/2002,07/24/2002,Normal,0.60
05/08/2002,05/10/2002,06/10/2002,04/23/2002,Normal,0.60
02/06/2002,02/08/2002,03/08/2002,01/23/2002,Normal,0.60
11/07/2001,11/09/2001,12/10/2001,10/24/2001,Normal,0.60
08/08/2001,08/10/2001,09/10/2001,07/25/2001,Normal,0.60
05/08/2001,05/10/2001,06/08/2001,04/25/2001,Normal,0.60
02/07/2001,02/09/2001,03/09/2001,01/24/2001,Normal,0.60
11/08/2000,11/10/2000,12/08/2000,10/25/2000,Normal,0.60
08/08/2000,08/10/2000,09/08/2000,07/26/2000,Normal,0.60
05/08/2000,05/10/2000,06/09/2000,04/26/2000,Normal,0.60
02/08/2000,02/10/2000,03/10/2000,01/26/2000,Normal,0.60
