date,one_year_return
"March 19, 2020",-2.12%
"March 18, 2020",5.75%
"March 17, 2020",8.82%
"March 16, 2020",-2.57%
"March 13, 2020",3.96%
"March 12, 2020",-0.69%
"March 11, 2020",8.62%
"March 10, 2020",15.58%
"March 9, 2020",15.88%
"March 6, 2020",20.23%
"March 5, 2020",21.92%
"March 4, 2020",22.60%
"March 3, 2020",17.26%
"March 2, 2020",16.82%
"Feb. 28, 2020",9.99%
"Feb. 27, 2020",13.93%
"Feb. 26, 2020",21.15%
"Feb. 25, 2020",21.53%
"Feb. 24, 2020",22.42%
"Feb. 21, 2020",25.34%
"Feb. 20, 2020",27.15%
"Feb. 19, 2020",29.25%
"Feb. 18, 2020",31.61%
"Feb. 14, 2020",30.76%
"Feb. 13, 2020",29.29%
"Feb. 12, 2020",26.76%
"Feb. 11, 2020",27.63%
"Feb. 10, 2020",27.37%
"Feb. 7, 2020",27.55%
"Feb. 6, 2020",29.09%
"Feb. 5, 2020",29.25%
"Feb. 4, 2020",29.45%
"Feb. 3, 2020",31.74%
"Jan. 31, 2020",31.72%
"Jan. 30, 2020",34.91%
"Jan. 29, 2020",33.57%
"Jan. 28, 2020",32.97%
"Jan. 27, 2020",32.53%
"Jan. 24, 2020",31.40%
"Jan. 23, 2020",31.11%
"Jan. 22, 2020",30.92%
"Jan. 21, 2020",30.56%
"Jan. 17, 2020",29.68%
"Jan. 16, 2020",28.51%
"Jan. 15, 2020",28.15%
"Jan. 14, 2020",28.72%
"Jan. 13, 2020",27.12%
"Jan. 10, 2020",26.26%
"Jan. 9, 2020",27.95%
"Jan. 8, 2020",26.35%
"Jan. 7, 2020",28.29%
"Jan. 6, 2020",27.55%
"Jan. 3, 2020",28.29%
"Jan. 2, 2020",28.13%
"Dec. 31, 2019",26.45%
"Dec. 30, 2019",25.83%
"Dec. 27, 2019",25.52%
"Dec. 26, 2019",26.25%
"Dec. 24, 2019",27.59%
"Dec. 23, 2019",22.66%
"Dec. 20, 2019",22.26%
"Dec. 19, 2019",22.26%
"Dec. 18, 2019",21.34%
"Dec. 17, 2019",20.55%
"Dec. 16, 2019",16.27%
"Dec. 13, 2019",14.55%
"Dec. 12, 2019",14.61%
"Dec. 11, 2019",15.53%
"Dec. 10, 2019",15.85%
"Dec. 9, 2019",15.81%
"Dec. 6, 2019",17.31%
"Dec. 5, 2019",17.90%
"Dec. 4, 2019",17.36%
"Dec. 3, 2019",16.05%
"Dec. 2, 2019",16.13%
"Nov. 29, 2019",19.65%
"Nov. 27, 2019",19.60%
"Nov. 26, 2019",20.46%
"Nov. 25, 2019",19.81%
"Nov. 22, 2019",21.00%
"Nov. 21, 2019",20.38%
"Nov. 20, 2019",17.53%
"Nov. 19, 2019",17.10%
"Nov. 18, 2019",17.05%
"Nov. 15, 2019",16.63%
"Nov. 14, 2019",17.69%
"Nov. 13, 2019",17.57%
"Nov. 12, 2019",16.14%
"Nov. 11, 2019",17.86%
"Nov. 8, 2019",20.09%
"Nov. 7, 2019",18.91%
"Nov. 6, 2019",23.55%
"Nov. 5, 2019",24.35%
"Nov. 4, 2019",27.67%
"Nov. 1, 2019",28.22%
"Oct. 31, 2019",28.67%
"Oct. 30, 2019",26.67%
"Oct. 29, 2019",25.84%
"Oct. 28, 2019",28.36%
"Oct. 25, 2019",28.30%
"Oct. 24, 2019",26.68%
"Oct. 23, 2019",28.59%
"Oct. 22, 2019",28.71%
"Oct. 21, 2019",28.97%
"Oct. 18, 2019",31.33%
"Oct. 17, 2019",29.67%
"Oct. 16, 2019",29.15%
"Oct. 15, 2019",29.17%
"Oct. 14, 2019",29.80%
"Oct. 11, 2019",29.65%
"Oct. 10, 2019",27.39%
"Oct. 9, 2019",27.15%
"Oct. 8, 2019",27.06%
"Oct. 7, 2019",30.39%
"Oct. 4, 2019",32.67%
"Oct. 3, 2019",31.73%
"Oct. 2, 2019",29.12%
"Oct. 1, 2019",31.48%
"Sept. 30, 2019",32.18%
"Sept. 27, 2019",35.03%
"Sept. 26, 2019",36.71%
"Sept. 25, 2019",34.98%
"Sept. 24, 2019",33.90%
"Sept. 23, 2019",30.81%
"Sept. 20, 2019",31.09%
"Sept. 19, 2019",31.28%
"Sept. 18, 2019",28.43%
"Sept. 17, 2019",27.38%
"Sept. 16, 2019",26.32%
"Sept. 13, 2019",25.45%
"Sept. 12, 2019",26.91%
"Sept. 11, 2019",25.64%
"Sept. 10, 2019",24.10%
"Sept. 9, 2019",25.73%
"Sept. 6, 2019",24.22%
"Sept. 5, 2019",24.97%
"Sept. 4, 2019",28.77%
"Sept. 3, 2019",29.35%
"Aug. 30, 2019",26.93%
"Aug. 29, 2019",26.53%
"Aug. 28, 2019",26.04%
"Aug. 27, 2019",27.42%
"Aug. 26, 2019",26.95%
"Aug. 23, 2019",25.53%
"Aug. 22, 2019",28.60%
"Aug. 21, 2019",27.49%
"Aug. 20, 2019",25.76%
"Aug. 19, 2019",24.90%
"Aug. 16, 2019",24.73%
"Aug. 15, 2019",25.90%
"Aug. 14, 2019",24.58%
"Aug. 13, 2019",27.22%
"Aug. 12, 2019",27.49%
"Aug. 9, 2019",26.75%
"Aug. 8, 2019",26.19%
"Aug. 7, 2019",25.97%
"Aug. 6, 2019",25.07%
"Aug. 5, 2019",23.66%
"Aug. 2, 2019",25.83%
"Aug. 1, 2019",26.33%
"July 31, 2019",23.43%
"July 30, 2019",26.02%
"July 29, 2019",26.15%
"July 26, 2019",25.21%
"July 25, 2019",28.39%
"July 24, 2019",29.76%
"July 23, 2019",28.90%
"July 22, 2019",27.99%
"July 19, 2019",27.80%
"July 18, 2019",30.64%
"July 17, 2019",29.22%
"July 16, 2019",28.53%
"July 15, 2019",29.62%
"July 12, 2019",28.23%
"July 11, 2019",28.52%
"July 10, 2019",30.14%
"July 9, 2019",31.20%
"July 8, 2019",25.67%
"July 5, 2019",26.30%
"July 3, 2019",27.86%
"July 2, 2019",27.32%
"July 1, 2019",27.26%
"June 28, 2019",26.93%
"June 27, 2019",25.84%
"June 26, 2019",27.71%
"June 25, 2019",30.91%
"June 24, 2019",34.97%
"June 21, 2019",35.69%
"June 20, 2019",35.83%
"June 19, 2019",35.88%
"June 18, 2019",37.15%
"June 17, 2019",38.48%
"June 14, 2019",40.17%
"June 13, 2019",41.18%
"June 12, 2019",40.62%
"June 11, 2019",40.35%
"June 10, 2019",38.86%
"June 7, 2019",39.58%
"June 6, 2019",41.04%
"June 5, 2019",36.88%
"June 4, 2019",31.79%
"June 3, 2019",31.03%
"May 31, 2019",26.74%
"May 30, 2019",25.44%
"May 29, 2019",26.72%
"May 28, 2019",28.93%
"May 24, 2019",32.09%
"May 23, 2019",32.66%
"May 22, 2019",33.39%
"May 21, 2019",33.06%
"May 20, 2019",33.37%
"May 17, 2019",31.63%
"May 16, 2019",29.10%
"May 15, 2019",27.30%
"May 14, 2019",27.49%
"May 13, 2019",28.56%
"May 10, 2019",26.32%
"May 9, 2019",25.05%
"May 8, 2019",24.51%
"May 7, 2019",23.04%
"May 6, 2019",22.25%
"May 3, 2019",23.38%
"May 2, 2019",22.42%
"May 1, 2019",22.34%
"April 30, 2019",22.25%
"April 29, 2019",19.12%
"April 26, 2019",21.41%
"April 25, 2019",22.78%
"April 24, 2019",21.98%
"April 23, 2019",22.11%
"April 22, 2019",21.14%
"April 18, 2019",20.78%
"April 17, 2019",20.82%
"April 16, 2019",21.65%
"April 15, 2019",25.13%
"April 12, 2019",26.28%
"April 11, 2019",23.82%
"April 10, 2019",22.81%
"April 9, 2019",21.63%
"April 8, 2019",21.33%
