date,accruals
"Dec. 31, 2019",-766.70M
"Sept. 30, 2019",-815.60M
"June 30, 2019",-531.20M
"March 31, 2019",-235.50M
"Dec. 31, 2018",-927.20M
"Sept. 30, 2018",-1.348B
"June 30, 2018",-676.20M
"March 31, 2018",-347.80M
"Dec. 31, 2017",-745.50M
"Sept. 30, 2017",-862.50M
"June 30, 2017",-535.20M
"March 31, 2017",-214.60M
"Dec. 31, 2016",-727.40M
"Sept. 30, 2016",-2.461B
"June 30, 2016",-421.30M
"March 31, 2016",-298.70M
"Dec. 31, 2015",-428.10M
"Sept. 30, 2015",-1.199B
"June 30, 2015",-515.60M
"March 31, 2015",-628.70M
"Dec. 31, 2014",-707.70M
"Sept. 30, 2014",-1.025B
"June 30, 2014",-674.00M
"March 31, 2014",-573.00M
"Dec. 31, 2013",-719.20M
"Sept. 30, 2013",-1.091B
"June 30, 2013",-422.00M
"March 31, 2013",-393.00M
"Dec. 31, 2012",-871.00M
"Sept. 30, 2012",-712.00M
"June 30, 2012",-475.00M
"March 31, 2012",-487.00M
"Dec. 31, 2011",-139.00M
"Sept. 30, 2011",-677.00M
"June 30, 2011",-550.00M
"March 31, 2011",-476.00M
"Dec. 31, 2010",-783.00M
"Sept. 30, 2010",-564.00M
"June 30, 2010",-444.00M
"March 31, 2010",343.00M
"Dec. 31, 2009",-365.00M
"Sept. 30, 2009",-570.00M
"June 30, 2009",-224.00M
"March 31, 2009",44.00M
"Dec. 31, 2008",-369.00M
"Sept. 30, 2008",-483.00M
"June 30, 2008",-289.00M
"March 31, 2008",-57.00M
"Dec. 31, 2007",-527.00M
"Sept. 30, 2007",-254.00M
"June 30, 2007",-438.00M
"March 31, 2007",-80.00M
"Dec. 31, 2006",-355.00M
"Sept. 30, 2006",-808.00M
"June 30, 2006",-365.00M
"March 31, 2006",-202.00M
"Dec. 31, 2005",-327.00M
"Sept. 30, 2005",-330.00M
"June 30, 2005",-94.00M
"March 31, 2005",-312.00M
"Dec. 31, 2004",-256.00M
"Sept. 30, 2004",-473.00M
"June 30, 2004",-278.00M
"March 31, 2004",-615.00M
"Dec. 31, 2003",-1.321B
"Sept. 30, 2003",-627.00M
"June 30, 2003",131.00M
"March 31, 2003",-623.00M
"Dec. 31, 2002",-2.158B
"Sept. 30, 2002",-224.00M
"June 30, 2002",-49.00M
"March 31, 2002",195.00M
"Dec. 31, 2001",-1.704B
"Sept. 30, 2001",-137.00M
"June 30, 2001",177.00M
"March 31, 2001",-318.00M
"Dec. 31, 2000",-1.197B
"Sept. 30, 2000",200.00M
"June 30, 2000",-90.00M
"March 31, 2000",-184.00M
"Dec. 31, 1999",-228.00M
"Sept. 30, 1999",-273.00M
"June 30, 1999",68.00M
"March 31, 1999",-252.00M
"Dec. 31, 1998",326.00M
"Sept. 30, 1998",-80.00M
"June 30, 1998",-113.00M
"March 31, 1998",-188.00M
"Dec. 31, 1997",-105.80M
"Sept. 30, 1997",-308.40M
"June 30, 1997",-28.30M
"March 31, 1997",-244.40M
"Dec. 31, 1996",-120.10M
"Sept. 30, 1996",-268.00M
"June 30, 1996",-28.40M
"March 31, 1996",-233.20M
"Dec. 31, 1995",-118.70M
"Sept. 30, 1995",-318.70M
"June 30, 1995",97.70M
"March 31, 1995",-186.90M
"Dec. 31, 1994",-53.90M
"Sept. 30, 1994",-251.10M
"June 30, 1994",25.10M
"March 31, 1994",-197.70M
