date,quality_ratio
"Dec. 31, 2019",0.0898
"Sept. 30, 2019",0.0933
"June 30, 2019",0.09
"March 31, 2019",0.0936
"Dec. 31, 2018",0.0927
"Sept. 30, 2018",0.0956
"June 30, 2018",0.1001
"March 31, 2018",0.10
"Dec. 31, 2017",0.1017
"Sept. 30, 2017",0.0964
"June 30, 2017",0.0994
"March 31, 2017",0.1019
"Dec. 31, 2016",0.1026
"Sept. 30, 2016",0.1032
"June 30, 2016",0.1002
"March 31, 2016",0.0999
"Dec. 31, 2015",0.1041
"Sept. 30, 2015",0.1045
"June 30, 2015",0.1039
"March 31, 2015",0.1033
"Dec. 31, 2014",0.1034
"Sept. 30, 2014",0.106
"June 30, 2014",0.1082
"March 31, 2014",0.1083
"Dec. 31, 2013",0.1025
"Sept. 30, 2013",0.1031
"June 30, 2013",0.1022
"March 31, 2013",0.1038
"Dec. 31, 2012",0.1047
"Sept. 30, 2012",0.0458
"June 30, 2012",0.0664
"March 31, 2012",0.0853
"Dec. 31, 2011",0.1058
"Sept. 30, 2011",0.1058
"June 30, 2011",0.1055
"March 31, 2011",0.1039
"Dec. 31, 2010",0.1032
"Sept. 30, 2010",0.191
"June 30, 2010",0.1884
"March 31, 2010",0.1904
"Dec. 31, 2009",0.1923
"Sept. 30, 2009",0.1933
"June 30, 2009",0.1961
"March 31, 2009",0.1994
"Dec. 31, 2008",0.2043
"Sept. 30, 2008",0.2109
"June 30, 2008",0.2153
"March 31, 2008",0.2169
"Dec. 31, 2007",0.2158
"Sept. 30, 2007",0.2174
"June 30, 2007",0.2179
"March 31, 2007",0.2172
"Dec. 31, 2006",0.2178
"Sept. 30, 2006",0.2154
"June 30, 2006",0.2146
"March 31, 2006",0.2165
"Dec. 31, 2005",0.2155
"Sept. 30, 2005",0.2185
"June 30, 2005",0.2164
"March 31, 2005",0.2152
"Dec. 31, 2004",0.2162
"Sept. 30, 2004",0.2233
"June 30, 2004",0.2267
"March 31, 2004",0.2237
"Dec. 31, 2003",0.2246
"Sept. 30, 2003",0.2109
"June 30, 2003",0.197
"March 31, 2003",0.1913
"Dec. 31, 2002",0.1845
"Sept. 30, 2002",0.1553
"June 30, 2002",0.1556
"March 31, 2002",0.1583
"Dec. 31, 2001",0.1568
"Sept. 30, 2001",0.1552
"June 30, 2001",0.1702
"March 31, 2001",0.1855
"Dec. 31, 2000",0.1729
"Sept. 30, 2000",0.2035
"June 30, 2000",0.2246
"March 31, 2000",0.2764
"Dec. 31, 1999",0.2808
"Sept. 30, 1999",0.5577
"June 30, 1999",0.5073
"March 31, 1999",0.4663
"Dec. 31, 1998",0.4754
"Sept. 30, 1998",0.2504
"June 30, 1998",0.2452
"March 31, 1998",0.2501
"Dec. 31, 1997",0.2543
"Sept. 30, 1997",0.258
"June 30, 1997",0.2597
"March 31, 1997",0.2612
"Dec. 31, 1996",0.2624
"Sept. 30, 1996",0.2632
"June 30, 1996",0.2623
"March 31, 1996",0.2596
"Dec. 31, 1995",0.2558
"Sept. 30, 1995",0.2492
"June 30, 1995",0.2429
"March 31, 1995",0.2425
"Dec. 31, 1994",0.2421
