date,eps_est_0q
"March 14, 2020",1.191
"March 12, 2020",1.191
"March 11, 2020",1.192
"March 10, 2020",1.189
"March 3, 2020",1.184
"Feb. 21, 2020",1.187
"Feb. 20, 2020",1.189
"Feb. 19, 2020",1.19
"Feb. 14, 2020",1.194
"Jan. 22, 2020",1.196
"Jan. 21, 2020",1.197
"Jan. 17, 2020",1.196
"Jan. 7, 2020",1.197
"Dec. 31, 2019",0.5802
"Dec. 20, 2019",0.5937
"Dec. 16, 2019",0.6004
"Nov. 21, 2019",0.6013
"Nov. 12, 2019",0.6022
"Nov. 8, 2019",0.6186
"Nov. 6, 2019",0.6154
"Oct. 29, 2019",0.6104
"Oct. 28, 2019",0.6109
"Oct. 25, 2019",0.6449
"Oct. 24, 2019",0.6544
"Oct. 23, 2019",0.6784
"Oct. 21, 2019",0.7074
"Oct. 19, 2019",0.6974
"Oct. 18, 2019",0.7044
"Oct. 17, 2019",0.717
"Oct. 16, 2019",0.737
"Oct. 14, 2019",0.728
"Oct. 11, 2019",0.7283
"Sept. 30, 2019",1.311
"Sept. 20, 2019",1.229
"Sept. 13, 2019",1.229
"Aug. 16, 2019",1.227
"July 30, 2019",1.228
"July 29, 2019",1.230
"July 26, 2019",1.226
"July 25, 2019",1.228
"July 22, 2019",1.228
"July 19, 2019",1.225
"July 18, 2019",1.224
"July 16, 2019",1.226
"July 15, 2019",1.221
"June 30, 2019",0.9713
"June 18, 2019",0.9895
"May 16, 2019",0.9911
"May 13, 2019",0.9928
"May 9, 2019",0.9878
"May 1, 2019",0.9878
"April 30, 2019",0.9874
"April 29, 2019",0.9901
"April 26, 2019",0.9926
"April 25, 2019",0.9875
"April 24, 2019",0.9936
"April 23, 2019",0.9982
"April 18, 2019",0.9983
"April 17, 2019",0.9983
"April 15, 2019",1.007
"April 8, 2019",1.009
"March 31, 2019",1.108
"March 20, 2019",1.032
"March 19, 2019",1.034
"March 14, 2019",1.026
"March 13, 2019",1.034
"March 12, 2019",1.038
"March 6, 2019",1.035
"Feb. 13, 2019",1.037
"Feb. 12, 2019",1.037
"Jan. 31, 2019",1.042
"Jan. 25, 2019",1.041
"Jan. 11, 2019",1.025
"Jan. 7, 2019",1.021
"Dec. 31, 2018",0.7092
"Dec. 14, 2018",0.7233
"Dec. 4, 2018",0.7249
"Nov. 21, 2018",0.7225
"Nov. 17, 2018",0.7227
"Nov. 9, 2018",0.7269
"Nov. 7, 2018",0.7177
"Oct. 30, 2018",0.7277
"Oct. 29, 2018",0.7275
"Oct. 26, 2018",0.7276
"Oct. 25, 2018",0.775
"Oct. 19, 2018",0.8075
"Oct. 18, 2018",0.7888
"Oct. 17, 2018",0.7944
"Oct. 15, 2018",0.7995
"Oct. 11, 2018",0.8152
"Oct. 9, 2018",0.8243
"Sept. 30, 2018",1.209
"Sept. 11, 2018",1.156
"Sept. 8, 2018",1.159
"Sept. 5, 2018",1.162
"Aug. 29, 2018",1.165
"Aug. 7, 2018",1.166
"July 26, 2018",1.173
"July 25, 2018",1.180
"July 24, 2018",1.174
"July 20, 2018",1.160
"July 19, 2018",1.161
"July 13, 2018",1.167
"July 11, 2018",1.163
"June 30, 2018",0.8793
"May 11, 2018",0.8448
"April 27, 2018",0.8455
"April 26, 2018",0.8399
"April 24, 2018",0.8347
"April 20, 2018",0.8303
"April 13, 2018",0.8076
"April 10, 2018",0.8198
"March 31, 2018",0.9825
"March 8, 2018",1.002
"Feb. 16, 2018",1.008
"Feb. 15, 2018",1.028
"Feb. 2, 2018",1.026
"Jan. 30, 2018",1.005
"Jan. 26, 2018",1.006
"Jan. 25, 2018",1.007
"Jan. 22, 2018",1.010
"Jan. 11, 2018",1.008
"Jan. 10, 2018",1.005
"Jan. 2, 2018",1.003
