date,eps_ttm
"Dec. 31, 2019",3.88
"Sept. 30, 2019",4.30
"June 30, 2019",3.99
"March 31, 2019",4.13
"Dec. 31, 2018",3.89
"Sept. 30, 2018",3.97
"June 30, 2018",3.90
"March 31, 2018",3.59
"Dec. 31, 2017",3.87
"Sept. 30, 2017",3.82
"June 30, 2017",1.16
"March 31, 2017",1.42
"Dec. 31, 2016",1.24
"Sept. 30, 2016",1.43
"June 30, 2016",4.05
"March 31, 2016",3.91
"Dec. 31, 2015",4.18
"Sept. 30, 2015",3.62
"June 30, 2015",3.57
"March 31, 2015",3.49
"Dec. 31, 2014",3.35
"Sept. 30, 2014",3.67
"June 30, 2014",3.55
"March 31, 2014",3.44
"Dec. 31, 2013",3.04
"Sept. 30, 2013",2.38
"June 30, 2013",2.49
"March 31, 2013",2.55
"Dec. 31, 2012",2.60
"Sept. 30, 2012",3.18
"June 30, 2012",4.10
"March 31, 2012",4.08
"Dec. 31, 2011",4.01
"Sept. 30, 2011",3.75
"June 30, 2011",2.99
"March 31, 2011",2.54
"Dec. 31, 2010",2.53
"Sept. 30, 2010",2.65
"June 30, 2010",2.42
"March 31, 2010",2.81
"Dec. 31, 2009",2.98
"Sept. 30, 2009",2.86
"June 30, 2009",2.86
"March 31, 2009",2.89
"Dec. 31, 2008",3.43
"Sept. 30, 2008",3.63
"June 30, 2008",3.72
"March 31, 2008",3.47
"Dec. 31, 2007",2.72
"Sept. 30, 2007",2.61
"June 30, 2007",2.26
"March 31, 2007",2.25
"Dec. 31, 2006",2.53
"Sept. 30, 2006",1.68
"June 30, 2006",2.00
"March 31, 2006",2.14
"Dec. 31, 2005",2.08
"Sept. 30, 2005",2.92
"June 30, 2005",3.27
"March 31, 2005",2.94
"Dec. 31, 2004",2.75
"Sept. 30, 2004",0.31
"June 30, 2004",-0.38
"March 31, 2004",-0.19
"Dec. 31, 2003",0.34
"Sept. 30, 2003",-0.21
"June 30, 2003",0.39
"March 31, 2003",0.14
"Dec. 31, 2002",-0.54
"Sept. 30, 2002",2.16
"June 30, 2002",2.22
"March 31, 2002",2.75
"Dec. 31, 2001",3.02
"Sept. 30, 2001",2.17
"June 30, 2001",1.97
"March 31, 2001",1.22
"Dec. 31, 2000",0.92
"Sept. 30, 2000",2.604
"June 30, 2000",2.724
"March 31, 2000",3.344
"Dec. 31, 1999",3.604
"Sept. 30, 1999",2.98
"June 30, 1999",2.77
"March 31, 1999",2.80
"Dec. 31, 1998",2.80
"Sept. 30, 1998",3.09
"June 30, 1998",2.55
"March 31, 1998",2.57
"Dec. 31, 1997",2.70
"Sept. 30, 1997",2.75
"June 30, 1997",3.14
"March 31, 1997",3.10
"Dec. 31, 1996",3.14
"Sept. 30, 1996",3.13
"June 30, 1996",3.09
"March 31, 1996",3.01
"Dec. 31, 1995",2.85
"Sept. 30, 1995",2.71
"June 30, 1995",2.64
"March 31, 1995",2.68
"Dec. 31, 1994",2.71
"Sept. 30, 1994",2.94
"June 30, 1994",2.12
"March 31, 1994",2.03
"Dec. 31, 1993",1.92
"Sept. 30, 1993",1.98
"June 30, 1993",2.62
"March 31, 1993",2.55
"Dec. 31, 1992",2.54
"Sept. 30, 1992",2.32
"June 30, 1992",2.48
"March 31, 1992",2.63
"Dec. 31, 1991",2.71
"Sept. 30, 1991",2.67
"June 30, 1991",2.63
"March 31, 1991",2.68
"Dec. 31, 1990",2.64
"Sept. 30, 1990",2.05
"June 30, 1990",2.19
"March 31, 1990",2.26
"Dec. 31, 1989",2.34
