date,ca_score
"Dec. 31, 2019",-1.267
"Sept. 30, 2019",-1.224
"June 30, 2019",-1.225
"March 31, 2019",-1.189
"Dec. 31, 2018",-1.179
"Sept. 30, 2018",-1.158
"June 30, 2018",-1.132
"March 31, 2018",-1.127
"Dec. 31, 2017",-1.107
"Sept. 30, 2017",-1.116
"June 30, 2017",-1.257
"March 31, 2017",-1.240
"Dec. 31, 2016",-1.251
"Sept. 30, 2016",-1.244
"June 30, 2016",-1.089
"March 31, 2016",-1.092
"Dec. 31, 2015",-1.077
"Sept. 30, 2015",-1.073
"June 30, 2015",-1.076
"March 31, 2015",-1.072
"Dec. 31, 2014",-1.074
"Sept. 30, 2014",-1.052
"June 30, 2014",-1.058
"March 31, 2014",-1.077
"Dec. 31, 2013",-1.110
"Sept. 30, 2013",-1.137
"June 30, 2013",-1.137
"March 31, 2013",-1.124
"Dec. 31, 2012",-1.122
"Sept. 30, 2012",-1.100
"June 30, 2012",-1.079
"March 31, 2012",-1.083
"Dec. 31, 2011",-1.082
"Sept. 30, 2011",-1.077
"June 30, 2011",-1.111
"March 31, 2011",-1.144
"Dec. 31, 2010",-1.149
"Sept. 30, 2010",-1.141
"June 30, 2010",-1.154
"March 31, 2010",-1.148
"Dec. 31, 2009",-1.172
"Sept. 30, 2009",-1.186
"June 30, 2009",-1.210
"March 31, 2009",-1.226
"Dec. 31, 2008",-1.172
"Sept. 30, 2008",-1.151
"June 30, 2008",-1.151
"March 31, 2008",-1.152
"Dec. 31, 2007",-1.218
"Sept. 30, 2007",-1.208
"June 30, 2007",-1.226
"March 31, 2007",-1.228
"Dec. 31, 2006",-1.213
"Sept. 30, 2006",-1.230
"June 30, 2006",-1.230
"March 31, 2006",-1.242
"Dec. 31, 2005",-1.265
"Sept. 30, 2005",-1.192
"June 30, 2005",-1.207
"March 31, 2005",-1.235
"Dec. 31, 2004",-1.246
"Sept. 30, 2004",-1.363
"June 30, 2004",-1.35
"March 31, 2004",-1.351
"Dec. 31, 2003",-1.368
"Sept. 30, 2003",-1.382
"June 30, 2003",-1.481
"March 31, 2003",-1.568
"Dec. 31, 2002",-1.554
"Sept. 30, 2002",-1.925
"June 30, 2002",-1.829
"March 31, 2002",-1.710
"Dec. 31, 2001",-1.706
"Sept. 30, 2001",-1.156
"June 30, 2001",-1.193
"March 31, 2001",-1.149
"Dec. 31, 2000",-1.211
"Sept. 30, 2000",-1.106
"June 30, 2000",-0.9957
"March 31, 2000",-0.8569
"Dec. 31, 1999",-0.8013
"Sept. 30, 1999",-0.5877
"June 30, 1999",-0.6675
"March 31, 1999",-0.6835
"Dec. 31, 1998",-0.6263
"Sept. 30, 1998",-0.9318
"June 30, 1998",-0.9371
"March 31, 1998",-0.9071
"Dec. 31, 1997",-0.8641
"Sept. 30, 1997",-0.8196
"June 30, 1997",-0.7999
"March 31, 1997",-0.7792
"Dec. 31, 1996",-0.7627
"Sept. 30, 1996",-0.7689
"June 30, 1996",-0.7808
"March 31, 1996",-0.7857
"Dec. 31, 1995",-0.798
"Sept. 30, 1995",-0.8055
"June 30, 1995",-0.8156
"March 31, 1995",-0.8058
"Dec. 31, 1994",-0.8046
"Sept. 30, 1994",-0.4765
