date,revenues_per_share
"Dec. 31, 2019",7.292
"Sept. 30, 2019",8.709
"June 30, 2019",7.214
"March 31, 2019",8.204
"Dec. 31, 2018",7.688
"Sept. 30, 2018",8.772
"June 30, 2018",8.132
"March 31, 2018",8.209
"Dec. 31, 2017",7.726
"Sept. 30, 2017",8.326
"June 30, 2017",7.260
"March 31, 2017",7.994
"Dec. 31, 2016",7.706
"Sept. 30, 2016",9.459
"June 30, 2016",7.918
"March 31, 2016",8.232
"Dec. 31, 2015",7.361
"Sept. 30, 2015",9.029
"June 30, 2015",7.802
"March 31, 2015",9.349
"Dec. 31, 2014",7.798
"Sept. 30, 2014",8.510
"June 30, 2014",8.278
"March 31, 2014",9.519
"Dec. 31, 2013",6.621
"Sept. 30, 2013",8.570
"June 30, 2013",7.359
"March 31, 2013",7.867
"Dec. 31, 2012",7.436
"Sept. 30, 2012",8.563
"June 30, 2012",7.324
"March 31, 2012",7.486
"Dec. 31, 2011",7.124
"Sept. 30, 2011",8.975
"June 30, 2011",7.484
"March 31, 2011",7.749
"Dec. 31, 2010",7.145
"Sept. 30, 2010",8.471
"June 30, 2010",7.012
"March 31, 2010",7.453
"Dec. 31, 2009",6.860
"Sept. 30, 2009",7.434
"June 30, 2009",6.781
"March 31, 2009",8.488
"Dec. 31, 2008",7.975
"Sept. 30, 2008",10.38
"June 30, 2008",8.804
"March 31, 2008",8.623
"Dec. 31, 2007",8.146
"Sept. 30, 2007",9.467
"June 30, 2007",7.868
"March 31, 2007",7.951
"Dec. 31, 2006",7.486
"Sept. 30, 2006",9.070
"June 30, 2006",7.424
"March 31, 2006",7.857
"Dec. 31, 2005",7.326
"Sept. 30, 2005",8.533
"June 30, 2005",7.322
"March 31, 2005",7.779
"Dec. 31, 2004",9.316
"Sept. 30, 2004",9.524
"June 30, 2004",8.614
"March 31, 2004",8.516
"Dec. 31, 2003",9.258
"Sept. 30, 2003",9.977
"June 30, 2003",8.734
"March 31, 2003",10.63
"Dec. 31, 2002",8.981
"Sept. 30, 2002",11.24
"June 30, 2002",10.98
"March 31, 2002",41.58
"Dec. 31, 2001",-106.52
"Sept. 30, 2001",57.10
"June 30, 2001",45.09
"March 31, 2001",44.21
"Dec. 31, 2000",82.52
"Sept. 30, 2000",12.18
"June 30, 2000",41.92
"March 31, 2000",9.00
"Dec. 31, 1999",78.99
"Sept. 30, 1999",18.32
"June 30, 1999",15.50
"March 31, 1999",8.823
"Dec. 31, 1998",35.68
"Sept. 30, 1998",9.719
"June 30, 1998",8.181
"March 31, 1998",7.958
"Dec. 31, 1997",7.443
"Sept. 30, 1997",8.337
"June 30, 1997",7.305
"March 31, 1997",7.953
"Dec. 31, 1996",7.752
"Sept. 30, 1996",7.957
"June 30, 1996",7.458
"March 31, 1996",8.095
"Dec. 31, 1995",7.609
"Sept. 30, 1995",8.200
"June 30, 1995",7.034
"March 31, 1995",7.660
"Dec. 31, 1994",6.943
"Sept. 30, 1994",7.531
"June 30, 1994",7.276
"March 31, 1994",8.073
"Dec. 31, 1993",7.313
"Sept. 30, 1993",8.354
"June 30, 1993",6.600
"March 31, 1993",7.149
"Dec. 31, 1992",7.062
"Sept. 30, 1992",6.898
"June 30, 1992",6.318
"March 31, 1992",7.068
"Dec. 31, 1991",6.966
"Sept. 30, 1991",6.996
"June 30, 1991",6.675
"March 31, 1991",6.822
"Dec. 31, 1990",6.828
"Sept. 30, 1990",7.227
"June 30, 1990",6.731
"March 31, 1990",6.723
"Dec. 31, 1989",0.0021
"Sept. 30, 1989",6.686
"June 30, 1989",6.204
"March 31, 1989",6.526
"Dec. 31, 1988",6.366
"Sept. 30, 1988",6.649
"June 30, 1988",5.697
"March 31, 1988",6.300
"Dec. 31, 1987",5.940
"Sept. 30, 1987",6.515
"June 30, 1987",5.910
"March 31, 1987",6.373
"Dec. 31, 1986",6.193
"Sept. 30, 1986",6.252
"June 30, 1986",5.966
"March 31, 1986",6.614
"Dec. 31, 1985",6.204
"Sept. 30, 1985",6.135
"June 30, 1985",5.988
"March 31, 1985",6.970
"Dec. 31, 1984",6.505
"Sept. 30, 1984",6.742
"June 30, 1984",6.353
"March 31, 1984",6.835
