date,market_cap
"March 19, 2020",39.99B
"March 18, 2020",43.68B
"March 17, 2020",45.13B
"March 16, 2020",40.41B
"March 13, 2020",42.79B
"March 12, 2020",40.84B
"March 11, 2020",44.40B
"March 10, 2020",46.87B
"March 9, 2020",46.99B
"March 6, 2020",48.35B
"March 5, 2020",48.88B
"March 4, 2020",49.39B
"March 3, 2020",47.23B
"March 2, 2020",47.05B
"Feb. 28, 2020",44.17B
"Feb. 27, 2020",45.46B
"Feb. 26, 2020",48.21B
"Feb. 25, 2020",48.58B
"Feb. 24, 2020",49.50B
"Feb. 21, 2020",50.26B
"Feb. 20, 2020",50.59B
"Feb. 19, 2020",51.15B
"Feb. 18, 2020",51.56B
"Feb. 14, 2020",51.28B
"Feb. 13, 2020",50.83B
"Feb. 12, 2020",50.30B
"Feb. 11, 2020",50.51B
"Feb. 10, 2020",50.37B
"Feb. 7, 2020",50.08B
"Feb. 6, 2020",50.53B
"Feb. 5, 2020",50.46B
"Feb. 4, 2020",50.84B
"Feb. 3, 2020",51.50B
"Jan. 31, 2020",51.50B
"Jan. 30, 2020",51.44B
"Jan. 29, 2020",50.81B
"Jan. 28, 2020",50.50B
"Jan. 27, 2020",50.30B
"Jan. 24, 2020",50.48B
"Jan. 23, 2020",49.90B
"Jan. 22, 2020",49.42B
"Jan. 21, 2020",49.09B
"Jan. 17, 2020",48.71B
"Jan. 16, 2020",48.09B
"Jan. 15, 2020",47.74B
"Jan. 14, 2020",46.94B
"Jan. 13, 2020",46.76B
"Jan. 10, 2020",46.62B
"Jan. 9, 2020",46.39B
"Jan. 8, 2020",46.16B
"Jan. 7, 2020",46.30B
"Jan. 6, 2020",46.29B
"Jan. 3, 2020",46.14B
"Jan. 2, 2020",46.19B
"Dec. 31, 2019",46.70B
"Dec. 30, 2019",46.45B
"Dec. 27, 2019",46.53B
"Dec. 26, 2019",46.37B
"Dec. 24, 2019",46.35B
"Dec. 23, 2019",46.31B
"Dec. 20, 2019",46.88B
"Dec. 19, 2019",46.42B
"Dec. 18, 2019",46.31B
"Dec. 17, 2019",46.05B
"Dec. 16, 2019",45.95B
"Dec. 13, 2019",45.47B
"Dec. 12, 2019",45.02B
"Dec. 11, 2019",45.52B
