date,long_term_debt
"Dec. 31, 2019",25.13B
"Sept. 30, 2019",24.55B
"June 30, 2019",24.17B
"March 31, 2019",22.90B
"Dec. 31, 2018",21.65B
"Sept. 30, 2018",20.87B
"June 30, 2018",19.75B
"March 31, 2018",18.84B
"Dec. 31, 2017",19.42B
"Sept. 30, 2017",18.36B
"June 30, 2017",16.80B
"March 31, 2017",16.72B
"Dec. 31, 2016",17.38B
"Sept. 30, 2016",17.32B
"June 30, 2016",17.54B
"March 31, 2016",17.75B
"Dec. 31, 2015",17.74B
"Sept. 30, 2015",17.60B
"June 30, 2015",17.76B
"March 31, 2015",16.78B
"Dec. 31, 2014",16.01B
"Sept. 30, 2014",15.68B
"June 30, 2014",15.60B
"March 31, 2014",16.48B
"Dec. 31, 2013",16.83B
"Sept. 30, 2013",16.20B
"June 30, 2013",15.80B
"March 31, 2013",15.90B
"Dec. 31, 2012",15.59B
"Sept. 30, 2012",14.96B
"June 30, 2012",15.32B
"March 31, 2012",15.34B
"Dec. 31, 2011",15.08B
"Sept. 30, 2011",15.18B
"June 30, 2011",15.56B
"March 31, 2011",15.63B
"Dec. 31, 2010",15.50B
"Sept. 30, 2010",16.00B
"June 30, 2010",16.30B
"March 31, 2010",16.28B
"Dec. 31, 2009",15.76B
"Sept. 30, 2009",15.71B
"June 30, 2009",15.35B
"March 31, 2009",15.90B
"Dec. 31, 2008",15.54B
"Sept. 30, 2008",15.32B
"June 30, 2008",15.18B
"March 31, 2008",14.70B
"Dec. 31, 2007",14.20B
"Sept. 30, 2007",13.87B
"June 30, 2007",13.07B
"March 31, 2007",12.52B
"Dec. 31, 2006",12.43B
"Sept. 30, 2006",10.97B
"June 30, 2006",11.84B
"March 31, 2006",11.08B
"Dec. 31, 2005",11.07B
"Sept. 30, 2005",11.02B
"June 30, 2005",10.85B
"March 31, 2005",10.67B
"Dec. 31, 2004",11.01B
"Sept. 30, 2004",11.04B
"June 30, 2004",11.53B
"March 31, 2004",11.86B
"Dec. 31, 2003",12.32B
"Sept. 30, 2003",12.70B
"June 30, 2003",11.31B
"March 31, 2003",10.81B
"Dec. 31, 2002",8.863B
"Sept. 30, 2002",9.09B
"June 30, 2002",10.47B
"March 31, 2002",10.57B
"Dec. 31, 2001",9.753B
"Sept. 30, 2001",9.925B
"June 30, 2001",10.61B
"March 31, 2001",11.05B
"Dec. 31, 2000",9.602B
"Sept. 30, 2000",10.07B
"June 30, 2000",10.07B
"March 31, 2000",6.239B
"Dec. 31, 1999",10.16B
"Sept. 30, 1999",6.219B
"June 30, 1999",6.117B
"March 31, 1999",6.542B
"Dec. 31, 1998",6.80B
"Sept. 30, 1998",5.409B
"June 30, 1998",5.134B
"March 31, 1998",5.182B
"Dec. 31, 1997",5.130B
"Sept. 30, 1997",5.122B
"June 30, 1997",5.078B
"March 31, 1997",4.787B
"Dec. 31, 1996",4.797B
"Sept. 30, 1996",4.814B
"June 30, 1996",4.767B
"March 31, 1996",4.812B
"Dec. 31, 1995",4.920B
"Sept. 30, 1995",4.846B
"June 30, 1995",4.732B
"March 31, 1995",4.579B
"Dec. 31, 1994",4.687B
"Sept. 30, 1994",4.722B
"June 30, 1994",4.849B
"March 31, 1994",4.859B
