date,sales_est_0y
"March 14, 2020",16.57B
"Feb. 21, 2020",16.57B
"Feb. 20, 2020",15.92B
"Feb. 11, 2020",17.06B
"Feb. 10, 2020",17.06B
"Jan. 21, 2020",17.06B
"Jan. 17, 2020",17.09B
"Jan. 16, 2020",17.09B
"Jan. 15, 2020",17.09B
"Jan. 9, 2020",17.09B
"Jan. 7, 2020",17.09B
"Dec. 31, 2019",16.30B
"Dec. 5, 2019",16.32B
"Dec. 2, 2019",16.14B
"Nov. 12, 2019",16.14B
"Nov. 6, 2019",16.12B
"Oct. 30, 2019",16.35B
"Oct. 29, 2019",16.35B
"Oct. 28, 2019",16.49B
"Oct. 25, 2019",16.16B
"Oct. 21, 2019",16.56B
"Oct. 19, 2019",16.50B
"Oct. 17, 2019",16.49B
"Oct. 16, 2019",16.49B
"Oct. 14, 2019",16.44B
"Oct. 11, 2019",16.44B
"Sept. 20, 2019",16.44B
"Sept. 16, 2019",16.44B
"July 30, 2019",16.43B
"July 29, 2019",16.41B
"July 26, 2019",16.41B
"July 25, 2019",16.58B
"July 22, 2019",16.58B
"July 18, 2019",16.63B
"July 16, 2019",16.63B
"July 15, 2019",16.63B
"July 12, 2019",16.63B
"May 9, 2019",16.46B
"May 7, 2019",16.47B
"May 1, 2019",16.47B
"April 30, 2019",16.47B
"April 26, 2019",16.35B
"April 25, 2019",15.73B
"April 18, 2019",16.50B
"April 17, 2019",16.50B
"April 15, 2019",16.50B
"April 8, 2019",16.50B
"March 19, 2019",16.49B
"March 14, 2019",16.48B
"March 12, 2019",16.50B
"March 6, 2019",16.51B
"March 1, 2019",16.57B
"Feb. 28, 2019",16.57B
"Feb. 13, 2019",16.57B
"Jan. 25, 2019",16.57B
"Jan. 24, 2019",16.35B
"Jan. 14, 2019",16.25B
"Jan. 11, 2019",16.24B
"Jan. 7, 2019",16.24B
"Jan. 3, 2019",16.18B
"Dec. 31, 2018",15.92B
"Dec. 4, 2018",15.59B
"Nov. 21, 2018",15.58B
"Oct. 30, 2018",15.19B
"Oct. 29, 2018",15.00B
"Oct. 26, 2018",14.73B
"Oct. 25, 2018",13.90B
"Oct. 18, 2018",15.68B
"Oct. 15, 2018",15.71B
"Oct. 9, 2018",15.68B
"Sept. 10, 2018",15.67B
"Sept. 7, 2018",15.62B
"Sept. 5, 2018",15.62B
"Aug. 20, 2018",15.35B
"Aug. 7, 2018",15.35B
"July 26, 2018",15.11B
"July 25, 2018",14.94B
"July 20, 2018",15.42B
"July 19, 2018",15.45B
"July 14, 2018",15.55B
"July 13, 2018",15.58B
"July 11, 2018",15.55B
"July 3, 2018",15.55B
"June 18, 2018",15.72B
"May 29, 2018",15.52B
"May 11, 2018",15.60B
"April 27, 2018",15.60B
"April 26, 2018",15.38B
"April 20, 2018",15.52B
"April 19, 2018",15.59B
"April 18, 2018",15.59B
"April 10, 2018",15.87B
"Feb. 27, 2018",15.87B
"Feb. 17, 2018",15.89B
"Jan. 30, 2018",16.08B
"Jan. 27, 2018",16.03B
"Jan. 26, 2018",15.94B
"Jan. 25, 2018",15.63B
"Jan. 22, 2018",16.06B
"Jan. 19, 2018",16.06B
"Jan. 18, 2018",16.05B
"Jan. 17, 2018",16.10B
"Jan. 10, 2018",16.17B
"Jan. 2, 2018",16.17B
