date,debt_equity_ratio
"Dec. 31, 2019",1.506
"Sept. 30, 2019",1.44
"June 30, 2019",1.439
"March 31, 2019",1.369
"Dec. 31, 2018",1.327
"Sept. 30, 2018",1.316
"June 30, 2018",1.315
"March 31, 2018",1.305
"Dec. 31, 2017",1.247
"Sept. 30, 2017",1.205
"June 30, 2017",1.201
"March 31, 2017",1.174
"Dec. 31, 2016",1.263
"Sept. 30, 2016",1.223
"June 30, 2016",1.175
"March 31, 2016",1.159
"Dec. 31, 2015",1.139
"Sept. 30, 2015",1.142
"June 30, 2015",1.186
"March 31, 2015",1.165
"Dec. 31, 2014",1.181
"Sept. 30, 2014",1.147
"June 30, 2014",1.182
"March 31, 2014",1.183
"Dec. 31, 2013",1.190
"Sept. 30, 2013",1.192
"June 30, 2013",1.233
"March 31, 2013",1.224
"Dec. 31, 2012",1.230
"Sept. 30, 2012",1.205
"June 30, 2012",1.233
"March 31, 2012",1.236
"Dec. 31, 2011",1.239
"Sept. 30, 2011",1.210
"June 30, 2011",1.311
"March 31, 2011",1.362
"Dec. 31, 2010",1.333
"Sept. 30, 2010",1.373
"June 30, 2010",1.418
"March 31, 2010",1.396
"Dec. 31, 2009",1.341
"Sept. 30, 2009",1.348
"June 30, 2009",1.354
"March 31, 2009",1.720
"Dec. 31, 2008",1.680
"Sept. 30, 2008",1.586
"June 30, 2008",1.548
"March 31, 2008",1.530
"Dec. 31, 2007",1.553
"Sept. 30, 2007",1.550
"June 30, 2007",1.556
"March 31, 2007",1.476
"Dec. 31, 2006",1.457
"Sept. 30, 2006",1.342
"June 30, 2006",1.358
"March 31, 2006",1.318
"Dec. 31, 2005",1.346
"Sept. 30, 2005",1.308
"June 30, 2005",1.423
"March 31, 2005",1.497
"Dec. 31, 2004",1.446
"Sept. 30, 2004",1.552
"June 30, 2004",1.731
"March 31, 2004",1.746
"Dec. 31, 2003",1.832
"Sept. 30, 2003",1.700
"June 30, 2003",1.533
"March 31, 2003",1.511
"Dec. 31, 2002",1.830
"Sept. 30, 2002",1.517
"June 30, 2002",1.791
"March 31, 2002",1.928
"Dec. 31, 2001",1.848
"Sept. 30, 2001",1.796
"June 30, 2001",1.925
"March 31, 2001",2.063
"Dec. 31, 2000",1.873
"Sept. 30, 2000",1.821
"June 30, 2000",1.822
"March 31, 2000",1.702
"Dec. 31, 1999",1.686
"Sept. 30, 1999",1.541
"June 30, 1999",1.596
"March 31, 1999",1.521
"Dec. 31, 1998",1.536
"Sept. 30, 1998",1.219
"June 30, 1998",1.250
"March 31, 1998",1.232
"Dec. 31, 1997",1.253
"Sept. 30, 1997",1.233
"June 30, 1997",1.26
"March 31, 1997",1.156
"Dec. 31, 1996",1.029
"Sept. 30, 1996",1.032
"June 30, 1996",1.073
"March 31, 1996",1.077
"Dec. 31, 1995",1.103
"Sept. 30, 1995",1.057
"June 30, 1995",1.100
"March 31, 1995",1.041
"Dec. 31, 1994",1.067
"Sept. 30, 1994",1.037
"June 30, 1994",1.069
"March 31, 1994",1.039
