date,forward_ps_ratio
"March 19, 2020",2.413
"March 18, 2020",2.636
"March 17, 2020",2.724
"March 16, 2020",2.439
"March 13, 2020",2.582
"March 12, 2020",2.465
"March 11, 2020",2.679
"March 10, 2020",2.829
"March 9, 2020",2.836
"March 6, 2020",2.918
"March 5, 2020",2.950
"March 4, 2020",2.981
"March 3, 2020",2.850
"March 2, 2020",2.840
"Feb. 28, 2020",2.666
"Feb. 27, 2020",2.743
"Feb. 26, 2020",2.910
"Feb. 25, 2020",2.932
"Feb. 24, 2020",2.988
"Feb. 21, 2020",3.033
"Feb. 20, 2020",3.053
"Feb. 19, 2020",3.087
"Feb. 18, 2020",3.112
"Feb. 14, 2020",3.095
"Feb. 13, 2020",3.067
"Feb. 12, 2020",3.036
"Feb. 11, 2020",3.049
"Feb. 10, 2020",3.040
"Feb. 7, 2020",3.022
"Feb. 6, 2020",3.050
"Feb. 5, 2020",3.046
"Feb. 4, 2020",3.068
"Feb. 3, 2020",3.108
"Jan. 31, 2020",3.108
"Jan. 30, 2020",3.105
"Jan. 29, 2020",3.066
"Jan. 28, 2020",3.048
"Jan. 27, 2020",3.036
"Jan. 24, 2020",3.047
"Jan. 23, 2020",3.011
"Jan. 22, 2020",2.982
"Jan. 21, 2020",2.963
"Jan. 17, 2020",2.940
"Jan. 16, 2020",2.902
"Jan. 15, 2020",2.881
"Jan. 14, 2020",2.833
"Jan. 13, 2020",2.822
"Jan. 10, 2020",2.814
"Jan. 9, 2020",2.800
"Jan. 8, 2020",2.786
"Jan. 7, 2020",2.794
"Jan. 6, 2020",2.794
"Jan. 3, 2020",2.784
"Jan. 2, 2020",2.787
"Dec. 31, 2019",2.819
"Dec. 30, 2019",2.849
"Dec. 27, 2019",2.854
"Dec. 26, 2019",2.844
"Dec. 24, 2019",2.843
"Dec. 23, 2019",2.840
"Dec. 20, 2019",2.875
"Dec. 19, 2019",2.847
"Dec. 18, 2019",2.840
"Dec. 17, 2019",2.824
"Dec. 16, 2019",2.818
"Dec. 13, 2019",2.789
"Dec. 12, 2019",2.761
"Dec. 11, 2019",2.792
"Dec. 10, 2019",2.785
"Dec. 9, 2019",2.783
"Dec. 6, 2019",2.799
"Dec. 5, 2019",2.801
"Dec. 4, 2019",2.788
"Dec. 3, 2019",2.753
"Dec. 2, 2019",2.735
"Nov. 29, 2019",2.768
"Nov. 27, 2019",2.775
"Nov. 26, 2019",2.772
"Nov. 25, 2019",2.754
"Nov. 22, 2019",2.773
"Nov. 21, 2019",2.759
"Nov. 20, 2019",2.771
"Nov. 19, 2019",2.747
"Nov. 18, 2019",2.731
"Nov. 15, 2019",2.713
"Nov. 14, 2019",2.714
"Nov. 13, 2019",2.722
"Nov. 12, 2019",2.681
"Nov. 11, 2019",2.689
"Nov. 8, 2019",2.698
