date,receivables_turnover
"Dec. 31, 2019",2.049
"Sept. 30, 2019",2.393
"June 30, 2019",1.951
"March 31, 2019",2.130
"Dec. 31, 2018",1.880
"Sept. 30, 2018",1.975
"June 30, 2018",1.947
"March 31, 2018",2.163
"Dec. 31, 2017",2.098
"Sept. 30, 2017",2.413
"June 30, 2017",2.121
"March 31, 2017",2.168
"Dec. 31, 2016",1.890
"Sept. 30, 2016",2.224
"June 30, 2016",1.964
"March 31, 2016",2.300
"Dec. 31, 2015",2.069
"Sept. 30, 2015",2.349
"June 30, 2015",2.009
"March 31, 2015",2.460
"Dec. 31, 2014",2.070
"Sept. 30, 2014",2.201
"June 30, 2014",2.090
"March 31, 2014",2.444
"Dec. 31, 2013",1.738
"Sept. 30, 2013",2.205
"June 30, 2013",1.885
"March 31, 2013",2.046
"Dec. 31, 2012",1.914
"Sept. 30, 2012",2.239
"June 30, 2012",2.015
"March 31, 2012",2.042
"Dec. 31, 2011",1.826
"Sept. 30, 2011",2.096
"June 30, 2011",1.700
"March 31, 2011",1.710
"Dec. 31, 2010",1.600
"Sept. 30, 2010",1.814
"June 30, 2010",1.456
"March 31, 2010",1.922
"Dec. 31, 2009",2.500
"Sept. 30, 2009",3.434
"June 30, 2009",3.204
"March 31, 2009",3.335
"Dec. 31, 2008",2.815
"Sept. 30, 2008",3.519
"June 30, 2008",3.159
"March 31, 2008",3.200
"Dec. 31, 2007",2.936
"Sept. 30, 2007",3.465
"June 30, 2007",2.912
"March 31, 2007",2.977
"Dec. 31, 2006",2.811
"Sept. 30, 2006",3.423
"June 30, 2006",2.911
"March 31, 2006",2.80
"Dec. 31, 2005",2.386
"Sept. 30, 2005",2.935
"June 30, 2005",2.583
"March 31, 2005",2.334
"Dec. 31, 2004",2.602
"Sept. 30, 2004",2.627
"June 30, 2004",2.224
"March 31, 2004",2.082
"Dec. 31, 2003",2.254
"Sept. 30, 2003",2.448
"June 30, 2003",1.621
"March 31, 2003",1.624
"Dec. 31, 2002",1.313
"Sept. 30, 2002",1.470
"June 30, 2002",1.379
"March 31, 2002",6.048
"Dec. 31, 2001",-14.59
"Sept. 30, 2001",6.865
"June 30, 2001",5.106
"March 31, 2001",4.152
"Dec. 31, 2000",7.907
"Sept. 30, 2000",1.420
"June 30, 2000",4.656
"March 31, 2000",1.156
"Dec. 31, 1999",9.529
"Sept. 30, 1999",3.041
"June 30, 1999",2.731
"March 31, 1999",1.591
"Dec. 31, 1998",6.498
"Sept. 30, 1998",1.772
"June 30, 1998",1.603
"March 31, 1998",1.753
"Dec. 31, 1997",1.800
"Sept. 30, 1997",2.186
"June 30, 1997",1.897
"March 31, 1997",2.076
"Dec. 31, 1996",2.100
"Sept. 30, 1996",2.14
"June 30, 1996",1.965
"March 31, 1996",2.153
"Dec. 31, 1995",2.132
"Sept. 30, 1995",2.447
"June 30, 1995",2.203
"March 31, 1995",2.432
"Dec. 31, 1994",2.237
"Sept. 30, 1994",2.335
"June 30, 1994",2.130
