date,eps_est_0y
"March 14, 2020",4.376
"March 12, 2020",4.376
"March 11, 2020",4.377
"March 10, 2020",4.381
"March 4, 2020",4.385
"March 3, 2020",4.388
"Feb. 24, 2020",4.391
"Feb. 21, 2020",4.394
"Feb. 19, 2020",4.396
"Feb. 14, 2020",4.395
"Feb. 11, 2020",4.396
"Feb. 10, 2020",4.397
"Jan. 22, 2020",4.396
"Jan. 21, 2020",4.398
"Jan. 15, 2020",4.40
"Jan. 14, 2020",4.401
"Jan. 7, 2020",4.401
"Dec. 31, 2019",4.222
"Dec. 16, 2019",4.199
"Dec. 5, 2019",4.200
"Nov. 21, 2019",4.201
"Nov. 17, 2019",4.196
"Nov. 12, 2019",4.194
"Nov. 8, 2019",4.191
"Nov. 6, 2019",4.197
"Oct. 30, 2019",4.198
"Oct. 29, 2019",4.197
"Oct. 28, 2019",4.197
"Oct. 25, 2019",4.183
"Oct. 24, 2019",4.181
"Oct. 21, 2019",4.155
"Oct. 19, 2019",4.152
"Oct. 18, 2019",4.146
"Oct. 17, 2019",4.149
"Oct. 16, 2019",4.148
"Oct. 14, 2019",4.142
"Oct. 11, 2019",4.141
"Sept. 20, 2019",4.139
"Sept. 16, 2019",4.139
"Sept. 13, 2019",4.140
"Sept. 9, 2019",4.139
"Aug. 16, 2019",4.138
"July 30, 2019",4.138
"July 29, 2019",4.139
"July 26, 2019",4.126
"July 25, 2019",4.130
"July 22, 2019",4.129
"July 18, 2019",4.133
"July 16, 2019",4.136
"July 15, 2019",4.135
"July 12, 2019",4.134
"June 14, 2019",4.132
"June 12, 2019",4.133
"June 4, 2019",4.133
"June 3, 2019",4.127
"May 16, 2019",4.129
"May 13, 2019",4.131
"May 9, 2019",4.131
"May 1, 2019",4.134
"April 30, 2019",4.134
"April 29, 2019",4.134
"April 26, 2019",4.132
"April 25, 2019",4.132
"April 24, 2019",4.129
"April 23, 2019",4.129
"April 18, 2019",4.129
"April 17, 2019",4.128
"April 15, 2019",4.126
"April 11, 2019",4.128
"April 8, 2019",4.126
"March 22, 2019",4.126
"March 20, 2019",4.128
"March 19, 2019",4.125
"March 15, 2019",4.126
"March 14, 2019",4.128
"March 13, 2019",4.127
"March 12, 2019",4.126
"March 6, 2019",4.124
"March 4, 2019",4.124
"March 1, 2019",4.123
"Feb. 28, 2019",4.122
"Feb. 19, 2019",4.123
"Feb. 14, 2019",4.122
"Feb. 13, 2019",4.122
"Feb. 12, 2019",4.122
"Feb. 5, 2019",4.124
"Jan. 31, 2019",4.124
"Jan. 25, 2019",4.119
"Jan. 24, 2019",4.120
"Jan. 22, 2019",4.120
"Jan. 18, 2019",4.120
"Jan. 14, 2019",4.121
"Jan. 11, 2019",4.123
"Jan. 7, 2019",4.126
"Jan. 3, 2019",4.126
"Dec. 31, 2018",3.935
"Dec. 14, 2018",3.944
"Dec. 4, 2018",3.946
"Nov. 21, 2018",3.945
"Nov. 17, 2018",3.945
"Nov. 9, 2018",3.944
"Nov. 7, 2018",3.939
"Oct. 30, 2018",3.937
"Oct. 29, 2018",3.937
"Oct. 26, 2018",3.934
"Oct. 25, 2018",3.935
"Oct. 19, 2018",3.942
"Oct. 18, 2018",3.936
"Oct. 17, 2018",3.934
"Oct. 15, 2018",3.932
"Oct. 11, 2018",3.927
"Oct. 9, 2018",3.916
"Sept. 11, 2018",3.914
"Sept. 8, 2018",3.914
"Sept. 7, 2018",3.913
"Sept. 5, 2018",3.909
"Aug. 29, 2018",3.905
"Aug. 7, 2018",3.906
"July 31, 2018",3.902
"July 27, 2018",3.902
"July 26, 2018",3.903
"July 25, 2018",3.892
"July 24, 2018",3.883
"July 23, 2018",3.883
"July 20, 2018",3.883
"July 19, 2018",3.887
"July 13, 2018",3.887
"July 12, 2018",3.887
"July 11, 2018",3.887
"July 9, 2018",3.885
"July 3, 2018",3.884
"June 13, 2018",3.889
"May 29, 2018",3.888
"May 24, 2018",3.889
"May 11, 2018",3.892
"April 30, 2018",3.892
"April 27, 2018",3.891
"April 26, 2018",3.887
"April 24, 2018",3.890
"April 20, 2018",3.892
"April 19, 2018",3.891
"April 13, 2018",3.892
"April 12, 2018",3.894
"April 10, 2018",3.890
"March 26, 2018",3.889
"March 8, 2018",3.888
"Feb. 27, 2018",3.890
"Feb. 15, 2018",3.887
"Feb. 13, 2018",3.886
"Feb. 2, 2018",3.885
"Jan. 30, 2018",3.887
"Jan. 27, 2018",3.892
"Jan. 26, 2018",3.890
"Jan. 25, 2018",3.892
"Jan. 24, 2018",3.891
"Jan. 22, 2018",3.891
"Jan. 18, 2018",3.889
"Jan. 17, 2018",3.888
"Jan. 10, 2018",3.890
