date,forward_pe_ratio_1y
"March 19, 2020",17.38
"March 18, 2020",18.98
"March 17, 2020",19.61
"March 16, 2020",17.56
"March 13, 2020",18.60
"March 12, 2020",17.75
"March 11, 2020",19.29
"March 10, 2020",20.37
"March 9, 2020",20.42
"March 6, 2020",21.01
"March 5, 2020",21.25
"March 4, 2020",21.47
"March 3, 2020",20.53
"March 2, 2020",20.45
"Feb. 28, 2020",19.20
"Feb. 27, 2020",19.75
"Feb. 26, 2020",20.95
"Feb. 25, 2020",21.11
"Feb. 24, 2020",21.51
"Feb. 21, 2020",21.87
"Feb. 20, 2020",22.02
"Feb. 19, 2020",22.26
"Feb. 18, 2020",22.44
"Feb. 14, 2020",22.31
"Feb. 13, 2020",22.12
"Feb. 12, 2020",21.89
"Feb. 11, 2020",21.98
"Feb. 10, 2020",21.92
"Feb. 7, 2020",21.79
"Feb. 6, 2020",21.99
"Feb. 5, 2020",21.96
"Feb. 4, 2020",22.12
"Feb. 3, 2020",22.41
"Jan. 31, 2020",22.41
"Jan. 30, 2020",22.39
"Jan. 29, 2020",22.11
"Jan. 28, 2020",21.98
"Jan. 27, 2020",21.89
"Jan. 24, 2020",21.97
"Jan. 23, 2020",21.71
"Jan. 22, 2020",21.51
"Jan. 21, 2020",21.36
"Jan. 17, 2020",21.20
"Jan. 16, 2020",20.93
"Jan. 15, 2020",20.77
"Jan. 14, 2020",20.43
"Jan. 13, 2020",20.35
"Jan. 10, 2020",20.29
"Jan. 9, 2020",20.19
"Jan. 8, 2020",20.09
"Jan. 7, 2020",20.15
"Jan. 6, 2020",20.14
"Jan. 3, 2020",20.08
"Jan. 2, 2020",20.10
"Dec. 31, 2019",20.32
"Dec. 30, 2019",21.49
"Dec. 27, 2019",21.52
"Dec. 26, 2019",21.45
"Dec. 24, 2019",21.44
"Dec. 23, 2019",21.42
"Dec. 20, 2019",21.69
"Dec. 19, 2019",21.47
"Dec. 18, 2019",21.42
"Dec. 17, 2019",21.30
"Dec. 16, 2019",21.26
"Dec. 13, 2019",21.04
"Dec. 12, 2019",20.83
"Dec. 11, 2019",21.06
"Dec. 10, 2019",21.01
"Dec. 9, 2019",20.99
"Dec. 6, 2019",21.11
"Dec. 5, 2019",21.13
"Dec. 4, 2019",21.03
"Dec. 3, 2019",20.77
"Dec. 2, 2019",20.63
"Nov. 29, 2019",20.88
"Nov. 27, 2019",20.93
"Nov. 26, 2019",20.91
"Nov. 25, 2019",20.77
"Nov. 22, 2019",20.92
"Nov. 21, 2019",20.81
"Nov. 20, 2019",20.90
"Nov. 19, 2019",20.72
"Nov. 18, 2019",20.60
"Nov. 15, 2019",20.47
"Nov. 14, 2019",20.48
"Nov. 13, 2019",20.54
"Nov. 12, 2019",20.22
"Nov. 11, 2019",20.29
"Nov. 8, 2019",20.35
"Nov. 7, 2019",20.42
"Nov. 6, 2019",21.02
"Nov. 5, 2019",20.89
"Nov. 4, 2019",21.21
"Nov. 1, 2019",21.38
"Oct. 31, 2019",21.57
"Oct. 30, 2019",21.50
"Oct. 29, 2019",21.29
"Oct. 28, 2019",21.34
"Oct. 25, 2019",21.56
"Oct. 24, 2019",21.87
"Oct. 23, 2019",21.58
"Oct. 22, 2019",21.52
"Oct. 21, 2019",21.59
"Oct. 18, 2019",21.51
"Oct. 17, 2019",21.25
"Oct. 16, 2019",21.16
"Oct. 15, 2019",20.96
"Oct. 14, 2019",21.03
"Oct. 11, 2019",21.10
"Oct. 10, 2019",21.16
"Oct. 9, 2019",21.23
"Oct. 8, 2019",21.15
"Oct. 7, 2019",21.42
"Oct. 4, 2019",21.39
"Oct. 3, 2019",21.14
"Oct. 2, 2019",21.05
"Oct. 1, 2019",21.30
"Sept. 30, 2019",21.41
"Sept. 27, 2019",21.53
"Sept. 26, 2019",21.55
"Sept. 25, 2019",21.53
"Sept. 24, 2019",21.62
"Sept. 23, 2019",21.34
"Sept. 20, 2019",21.29
"Sept. 19, 2019",21.29
"Sept. 18, 2019",21.26
"Sept. 17, 2019",21.19
"Sept. 16, 2019",20.96
"Sept. 13, 2019",20.92
"Sept. 12, 2019",21.03
"Sept. 11, 2019",20.95
"Sept. 10, 2019",20.82
"Sept. 9, 2019",20.88
"Sept. 6, 2019",20.82
"Sept. 5, 2019",20.92
"Sept. 4, 2019",21.26
"Sept. 3, 2019",21.20
"Aug. 30, 2019",20.83
"Aug. 29, 2019",20.73
"Aug. 28, 2019",20.48
"Aug. 27, 2019",20.72
"Aug. 26, 2019",20.76
"Aug. 23, 2019",20.47
"Aug. 22, 2019",20.79
"Aug. 21, 2019",20.88
"Aug. 20, 2019",20.74
"Aug. 19, 2019",20.69
"Aug. 16, 2019",20.62
"Aug. 15, 2019",20.65
"Aug. 14, 2019",20.22
"Aug. 13, 2019",20.62
"Aug. 12, 2019",20.64
"Aug. 9, 2019",20.56
"Aug. 8, 2019",20.46
"Aug. 7, 2019",20.51
"Aug. 6, 2019",20.37
"Aug. 5, 2019",20.11
"Aug. 2, 2019",20.27
"Aug. 1, 2019",20.30
"July 31, 2019",20.07
"July 30, 2019",20.27
"July 29, 2019",20.51
"July 26, 2019",20.33
"July 25, 2019",20.36
"July 24, 2019",20.48
"July 23, 2019",20.46
"July 22, 2019",20.59
"July 19, 2019",20.63
"July 18, 2019",20.97
"July 17, 2019",20.80
"July 16, 2019",20.68
"July 15, 2019",20.84
"July 12, 2019",20.62
"July 11, 2019",20.78
"July 10, 2019",20.75
"July 9, 2019",20.65
"July 8, 2019",20.55
"July 5, 2019",20.53
"July 3, 2019",20.60
"July 2, 2019",20.38
"July 1, 2019",20.14
"June 30, 2019",
"June 28, 2019",20.11
"June 27, 2019",20.09
"June 26, 2019",20.22
"June 25, 2019",20.65
"June 24, 2019",20.77
"June 21, 2019",20.92
"June 20, 2019",20.77
"June 19, 2019",20.76
"June 18, 2019",20.52
"June 17, 2019",20.59
"June 14, 2019",20.70
"June 13, 2019",20.47
"June 12, 2019",20.43
"June 11, 2019",20.18
"June 10, 2019",20.34
"June 7, 2019",20.46
"June 6, 2019",20.57
"June 5, 2019",20.42
"June 4, 2019",19.89
"June 3, 2019",19.97
"May 31, 2019",19.68
"May 30, 2019",19.49
"May 29, 2019",19.58
"May 28, 2019",19.81
"May 24, 2019",20.18
"May 23, 2019",20.15
"May 22, 2019",19.95
"May 21, 2019",19.79
"May 20, 2019",19.79
"May 17, 2019",19.62
"May 16, 2019",19.52
"May 15, 2019",19.44
"May 14, 2019",19.55
"May 13, 2019",19.73
"May 10, 2019",19.35
"May 9, 2019",18.94
"May 8, 2019",19.13
"May 7, 2019",19.34
"May 6, 2019",19.39
"May 3, 2019",19.52
"May 2, 2019",19.36
"May 1, 2019",19.41
"April 30, 2019",19.55
"April 29, 2019",19.21
"April 26, 2019",19.36
"April 25, 2019",19.39
"April 24, 2019",19.20
"April 23, 2019",19.10
"April 22, 2019",18.95
"April 18, 2019",18.97
"April 17, 2019",19.01
"April 16, 2019",18.98
"April 15, 2019",19.26
"April 12, 2019",19.23
"April 11, 2019",19.18
"April 10, 2019",19.05
"April 9, 2019",19.10
"April 8, 2019",19.00
"April 5, 2019",19.10
"April 4, 2019",18.88
"April 3, 2019",18.95
"April 2, 2019",18.99
"April 1, 2019",18.93
"March 31, 2019",
"March 29, 2019",19.14
"March 28, 2019",19.15
"March 27, 2019",19.48
"March 26, 2019",19.65
"March 25, 2019",19.50
"March 22, 2019",19.46
"March 21, 2019",19.22
"March 20, 2019",18.94
"March 19, 2019",18.87
"March 18, 2019",19.08
"March 15, 2019",19.15
"March 14, 2019",18.96
"March 13, 2019",19.01
"March 12, 2019",18.99
"March 11, 2019",18.88
"March 8, 2019",18.73
"March 7, 2019",18.61
"March 6, 2019",18.57
"March 5, 2019",18.52
"March 4, 2019",18.61
"March 1, 2019",18.60
"Feb. 28, 2019",18.54
"Feb. 27, 2019",18.43
"Feb. 26, 2019",18.38
"Feb. 25, 2019",18.46
"Feb. 22, 2019",18.68
"Feb. 21, 2019",18.54
"Feb. 20, 2019",18.40
"Feb. 19, 2019",18.30
"Feb. 15, 2019",18.12
"Feb. 14, 2019",18.13
"Feb. 13, 2019",18.18
"Feb. 12, 2019",18.35
"Feb. 11, 2019",18.30
"Feb. 8, 2019",18.29
"Feb. 7, 2019",18.16
"Feb. 6, 2019",18.10
"Feb. 5, 2019",18.06
"Feb. 4, 2019",18.16
"Feb. 1, 2019",18.08
"Jan. 31, 2019",18.08
"Jan. 30, 2019",17.63
"Jan. 29, 2019",17.59
"Jan. 28, 2019",17.56
"Jan. 25, 2019",17.55
"Jan. 24, 2019",17.77
"Jan. 23, 2019",17.60
"Jan. 22, 2019",17.45
"Jan. 18, 2019",17.39
"Jan. 17, 2019",17.37
"Jan. 16, 2019",17.30
"Jan. 15, 2019",17.23
"Jan. 14, 2019",16.86
"Jan. 11, 2019",17.01
"Jan. 10, 2019",17.08
"Jan. 9, 2019",16.77
"Jan. 8, 2019",16.89
"Jan. 7, 2019",16.69
"Jan. 4, 2019",16.78
"Jan. 3, 2019",16.63
"Jan. 2, 2019",16.67
"Dec. 31, 2018",17.08
