date,return_on_assets
"Dec. 31, 2019",2.65%
"Sept. 30, 2019",3.01%
"June 30, 2019",2.85%
"March 31, 2019",3.01%
"Dec. 31, 2018",2.88%
"Sept. 30, 2018",2.98%
"June 30, 2018",2.98%
"March 31, 2018",2.78%
"Dec. 31, 2017",3.02%
"Sept. 30, 2017",3.01%
"June 30, 2017",0.92%
"March 31, 2017",1.12%
"Dec. 31, 2016",0.98%
"Sept. 30, 2016",1.14%
"June 30, 2016",3.22%
"March 31, 2016",3.13%
"Dec. 31, 2015",3.37%
"Sept. 30, 2015",2.95%
"June 30, 2015",2.94%
"March 31, 2015",2.91%
"Dec. 31, 2014",2.83%
"Sept. 30, 2014",3.15%
"June 30, 2014",3.08%
"March 31, 2014",3.02%
"Dec. 31, 2013",2.69%
"Sept. 30, 2013",2.12%
"June 30, 2013",2.23%
"March 31, 2013",2.29%
"Dec. 31, 2012",2.36%
"Sept. 30, 2012",2.94%
"June 30, 2012",3.82%
"March 31, 2012",3.84%
"Dec. 31, 2011",3.81%
"Sept. 30, 2011",3.58%
"June 30, 2011",2.86%
"March 31, 2011",2.44%
"Dec. 31, 2010",2.44%
"Sept. 30, 2010",2.60%
"June 30, 2010",2.41%
"March 31, 2010",2.83%
"Dec. 31, 2009",2.92%
"Sept. 30, 2009",2.80%
"June 30, 2009",2.70%
"March 31, 2009",2.68%
"Dec. 31, 2008",3.25%
"Sept. 30, 2008",3.53%
"June 30, 2008",3.68%
"March 31, 2008",3.51%
"Dec. 31, 2007",2.79%
"Sept. 30, 2007",2.72%
"June 30, 2007",2.39%
"March 31, 2007",2.42%
"Dec. 31, 2006",2.75%
"Sept. 30, 2006",1.86%
"June 30, 2006",2.23%
"March 31, 2006",2.37%
"Dec. 31, 2005",2.32%
"Sept. 30, 2005",3.27%
"June 30, 2005",3.68%
"March 31, 2005",3.29%
"Dec. 31, 2004",3.05%
"Sept. 30, 2004",0.42%
"June 30, 2004",-0.34%
"March 31, 2004",-0.13%
"Dec. 31, 2003",-0.36%
"Sept. 30, 2003",-0.55%
"June 30, 2003",-0.10%
"March 31, 2003",-0.35%
"Dec. 31, 2002",-0.37%
"Sept. 30, 2002",1.46%
"June 30, 2002",1.42%
"March 31, 2002",1.79%
"Dec. 31, 2001",1.94%
"Sept. 30, 2001",1.43%
"June 30, 2001",1.37%
"March 31, 2001",0.97%
"Dec. 31, 2000",0.60%
"Sept. 30, 2000",2.03%
"June 30, 2000",2.46%
"March 31, 2000",3.71%
"Dec. 31, 1999",3.99%
"Sept. 30, 1999",6.35%
"June 30, 1999",5.48%
"March 31, 1999",5.32%
"Dec. 31, 1998",5.53%
"Sept. 30, 1998",3.47%
"June 30, 1998",2.90%
"March 31, 1998",2.99%
"Dec. 31, 1997",3.16%
"Sept. 30, 1997",3.23%
"June 30, 1997",3.69%
"March 31, 1997",3.66%
"Dec. 31, 1996",3.70%
"Sept. 30, 1996",3.71%
"June 30, 1996",3.64%
"March 31, 1996",3.54%
"Dec. 31, 1995",3.35%
"Sept. 30, 1995",3.20%
"June 30, 1995",3.11%
"March 31, 1995",3.18%
"Dec. 31, 1994",3.22%
"Sept. 30, 1994",3.50%
