date,asset_utilization
"Dec. 31, 2019",0.215
"Sept. 30, 2019",0.2227
"June 30, 2019",0.2274
"March 31, 2019",0.2386
"Dec. 31, 2018",0.2427
"Sept. 30, 2018",0.2464
"June 30, 2018",0.2466
"March 31, 2018",0.2437
"Dec. 31, 2017",0.2436
"Sept. 30, 2017",0.2458
"June 30, 2017",0.2551
"March 31, 2017",0.2603
"Dec. 31, 2016",0.2622
"Sept. 30, 2016",0.2613
"June 30, 2016",0.2582
"March 31, 2016",0.2599
"Dec. 31, 2015",0.2712
"Sept. 30, 2015",0.2781
"June 30, 2015",0.2768
"March 31, 2015",0.2842
"Dec. 31, 2014",0.2889
"Sept. 30, 2014",0.2832
"June 30, 2014",0.2864
"March 31, 2014",0.2813
"Dec. 31, 2013",0.2691
"Sept. 30, 2013",0.2786
"June 30, 2013",0.2799
"March 31, 2013",0.2814
"Dec. 31, 2012",0.2801
"Sept. 30, 2012",0.2803
"June 30, 2012",0.287
"March 31, 2012",0.2913
"Dec. 31, 2011",0.2962
"Sept. 30, 2011",0.2987
"June 30, 2011",0.2949
"March 31, 2011",0.2912
"Dec. 31, 2010",0.2906
"Sept. 30, 2010",0.2913
"June 30, 2010",0.2849
"March 31, 2010",0.2865
"Dec. 31, 2009",0.2896
"Sept. 30, 2009",0.2953
"June 30, 2009",0.3157
"March 31, 2009",0.3309
"Dec. 31, 2008",0.3397
"Sept. 30, 2008",0.3501
"June 30, 2008",0.3468
"March 31, 2008",0.345
"Dec. 31, 2007",0.3433
"Sept. 30, 2007",0.3427
"June 30, 2007",0.3435
"March 31, 2007",0.3442
"Dec. 31, 2006",0.3458
"Sept. 30, 2006",0.3474
"June 30, 2006",0.3447
"March 31, 2006",0.3435
"Dec. 31, 2005",0.3445
"Sept. 30, 2005",0.3698
"June 30, 2005",0.383
"March 31, 2005",0.3948
"Dec. 31, 2004",0.3994
"Sept. 30, 2004",0.3953
"June 30, 2004",0.3986
"March 31, 2004",0.3973
"Dec. 31, 2003",0.4097
"Sept. 30, 2003",0.3747
"June 30, 2003",0.3439
"March 31, 2003",0.3237
"Dec. 31, 2002",0.5185
"Sept. 30, 2002",-0.2737
"June 30, 2002",0.021
"March 31, 2002",0.2426
"Dec. 31, 2001",0.2559
"Sept. 30, 2001",1.512
"June 30, 2001",1.280
"March 31, 2001",1.302
"Dec. 31, 2000",1.052
"Sept. 30, 2000",0.9164
"June 30, 2000",1.034
"March 31, 2000",0.9923
"Dec. 31, 1999",1.011
"Sept. 30, 1999",0.7691
"June 30, 1999",0.7026
"March 31, 1999",0.655
"Dec. 31, 1998",0.6713
"Sept. 30, 1998",0.3742
"June 30, 1998",0.363
"March 31, 1998",0.3607
"Dec. 31, 1997",0.363
"Sept. 30, 1997",0.3688
"June 30, 1997",0.3644
"March 31, 1997",0.3671
"Dec. 31, 1996",0.3687
"Sept. 30, 1996",0.3683
"June 30, 1996",0.3695
"March 31, 1996",0.3639
"Dec. 31, 1995",0.3586
"Sept. 30, 1995",0.3518
"June 30, 1995",0.3438
"March 31, 1995",0.3488
"Dec. 31, 1994",0.3545
"Sept. 30, 1994",0.3592
