date,cash_financing_ttm
"Dec. 31, 2019",-306.00M
"Sept. 30, 2019",-119.00M
"June 30, 2019",8.00M
"March 31, 2019",364.00M
"Dec. 31, 2018",-2.684B
"Sept. 30, 2018",-2.785B
"June 30, 2018",-3.149B
"March 31, 2018",-3.336B
"Dec. 31, 2017",-339.00M
"Sept. 30, 2017",-313.00M
"June 30, 2017",118.00M
"March 31, 2017",255.00M
"Dec. 31, 2016",2.501B
"Sept. 30, 2016",2.683B
"June 30, 2016",3.374B
"March 31, 2016",4.035B
"Dec. 31, 2015",1.953B
"Sept. 30, 2015",
"June 30, 2015",
"March 31, 2015",
"Dec. 31, 2014",
"Sept. 30, 2014",
"June 30, 2014",-4.921M
"March 31, 2014",-5.705M
"Dec. 31, 2013",-55.64M
"Sept. 30, 2013",-43.65M
"June 30, 2013",158.74M
"March 31, 2013",168.31M
"Dec. 31, 2012",180.97M
"Sept. 30, 2012",178.21M
"June 30, 2012",-0.056M
"March 31, 2012",0.074M
"Dec. 31, 2011",-0.021M
