date,cash_investing_ttm
"Dec. 31, 2019",-164.00M
"Sept. 30, 2019",-345.00M
"June 30, 2019",-361.00M
"March 31, 2019",-484.00M
"Dec. 31, 2018",2.738B
"Sept. 30, 2018",2.954B
"June 30, 2018",3.014B
"March 31, 2018",3.104B
"Dec. 31, 2017",-170.00M
"Sept. 30, 2017",-364.00M
"June 30, 2017",-613.00M
"March 31, 2017",-783.00M
"Dec. 31, 2016",-3.014B
"Sept. 30, 2016",-3.091B
"June 30, 2016",-3.940B
"March 31, 2016",-4.647B
"Dec. 31, 2015",-2.456B
"Sept. 30, 2015",
"June 30, 2015",
"March 31, 2015",
"Dec. 31, 2014",
"Sept. 30, 2014",
"June 30, 2014",-29.78M
"March 31, 2014",2.968M
"Dec. 31, 2013",6.358M
"Sept. 30, 2013",7.355M
"June 30, 2013",-189.94M
"March 31, 2013",-191.62M
"Dec. 31, 2012",-190.95M
"Sept. 30, 2012",-202.57M
"June 30, 2012",-21.62M
"March 31, 2012",-18.37M
"Dec. 31, 2011",-19.15M
