date,zmijewski_score
"Dec. 31, 2019",0.2919
"Sept. 30, 2019",0.4257
"June 30, 2019",0.3616
"March 31, 2019",0.3081
"Dec. 31, 2018",0.5997
"Sept. 30, 2018",0.2364
"June 30, 2018",0.2286
"March 31, 2018",0.3689
"Dec. 31, 2017",-0.2512
"Sept. 30, 2017",0.2519
"June 30, 2017",0.3232
"March 31, 2017",-0.0424
"Dec. 31, 2016",0.133
"Sept. 30, 2016",-0.5256
"June 30, 2016",-0.6104
"March 31, 2016",-0.7825
"Dec. 31, 2015",-2.194
"Sept. 30, 2015",
"June 30, 2015",
"March 31, 2015",
"Dec. 31, 2014",
"Sept. 30, 2014",
"June 30, 2014",-0.0534
"March 31, 2014",-0.0892
"Dec. 31, 2013",-0.2519
"Sept. 30, 2013",-0.2803
"June 30, 2013",-0.2031
"March 31, 2013",-0.1464
"Dec. 31, 2012",-0.1873
"Sept. 30, 2012",-0.1013
"June 30, 2012",-1.683
