date,ncavps
"Dec. 31, 2019",-45.26
"Sept. 30, 2019",-45.44
"June 30, 2019",-43.42
"March 31, 2019",-43.57
"Dec. 31, 2018",-38.59
"Sept. 30, 2018",-34.81
"June 30, 2018",-34.61
"March 31, 2018",-33.54
"Dec. 31, 2017",-15.58
"Sept. 30, 2017",-9.148
"June 30, 2017",-9.309
"March 31, 2017",-48.48
"Dec. 31, 2016",-52.83
"Sept. 30, 2016",-53.79
"June 30, 2016",-51.09
"March 31, 2016",-47.43
"Dec. 31, 2015",-26.45
"Sept. 30, 2015",-41.86
"June 30, 2015",-40.36
"March 31, 2015",-24.61
"Dec. 31, 2014",-29.15
"Sept. 30, 2014",-11.56
"June 30, 2014",-9.460
"March 31, 2014",-7.934
"Dec. 31, 2013",-7.842
"Sept. 30, 2013",-7.840
"June 30, 2013",-8.071
"March 31, 2013",-8.008
"Dec. 31, 2012",-7.970
"Sept. 30, 2012",-0.0925
