date,asset_utilization
"Dec. 31, 2019",3.107
"Sept. 30, 2019",3.099
"June 30, 2019",3.241
"March 31, 2019",3.337
"Dec. 31, 2018",3.003
"Sept. 30, 2018",2.534
"June 30, 2018",2.061
"March 31, 2018",1.652
"Dec. 31, 2017",1.392
"Sept. 30, 2017",1.500
"June 30, 2017",1.381
"March 31, 2017",1.277
"Dec. 31, 2016",1.312
"Sept. 30, 2016",0.6675
"June 30, 2016",1.146
"March 31, 2016",1.907
"Dec. 31, 2015",2.304
"Sept. 30, 2015",
"June 30, 2015",
"March 31, 2015",
"Dec. 31, 2014",
"Sept. 30, 2014",
"June 30, 2014",11.74
"March 31, 2014",11.54
"Dec. 31, 2013",11.81
"Sept. 30, 2013",12.18
"June 30, 2013",13.04
"March 31, 2013",14.03
"Dec. 31, 2012",15.51
"Sept. 30, 2012",16.54
"June 30, 2012",17.14
