Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
02/06/2020,02/07/2020,02/19/2020,01/27/2020,Normal,0.8255
11/04/2019,11/05/2019,11/19/2019,10/25/2019,Normal,0.8255
08/05/2019,08/06/2019,08/14/2019,07/25/2019,Normal,0.8255
05/06/2019,05/07/2019,05/15/2019,04/25/2019,Normal,0.8255
02/05/2019,02/06/2019,02/14/2019,01/25/2019,Normal,0.8255
11/05/2018,11/06/2018,11/14/2018,10/26/2018,Normal,0.8255
08/06/2018,08/07/2018,08/15/2018,07/27/2018,Normal,0.8255
05/04/2018,05/07/2018,05/15/2018,04/27/2018,Normal,0.8255
02/05/2018,02/06/2018,02/14/2018,01/24/2018,Normal,0.8255
11/06/2017,11/07/2017,11/14/2017,10/27/2017,Normal,0.8255
08/03/2017,08/07/2017,08/15/2017,07/26/2017,Normal,0.8255
05/05/2017,05/09/2017,05/16/2017,04/27/2017,Normal,0.8255
02/09/2017,02/13/2017,02/21/2017,02/01/2017,Normal,0.8255
11/03/2016,11/07/2016,11/15/2016,10/26/2016,Normal,0.8255
08/03/2016,08/05/2016,08/15/2016,07/26/2016,Normal,0.8255
05/04/2016,05/06/2016,05/16/2016,04/26/2016,Normal,0.8173
02/03/2016,02/05/2016,02/16/2016,01/26/2016,Normal,0.8013
11/13/2015,11/17/2015,11/27/2015,11/03/2015,Normal,0.7454
08/14/2015,08/18/2015,08/28/2015,08/05/2015,Normal,0.6934
05/15/2015,05/19/2015,05/29/2015,05/08/2015,Normal,0.645
02/12/2015,02/17/2015,02/27/2015,02/02/2015,Normal,0.60
11/14/2014,11/18/2014,11/28/2014,11/05/2014,Normal,0.5457
08/15/2014,08/19/2014,08/29/2014,08/08/2014,Normal,0.5197
05/16/2014,05/20/2014,05/30/2014,05/07/2014,Normal,0.5021
02/13/2014,02/18/2014,02/28/2014,01/29/2014,Normal,0.4851
11/15/2013,11/19/2013,11/29/2013,11/04/2013,Normal,0.4687
08/15/2013,08/19/2013,08/29/2013,08/07/2013,Normal,0.4528
05/16/2013,05/20/2013,05/30/2013,05/08/2013,Normal,0.4375
02/14/2013,02/19/2013,03/01/2013,02/08/2013,Normal,0.4375
11/15/2012,11/19/2012,11/29/2012,11/07/2012,Normal,0.0285
