date,price_to_book_value
"March 19, 2020",1.643
"March 18, 2020",1.307
"March 17, 2020",1.679
"March 16, 2020",1.702
"March 13, 2020",2.081
"March 12, 2020",1.892
"March 11, 2020",2.470
"March 10, 2020",2.723
"March 9, 2020",2.410
"March 6, 2020",2.876
"March 5, 2020",3.063
"March 4, 2020",3.138
"March 3, 2020",3.072
"March 2, 2020",3.112
"Feb. 28, 2020",2.960
"Feb. 27, 2020",2.993
"Feb. 26, 2020",3.229
"Feb. 25, 2020",3.214
"Feb. 24, 2020",3.363
"Feb. 21, 2020",3.400
"Feb. 20, 2020",3.363
"Feb. 19, 2020",3.316
"Feb. 18, 2020",3.354
"Feb. 14, 2020",3.389
"Feb. 13, 2020",3.385
"Feb. 12, 2020",3.403
"Feb. 11, 2020",3.364
"Feb. 10, 2020",3.306
"Feb. 7, 2020",3.407
"Feb. 6, 2020",3.432
"Feb. 5, 2020",3.486
"Feb. 4, 2020",3.479
"Feb. 3, 2020",3.462
"Jan. 31, 2020",3.406
"Jan. 30, 2020",3.441
"Jan. 29, 2020",3.467
"Jan. 28, 2020",3.404
"Jan. 27, 2020",3.456
"Jan. 24, 2020",3.453
"Jan. 23, 2020",3.515
"Jan. 22, 2020",3.499
"Jan. 21, 2020",3.542
"Jan. 17, 2020",3.567
"Jan. 16, 2020",3.518
"Jan. 15, 2020",3.525
"Jan. 14, 2020",3.515
"Jan. 13, 2020",3.452
"Jan. 10, 2020",3.427
"Jan. 9, 2020",3.431
"Jan. 8, 2020",3.450
"Jan. 7, 2020",3.441
"Jan. 6, 2020",3.436
"Jan. 3, 2020",3.392
"Jan. 2, 2020",3.374
"Dec. 31, 2019",3.350
"Dec. 30, 2019",3.306
"Dec. 27, 2019",3.339
"Dec. 26, 2019",3.357
"Dec. 24, 2019",3.377
"Dec. 23, 2019",3.353
"Dec. 20, 2019",3.309
"Dec. 19, 2019",3.368
"Dec. 18, 2019",3.383
"Dec. 17, 2019",3.378
"Dec. 16, 2019",3.346
"Dec. 13, 2019",3.332
"Dec. 12, 2019",3.281
"Dec. 11, 2019",3.259
"Dec. 10, 2019",3.295
