date,days_sales_outstanding
"Dec. 31, 2019",9.630
"Sept. 30, 2019",10.84
"June 30, 2019",10.88
"March 31, 2019",11.16
"Dec. 31, 2018",13.79
"Sept. 30, 2018",13.92
"June 30, 2018",12.90
"March 31, 2018",15.91
"Dec. 31, 2017",19.84
"Sept. 30, 2017",16.93
"June 30, 2017",15.79
"March 31, 2017",16.20
"Dec. 31, 2016",10.50
"Sept. 30, 2016",16.57
"June 30, 2016",15.30
"March 31, 2016",9.013
"Dec. 31, 2015",-15.39
"Sept. 30, 2015",5.609
"June 30, 2015",3.198
"March 31, 2015",3.795
"Dec. 31, 2014",
"Sept. 30, 2014",
"June 30, 2014",9.413
"March 31, 2014",10.38
"Dec. 31, 2013",8.943
"Sept. 30, 2013",7.471
"June 30, 2013",7.748
"March 31, 2013",8.009
"Dec. 31, 2012",5.667
"Sept. 30, 2012",7.461
"June 30, 2012",12.77
"March 31, 2012",12.72
"Dec. 31, 2011",6.186
"Sept. 30, 2011",0.00
"June 30, 2011",0.00
