date,one_year_return
"March 19, 2020",-50.95%
"March 18, 2020",-60.89%
"March 17, 2020",-49.27%
"March 16, 2020",-48.58%
"March 13, 2020",-36.56%
"March 12, 2020",-42.21%
"March 11, 2020",-24.83%
"March 10, 2020",-16.16%
"March 9, 2020",-25.80%
"March 6, 2020",-11.82%
"March 5, 2020",-6.30%
"March 4, 2020",-4.44%
"March 3, 2020",-6.81%
"March 2, 2020",-5.61%
"Feb. 28, 2020",-9.84%
"Feb. 27, 2020",-9.20%
"Feb. 26, 2020",-2.35%
"Feb. 25, 2020",-3.20%
"Feb. 24, 2020",2.85%
"Feb. 21, 2020",5.26%
"Feb. 20, 2020",2.88%
"Feb. 19, 2020",0.03%
"Feb. 18, 2020",0.92%
"Feb. 14, 2020",2.62%
"Feb. 13, 2020",2.35%
"Feb. 12, 2020",3.29%
"Feb. 11, 2020",4.38%
"Feb. 10, 2020",3.92%
"Feb. 7, 2020",7.13%
"Feb. 6, 2020",6.74%
"Feb. 5, 2020",5.40%
"Feb. 4, 2020",2.19%
"Feb. 3, 2020",2.20%
"Jan. 31, 2020",1.57%
"Jan. 30, 2020",2.54%
"Jan. 29, 2020",4.94%
"Jan. 28, 2020",3.08%
"Jan. 27, 2020",3.54%
"Jan. 24, 2020",5.24%
"Jan. 23, 2020",8.63%
"Jan. 22, 2020",9.41%
"Jan. 21, 2020",11.05%
"Jan. 17, 2020",12.11%
"Jan. 16, 2020",10.83%
"Jan. 15, 2020",11.15%
"Jan. 14, 2020",11.45%
"Jan. 13, 2020",11.65%
"Jan. 10, 2020",9.67%
"Jan. 9, 2020",9.70%
"Jan. 8, 2020",11.30%
"Jan. 7, 2020",12.05%
"Jan. 6, 2020",13.86%
"Jan. 3, 2020",13.81%
"Jan. 2, 2020",13.64%
"Dec. 31, 2019",12.54%
"Dec. 30, 2019",15.65%
"Dec. 27, 2019",18.68%
"Dec. 26, 2019",21.12%
"Dec. 24, 2019",28.94%
"Dec. 23, 2019",22.30%
"Dec. 20, 2019",16.43%
"Dec. 19, 2019",15.24%
"Dec. 18, 2019",16.14%
"Dec. 17, 2019",15.26%
"Dec. 16, 2019",11.23%
"Dec. 13, 2019",9.89%
"Dec. 12, 2019",9.38%
"Dec. 11, 2019",9.57%
"Dec. 10, 2019",11.63%
"Dec. 9, 2019",12.17%
"Dec. 6, 2019",9.96%
"Dec. 5, 2019",10.40%
"Dec. 4, 2019",10.98%
"Dec. 3, 2019",10.11%
"Dec. 2, 2019",9.66%
"Nov. 29, 2019",10.34%
"Nov. 27, 2019",10.27%
"Nov. 26, 2019",10.42%
"Nov. 25, 2019",12.30%
"Nov. 22, 2019",12.00%
"Nov. 21, 2019",13.32%
"Nov. 20, 2019",17.23%
"Nov. 19, 2019",17.00%
"Nov. 18, 2019",14.62%
"Nov. 15, 2019",15.21%
"Nov. 14, 2019",13.03%
"Nov. 13, 2019",12.25%
"Nov. 12, 2019",8.56%
"Nov. 11, 2019",11.63%
"Nov. 8, 2019",11.96%
"Nov. 7, 2019",21.07%
"Nov. 6, 2019",24.20%
"Nov. 5, 2019",21.27%
"Nov. 4, 2019",19.78%
"Nov. 1, 2019",21.01%
"Oct. 31, 2019",22.93%
"Oct. 30, 2019",24.32%
"Oct. 29, 2019",22.92%
"Oct. 28, 2019",21.90%
"Oct. 25, 2019",18.97%
"Oct. 24, 2019",17.68%
"Oct. 23, 2019",13.37%
"Oct. 22, 2019",10.65%
"Oct. 21, 2019",11.16%
"Oct. 18, 2019",10.69%
"Oct. 17, 2019",9.47%
"Oct. 16, 2019",7.33%
"Oct. 15, 2019",9.60%
"Oct. 14, 2019",8.59%
"Oct. 11, 2019",6.56%
"Oct. 10, 2019",4.03%
"Oct. 9, 2019",2.30%
"Oct. 8, 2019",3.58%
"Oct. 7, 2019",4.96%
"Oct. 4, 2019",5.33%
"Oct. 3, 2019",3.63%
"Oct. 2, 2019",4.20%
"Oct. 1, 2019",4.57%
"Sept. 30, 2019",6.43%
"Sept. 27, 2019",7.93%
"Sept. 26, 2019",7.76%
"Sept. 25, 2019",9.56%
"Sept. 24, 2019",11.91%
"Sept. 23, 2019",13.28%
"Sept. 20, 2019",13.30%
"Sept. 19, 2019",12.40%
"Sept. 18, 2019",12.12%
"Sept. 17, 2019",13.45%
