date,ni_per_employee_annual
"Dec. 31, 2019",95850.56
"Dec. 31, 2018",-40848.54
"Dec. 31, 2017",10271.26
"Dec. 31, 2016",-23639.01
"Dec. 31, 2015",27528.25
