date,revenues_ttm
"Dec. 31, 2019",16.60B
"Sept. 30, 2019",16.38B
"June 30, 2019",16.80B
"March 31, 2019",16.94B
"Dec. 31, 2018",16.99B
"Sept. 30, 2018",16.08B
"June 30, 2018",14.38B
"March 31, 2018",12.66B
"Dec. 31, 2017",11.72B
"Sept. 30, 2017",12.83B
"June 30, 2017",11.94B
"March 31, 2017",11.17B
"Dec. 31, 2016",11.57B
"Sept. 30, 2016",5.551B
"June 30, 2016",8.291B
"March 31, 2016",11.29B
"Dec. 31, 2015",12.42B
"Sept. 30, 2015",
"June 30, 2015",
"March 31, 2015",
"Dec. 31, 2014",
"Sept. 30, 2014",
"June 30, 2014",4.874B
"March 31, 2014",4.619B
"Dec. 31, 2013",4.493B
"Sept. 30, 2013",4.431B
"June 30, 2013",4.374B
"March 31, 2013",4.339B
"Dec. 31, 2012",4.321B
"Sept. 30, 2012",4.289B
"June 30, 2012",4.171B
"March 31, 2012",4.096B
"Dec. 31, 2011",3.875B
