date,receivables_turnover
"Dec. 31, 2019",9.475
"Sept. 30, 2019",8.418
"June 30, 2019",8.388
"March 31, 2019",8.177
"Dec. 31, 2018",6.616
"Sept. 30, 2018",6.553
"June 30, 2018",7.071
"March 31, 2018",5.737
"Dec. 31, 2017",4.598
"Sept. 30, 2017",5.390
"June 30, 2017",5.778
"March 31, 2017",5.633
"Dec. 31, 2016",8.690
"Sept. 30, 2016",5.506
"June 30, 2016",5.964
"March 31, 2016",10.12
"Dec. 31, 2015",-5.929
"Sept. 30, 2015",16.27
"June 30, 2015",28.53
"March 31, 2015",24.04
"Dec. 31, 2014",
"Sept. 30, 2014",
"June 30, 2014",9.694
"March 31, 2014",8.789
"Dec. 31, 2013",10.20
"Sept. 30, 2013",12.21
"June 30, 2013",11.78
"March 31, 2013",11.39
"Dec. 31, 2012",16.10
"Sept. 30, 2012",12.23
"June 30, 2012",7.148
"March 31, 2012",7.174
