date,net_income_annual_cs_rev
"Dec. 31, 2019",1.89%
"Dec. 31, 2018",-1.22%
"Dec. 31, 2017",1.27%
"Dec. 31, 2016",-4.07%
"Dec. 31, 2015",1.53%
"Dec. 31, 2014",
"Dec. 31, 2013",0.82%
"Dec. 31, 2012",0.41%
"Dec. 31, 2011",0.27%
"Dec. 31, 2010",0.34%
