date,net_income_ttm
"Dec. 31, 2019",313.00M
"Sept. 30, 2019",158.00M
"June 30, 2019",204.00M
"March 31, 2019",217.00M
"Dec. 31, 2018",-207.00M
"Sept. 30, 2018",97.00M
"June 30, 2018",123.00M
"March 31, 2018",-167.00M
"Dec. 31, 2017",149.00M
"Sept. 30, 2017",-668.00M
"June 30, 2017",-761.00M
"March 31, 2017",-467.00M
"Dec. 31, 2016",-427.00M
"Sept. 30, 2016",187.22M
"June 30, 2016",167.29M
"March 31, 2016",187.97M
"Dec. 31, 2015",195.43M
"Sept. 30, 2015",
"June 30, 2015",
"March 31, 2015",
"Dec. 31, 2014",
"Sept. 30, 2014",
"June 30, 2014",38.78M
"March 31, 2014",38.93M
"Dec. 31, 2013",37.03M
"Sept. 30, 2013",36.08M
"June 30, 2013",30.10M
"March 31, 2013",24.12M
"Dec. 31, 2012",17.57M
"Sept. 30, 2012",11.07M
"June 30, 2012",10.59M
"March 31, 2012",10.41M
"Dec. 31, 2011",10.60M
