date,earning_yield
"March 19, 2020",18.80%
"March 18, 2020",23.64%
"March 17, 2020",18.40%
"March 16, 2020",18.15%
"March 13, 2020",14.84%
"March 12, 2020",16.32%
"March 11, 2020",12.51%
"March 10, 2020",11.34%
"March 9, 2020",12.82%
"March 6, 2020",10.74%
"March 5, 2020",10.08%
"March 4, 2020",9.84%
"March 3, 2020",10.05%
"March 2, 2020",9.93%
"Feb. 28, 2020",10.43%
"Feb. 27, 2020",10.32%
"Feb. 26, 2020",9.57%
"Feb. 25, 2020",9.61%
"Feb. 24, 2020",9.18%
"Feb. 21, 2020",9.09%
"Feb. 20, 2020",9.18%
"Feb. 19, 2020",9.31%
"Feb. 18, 2020",9.21%
"Feb. 14, 2020",9.11%
"Feb. 13, 2020",9.12%
"Feb. 12, 2020",9.07%
"Feb. 11, 2020",9.18%
"Feb. 10, 2020",9.34%
"Feb. 7, 2020",9.06%
"Feb. 6, 2020",9.00%
"Feb. 5, 2020",8.86%
"Feb. 4, 2020",8.87%
"Feb. 3, 2020",8.92%
"Jan. 31, 2020",9.06%
"Jan. 30, 2020",8.97%
"Jan. 29, 2020",8.90%
"Jan. 28, 2020",9.07%
"Jan. 27, 2020",8.93%
"Jan. 24, 2020",8.94%
"Jan. 23, 2020",8.78%
"Jan. 22, 2020",8.82%
"Jan. 21, 2020",8.72%
"Jan. 17, 2020",8.66%
"Jan. 16, 2020",8.78%
"Jan. 15, 2020",8.76%
"Jan. 14, 2020",8.78%
"Jan. 13, 2020",8.94%
"Jan. 10, 2020",9.01%
"Jan. 9, 2020",9.00%
"Jan. 8, 2020",8.95%
"Jan. 7, 2020",8.97%
"Jan. 6, 2020",8.99%
"Jan. 3, 2020",9.10%
"Jan. 2, 2020",9.15%
"Dec. 31, 2019",9.22%
"Dec. 30, 2019",3.15%
"Dec. 27, 2019",3.12%
"Dec. 26, 2019",3.11%
"Dec. 24, 2019",3.09%
"Dec. 23, 2019",3.11%
"Dec. 20, 2019",3.15%
"Dec. 19, 2019",3.10%
"Dec. 18, 2019",3.08%
"Dec. 17, 2019",3.09%
"Dec. 16, 2019",3.12%
"Dec. 13, 2019",3.13%
"Dec. 12, 2019",3.18%
"Dec. 11, 2019",3.20%
"Dec. 10, 2019",3.16%
"Dec. 9, 2019",3.15%
"Dec. 6, 2019",3.17%
"Dec. 5, 2019",3.18%
"Dec. 4, 2019",3.17%
"Dec. 3, 2019",3.12%
"Dec. 2, 2019",3.13%
"Nov. 29, 2019",3.08%
"Nov. 27, 2019",3.13%
"Nov. 26, 2019",3.08%
"Nov. 25, 2019",3.07%
"Nov. 22, 2019",3.07%
"Nov. 21, 2019",3.03%
"Nov. 20, 2019",3.05%
"Nov. 19, 2019",3.07%
"Nov. 18, 2019",3.05%
"Nov. 15, 2019",2.97%
"Nov. 14, 2019",3.02%
"Nov. 13, 2019",3.02%
"Nov. 12, 2019",3.07%
"Nov. 11, 2019",3.02%
"Nov. 8, 2019",3.02%
"Nov. 7, 2019",2.96%
"Nov. 6, 2019",2.93%
"Nov. 5, 2019",2.97%
"Nov. 4, 2019",2.91%
"Nov. 1, 2019",2.83%
"Oct. 31, 2019",2.86%
"Oct. 30, 2019",2.88%
"Oct. 29, 2019",2.90%
"Oct. 28, 2019",2.93%
"Oct. 25, 2019",2.93%
"Oct. 24, 2019",2.94%
"Oct. 23, 2019",2.93%
"Oct. 22, 2019",2.97%
"Oct. 21, 2019",2.96%
"Oct. 18, 2019",2.95%
"Oct. 17, 2019",2.99%
"Oct. 16, 2019",3.02%
"Oct. 15, 2019",3.02%
